id,label,attr_0,attr_1,attr_2,attr_3,attr_4,attr_5,attr_6
78,R78,3239,208,21,932,-30,4020,201
79,R79,2913,199,16,638,279,1006,212
80,R80,2508,331,2,242,39,0,213
81,R81,2820,72,18,42,3,731,237
82,R82,2922,2,6,90,6,4786,211
83,R83,2409,302,19,127,31,684,165
84,R84,3172,139,15,488,108,4678,242
85,R85,3283,113,20,616,149,977,250
86,R86,3303,10,11,256,27,1950,208
87,R87,2547,71,25,108,28,785,238
88,R88,3048,92,5,451,-6,638,229
89,R89,3173,74,9,0,0,1142,231
90,R90,3305,311,15,268,81,2124,178
91,R91,3085,91,13,150,35,806,240
92,R92,2785,169,19,361,93,3565,231
93,R93,3168,48,12,170,26,1321,224
94,R94,2757,248,11,42,3,3010,197
95,R95,2933,153,1,450,57,3406,220
96,R96,2555,69,10,190,39,1231,231
97,R97,2922,306,19,277,9,5267,163
98,R98,3273,258,12,247,64,4937,192
99,R99,2575,81,14,342,-24,524,238
100,R100,3221,107,15,285,56,3150,244
101,R101,2298,129,21,255,115,1326,249
102,R102,3074,66,11,60,26,3081,231
103,R103,2609,58,3,150,-10,1224,222
104,R104,3202,52,19,510,142,1624,226
105,R105,3184,27,24,108,30,2413,202
106,R106,2929,98,7,182,16,3703,231
107,R107,3334,9,5,730,39,824,215
108,R108,3297,159,23,680,195,573,237
109,R109,2865,12,9,90,3,3466,211
110,R110,3400,188,9,1090,51,3209,221
111,R111,3109,303,19,633,296,1809,164
112,R112,2249,303,27,120,52,875,137
113,R113,2915,53,5,309,11,4084,223
114,R114,2987,359,9,661,104,2628,206
115,R115,3372,31,26,201,71,2377,203
116,R116,2978,246,9,446,69,5854,203
117,R117,2972,59,18,30,-2,4609,231
118,R118,3302,0,11,792,74,2101,203
119,R119,2885,53,19,300,102,2021,227
120,R120,3194,213,19,805,109,376,200
121,R121,3109,55,11,295,-3,3859,227
122,R122,3229,312,6,134,8,5635,204
123,R123,2369,130,8,42,0,497,234
124,R124,3211,50,4,162,-18,4334,222
125,R125,3189,195,27,90,33,2311,204
126,R126,3072,348,10,90,21,1889,201
127,R127,2158,335,37,67,48,390,113
128,R128,3267,145,13,240,34,1704,238
129,R129,2429,156,18,67,4,510,238
130,R130,3289,251,10,812,141,6297,198
131,R131,2573,54,27,297,147,866,224
132,R132,2596,8,2,162,0,272,217
133,R133,2963,107,13,175,35,450,242
134,R134,2797,10,20,153,49,2165,194
135,R135,2616,25,26,295,-1,1084,196
136,R136,2413,173,8,240,62,418,225
137,R137,2989,343,17,30,9,242,183
138,R138,3020,288,26,424,223,2483,140
139,R139,3042,274,8,134,17,5503,200
140,R140,2814,67,20,256,18,2656,235
141,R141,2896,119,15,192,47,2624,245
142,R142,3010,334,6,90,18,1025,206
143,R143,3391,64,27,457,106,1973,232
144,R144,3313,70,9,247,-18,3173,230
145,R145,3072,4,7,0,0,1368,211
146,R146,2724,0,3,150,29,2066,215
147,R147,2925,125,11,30,-3,594,239
148,R148,2814,54,17,474,146,484,228
149,R149,3394,173,14,67,10,2249,228
150,R150,2929,169,9,150,21,4183,227
151,R151,3272,11,11,201,23,4637,209
152,R152,3192,1,16,430,65,2120,196
153,R153,2869,117,5,295,4,1045,229
154,R154,3025,304,9,30,0,778,196
155,R155,2592,194,21,30,4,2883,212
156,R156,3102,179,12,268,50,300,225
157,R157,2883,56,3,0,0,2279,222
158,R158,2862,264,9,60,6,3099,197
159,R159,3214,59,7,30,0,2389,226
160,R160,3290,119,6,339,67,3151,231
161,R161,2734,34,21,408,207,953,211
162,R162,2998,295,21,95,21,1409,157
163,R163,3015,45,5,0,0,4968,222
164,R164,3024,1,11,342,9,1842,204
165,R165,3035,130,13,60,5,2611,240
166,R166,2791,349,8,60,1,3182,205
167,R167,3304,343,12,659,29,2292,195
168,R168,3131,96,20,285,90,990,248
169,R169,2869,322,26,335,137,3555,144
170,R170,3262,97,23,124,11,1761,250
171,R171,3100,51,7,450,23,2713,224
172,R172,2890,114,14,277,80,277,244
173,R173,2135,120,27,240,85,300,254
174,R174,2428,123,20,283,72,797,249
175,R175,2536,8,2,30,-1,1107,217
176,R176,2872,217,16,60,15,997,202
177,R177,3039,90,3,210,26,553,225
178,R178,2858,1,21,95,26,2200,184
179,R179,3226,320,12,576,79,4235,189
180,R180,2963,346,7,446,50,3528,207
181,R181,2922,80,4,216,3,3955,225
182,R182,3090,96,7,242,33,787,232
183,R183,2567,17,8,120,17,313,214
184,R184,3092,184,21,270,51,876,220
185,R185,2994,123,20,792,199,2851,249
186,R186,3090,128,6,190,27,1731,230
187,R187,2952,116,7,60,12,1909,233
188,R188,2612,57,16,192,48,750,229
189,R189,2867,42,15,524,41,930,221
190,R190,2671,76,12,162,42,1956,235
191,R191,2944,84,12,30,6,2333,237
192,R192,3008,353,11,85,13,6072,201
193,R193,2934,331,24,366,48,875,156
194,R194,3199,276,21,841,115,3558,157
195,R195,3298,5,14,666,95,2040,201
196,R196,3142,8,16,67,18,1116,200
197,R197,3386,282,22,228,76,3748,153
198,R198,3014,144,10,258,45,5172,235
199,R199,2502,315,17,42,12,1226,173
200,R200,2863,87,16,306,98,1572,242
201,R201,3212,243,5,150,18,6033,209
202,R202,2905,209,23,366,161,2886,197
203,R203,3183,0,3,420,88,5047,215
204,R204,2685,182,19,446,-2,484,222
205,R205,3260,200,15,60,11,3386,214
206,R206,2543,15,15,283,53,1415,205
207,R207,2819,39,18,120,16,2116,218
208,R208,3032,122,12,175,0,2568,241
209,R209,3221,280,11,120,18,4709,191
210,R210,2959,276,7,484,53,5597,200
211,R211,2249,334,17,42,10,1418,178
212,R212,3034,238,10,552,-42,5788,201
213,R213,2988,67,15,342,23,4865,234
214,R214,3314,184,15,150,35,3655,223
215,R215,2950,293,4,60,10,1661,209
216,R216,3110,208,9,570,26,258,213
217,R217,2995,45,2,212,27,5821,220
218,R218,3458,72,15,361,141,4227,236
219,R219,3200,28,11,0,0,4545,216
220,R220,2938,151,9,182,11,4618,231
221,R221,2969,118,7,256,32,4148,232
222,R222,3263,75,23,511,120,1436,240
223,R223,3296,103,13,469,90,330,241
224,R224,2978,197,14,60,13,1296,215
225,R225,2839,71,14,488,66,2370,235
226,R226,2995,113,12,573,0,4390,240
227,R227,3188,65,21,323,74,5155,235
228,R228,3140,37,12,595,61,5440,219
229,R229,2949,186,29,808,175,4268,210
230,R230,2991,297,26,361,144,5715,138
231,R231,3385,31,26,541,170,2210,203
232,R232,3416,8,7,362,77,1621,212
233,R233,3308,348,10,600,126,2696,201
234,R234,3222,153,1,258,39,466,220
235,R235,3353,152,15,604,147,1355,237
236,R236,3234,59,4,808,43,3823,223
237,R237,3010,316,13,600,11,1892,185
238,R238,2765,265,16,42,4,1705,178
239,R239,3175,45,7,0,0,3410,222
240,R240,3056,153,19,400,136,1170,239
241,R241,2858,73,5,437,103,1897,226
242,R242,3172,207,10,765,131,830,214
243,R243,3134,79,15,589,88,240,239
244,R244,2827,180,10,210,27,2197,224
245,R245,3332,117,17,547,136,402,247
246,R246,3423,292,23,1034,292,4163,148
247,R247,2411,211,23,0,0,1499,195
248,R248,2268,309,15,330,156,872,179
249,R249,2910,306,30,120,53,752,125
250,R250,3103,298,14,361,37,2440,180
251,R251,3067,102,10,573,158,4198,238
252,R252,2974,112,11,134,21,765,239
253,R253,2905,211,1,255,52,3324,218
254,R254,2839,120,17,256,37,1052,247
255,R255,2982,189,10,192,29,4076,221
256,R256,3410,2,5,300,71,1657,212
257,R257,2843,53,12,0,0,1288,227
258,R258,3152,24,6,175,32,3014,217
259,R259,3048,332,6,180,19,1962,207
260,R260,2781,224,35,350,-95,3145,151
261,R261,2729,274,27,42,8,1165,138
262,R262,2927,304,2,255,3,4521,214
263,R263,2617,184,4,90,5,700,220
264,R264,2979,150,16,30,-4,751,239
265,R265,3117,330,8,120,16,2190,202
266,R266,3042,103,15,256,35,3045,244
267,R267,2859,1,17,451,98,1261,194
268,R268,3166,50,4,30,1,2038,221
269,R269,3031,53,2,60,-1,1396,221
270,R270,3117,137,11,190,27,1045,237
271,R271,3152,131,15,589,100,2687,243
272,R272,3291,194,8,582,77,834,219
273,R273,3146,157,14,324,23,3249,235
274,R274,2895,26,10,85,3,4221,215
275,R275,3055,193,12,376,69,1717,218
276,R276,2739,20,13,212,45,1530,210
277,R277,3089,68,4,150,4,1315,224
278,R278,2942,69,16,258,46,4590,235
279,R279,2988,244,10,616,69,5675,200
280,R280,3002,90,4,134,21,2130,226
281,R281,3487,127,15,953,310,2501,243
282,R282,2905,101,4,467,46,3907,226
283,R283,2907,98,13,60,10,3762,240
284,R284,2200,65,23,0,0,474,234
285,R285,2596,180,6,323,60,2534,223
286,R286,3073,56,14,391,18,4753,228
287,R287,3233,217,12,677,98,658,208
288,R288,3415,96,4,85,10,2932,227
289,R289,3333,53,30,295,99,1850,221
290,R290,2324,257,20,30,11,624,168
291,R291,3120,124,16,295,97,2859,245
292,R292,2924,126,12,30,-6,4499,240
293,R293,2635,347,9,95,22,2051,204
294,R294,2931,0,6,541,47,1364,212
295,R295,2530,272,6,256,47,474,203
296,R296,3208,36,17,446,140,1224,217
297,R297,3262,65,13,571,0,4190,232
298,R298,3004,174,7,124,42,892,224
299,R299,3208,70,10,60,3,3055,231
300,R300,3011,265,10,721,115,5863,194
301,R301,2410,336,6,430,66,924,207
302,R302,2945,331,15,67,14,3803,183
303,R303,2715,142,26,60,4,1342,247
304,R304,3101,58,18,124,26,5247,230
305,R305,3383,99,25,553,154,626,251
306,R306,3101,63,6,247,-3,2405,226
307,R307,2852,73,8,362,73,1392,230
308,R308,3241,298,12,797,104,2128,185
309,R309,2709,60,18,210,70,886,231
310,R310,2769,125,32,90,50,2110,253
311,R311,3267,65,13,677,191,685,232
312,R312,3224,57,11,408,16,3905,228
313,R313,2166,27,34,30,14,1194,185
314,R314,3057,79,16,190,36,3969,239
315,R315,2381,251,14,42,1,631,189
316,R316,2946,103,22,551,167,750,250
317,R317,3177,48,31,228,57,1442,214
318,R318,2955,315,4,324,42,3799,208
319,R319,2928,41,5,120,0,1789,221
320,R320,3177,35,11,258,34,1374,219
321,R321,2877,78,6,524,97,3866,227
322,R322,3012,218,15,120,36,1605,202
323,R323,3263,297,19,268,56,1546,164
324,R324,2836,28,8,30,1,604,217
325,R325,2929,151,17,192,46,5472,239
326,R326,3141,356,10,212,31,1748,204
327,R327,3059,112,17,60,-2,2513,247
328,R328,2950,167,17,30,-7,2346,231
329,R329,3047,87,24,598,82,446,247
330,R330,2968,118,19,30,6,960,249
331,R331,3381,193,13,598,175,2098,218
332,R332,3281,48,21,371,19,2790,223
333,R333,3050,351,7,390,74,2372,207
334,R334,2921,32,19,85,27,2348,212
335,R335,3048,301,33,335,122,2021,110
336,R336,3060,94,8,42,5,3257,232
337,R337,2992,278,13,258,94,2391,185
338,R338,3056,141,23,446,104,510,247
339,R339,3103,331,17,339,94,598,179
340,R340,2901,128,22,42,13,2724,250
341,R341,2968,72,12,351,29,5806,233
342,R342,2976,311,4,30,2,2053,208
343,R343,2794,323,18,124,45,3773,171
344,R344,2636,66,16,124,12,1651,234
345,R345,3030,342,5,134,12,1183,209
346,R346,3125,29,23,283,96,1027,205
347,R347,2999,328,20,319,70,1401,168
348,R348,3193,306,16,212,33,4248,174
349,R349,2655,346,9,175,26,870,203
350,R350,3345,114,11,503,63,2188,239
351,R351,2605,42,13,60,9,2126,222
352,R352,2977,25,11,153,4,2573,215
353,R353,3276,17,17,769,200,771,204
354,R354,2710,191,26,443,-45,1209,210
355,R355,3264,243,6,779,154,1642,207
356,R356,2773,57,16,30,13,2345,229
357,R357,3271,38,24,240,12,2670,212
358,R358,3759,309,12,875,313,5242,187
359,R359,3379,52,9,228,-14,2122,225
360,R360,3132,187,11,150,9,2291,221
361,R361,2850,83,6,272,23,888,228
362,R362,3215,342,17,268,71,1890,182
363,R363,2932,213,11,127,19,5236,210
364,R364,3063,315,2,534,109,792,214
365,R365,3449,163,11,553,80,2700,230
366,R366,3078,41,20,845,-108,1722,218
367,R367,3303,345,12,150,40,1413,196
368,R368,3195,330,10,696,22,1934,195
369,R369,2756,83,21,234,-5,1682,244
370,R370,2380,323,21,30,15,573,161
371,R371,2994,192,13,85,7,1401,218
372,R372,3077,221,13,120,16,2804,204
373,R373,3289,236,14,485,49,3187,195
374,R374,3204,112,10,618,193,2512,238
375,R375,3333,243,7,365,38,1008,207
376,R376,3049,344,10,42,5,335,199
377,R377,2965,313,24,234,79,6186,150
378,R378,3048,266,13,497,-20,1956,187
379,R379,3240,82,5,216,6,3537,227
380,R380,3117,35,4,730,63,2120,219
381,R381,2710,57,11,30,5,1308,228
382,R382,3173,165,5,30,-1,2155,224
383,R383,3093,170,12,124,10,3428,229
384,R384,2835,323,20,108,38,4436,165
385,R385,3005,105,7,190,6,5023,233
386,R386,2688,32,24,67,5,1237,207
387,R387,3271,145,12,0,0,1282,237
388,R388,2847,152,16,42,4,3247,238
389,R389,2969,24,15,60,9,1022,211
390,R390,2723,132,17,60,11,2470,245
391,R391,2778,72,5,454,111,2794,225
392,R392,2588,297,27,180,113,778,136
393,R393,2779,55,13,446,79,2143,228
394,R394,3206,11,14,85,15,3640,204
395,R395,2847,45,9,0,0,841,223
396,R396,2995,241,15,108,7,2014,190
397,R397,3172,301,1,459,19,1717,215
398,R398,2831,227,19,361,119,485,190
399,R399,3052,31,7,201,10,1034,218
400,R400,2804,325,11,0,0,1362,192
401,R401,3305,59,20,524,25,2941,231
402,R402,2408,75,26,67,-5,1583,241
403,R403,3242,18,19,626,166,816,201
404,R404,3264,356,10,283,75,2724,204
405,R405,2513,322,23,180,43,874,155
406,R406,2735,24,6,60,0,1207,217
407,R407,2933,33,18,390,44,2431,214
408,R408,3189,154,13,376,9,2018,235
409,R409,3012,135,7,228,47,365,231
410,R410,2562,183,17,234,53,2012,222
411,R411,2745,311,20,60,30,2281,164
412,R412,3309,122,21,743,193,2821,251
413,R413,2931,241,10,0,0,4106,202
414,R414,2990,97,19,579,180,579,247
415,R415,3135,176,11,1142,201,3125,226
416,R416,2948,246,34,60,29,2312,133
417,R417,2841,351,6,331,38,2165,210
418,R418,3263,82,20,162,30,2028,243
419,R419,3309,280,24,1041,211,3693,148
420,R420,2975,20,7,503,0,3298,215
421,R421,2889,310,11,242,54,2908,190
422,R422,3188,305,15,819,-14,1450,176
423,R423,2778,181,21,124,27,3628,222
424,R424,2862,66,10,60,-6,1822,230
425,R425,2587,117,7,242,64,810,232
426,R426,3050,273,33,300,129,2698,118
427,R427,3095,153,11,474,64,5085,233
428,R428,3385,196,7,30,-1,2804,219
429,R429,3245,144,15,391,21,1347,240
430,R430,2555,329,10,272,78,926,197
431,R431,2923,285,14,150,22,966,181
432,R432,3197,294,21,384,123,4380,155
433,R433,3385,186,11,234,77,2067,222
434,R434,3047,56,3,190,0,2648,222
435,R435,2982,270,12,595,82,5731,188
436,R436,2647,355,33,190,33,872,149
437,R437,3362,16,3,362,107,3398,217
438,R438,2184,31,38,313,133,467,181
439,R439,3033,81,17,467,164,1839,241
440,R440,2929,131,22,201,31,947,249
441,R441,3268,146,23,240,54,968,244
442,R442,3287,72,15,451,159,1431,236
443,R443,2274,20,21,390,116,1421,200
444,R444,2689,344,14,60,9,2163,192
445,R445,2940,106,9,124,25,4544,235
446,R446,3008,155,5,636,89,5070,226
447,R447,2834,329,18,324,58,2250,175
448,R448,3084,196,23,95,23,2708,208
449,R449,2658,6,9,283,15,1323,210
450,R450,2605,33,17,268,74,1299,214
451,R451,2954,249,30,283,143,1437,141
452,R452,3266,1,10,175,15,4244,206
453,R453,3018,208,11,511,96,5650,212
454,R454,2627,60,22,242,82,1370,231
455,R455,2880,352,11,351,-3,1660,200
456,R456,2839,57,20,60,-22,175,230
457,R457,3189,95,17,272,13,5333,245
458,R458,3126,69,12,402,85,750,233
459,R459,3093,270,11,648,-55,5993,190
460,R460,3068,73,21,277,15,2621,239
461,R461,3157,276,2,242,13,5883,213
462,R462,3290,73,5,150,25,6236,226
463,R463,3331,277,23,67,-13,5253,152
464,R464,2934,84,4,234,13,5046,226
465,R465,2865,69,25,330,-64,430,237
466,R466,3008,117,21,85,10,4152,251
467,R467,2655,87,13,90,-3,1248,239
468,R468,2589,294,10,350,63,365,192
469,R469,2190,339,21,85,28,1358,170
470,R470,2888,29,13,541,154,301,215
471,R471,3399,151,12,470,35,2264,235
472,R472,3012,295,12,430,35,1301,187
473,R473,2962,330,9,60,10,1064,199
474,R474,3188,18,3,481,93,5129,217
475,R475,3147,87,8,339,49,5148,232
476,R476,3142,23,8,633,125,1674,216
477,R477,3177,73,14,488,112,509,236
478,R478,2936,252,16,134,27,5042,183
479,R479,2869,36,27,90,4,170,206
480,R480,3147,60,12,240,43,2971,229
481,R481,3085,302,10,240,7,2298,191
482,R482,2949,146,7,134,13,3717,230
483,R483,2672,209,20,0,0,1657,200
484,R484,3208,354,10,690,115,2828,204
485,R485,2617,267,23,42,12,1318,154
486,R486,2283,329,23,134,53,1155,159
487,R487,2672,130,22,67,30,2247,250
488,R488,3068,272,18,510,152,5815,169
489,R489,2976,29,11,0,0,3772,216
490,R490,2952,90,6,170,16,3960,229
491,R491,2663,69,19,319,63,1033,236
492,R492,2932,210,8,120,13,5209,214
493,R493,3059,326,15,366,-61,1961,181
494,R494,2709,100,18,182,56,2001,246
495,R495,3039,36,8,228,2,3720,220
496,R496,2114,298,19,170,81,402,164
497,R497,3155,5,13,824,74,1621,203
498,R498,3109,69,11,134,9,3270,231
499,R499,2728,56,17,390,104,1471,229
500,R500,3002,319,13,175,47,457,185
501,R501,2696,334,23,360,177,1015,161
502,R502,3603,22,19,537,191,2951,205
503,R503,3159,355,11,192,20,3226,201
504,R504,2461,320,19,124,10,811,168
505,R505,2212,189,17,95,28,295,219
506,R506,3188,350,17,484,126,4101,187
507,R507,2962,106,7,153,30,5713,232
508,R508,2558,181,12,541,98,618,224
509,R509,3267,98,7,457,62,3136,231
510,R510,3328,125,13,150,2,1260,242
511,R511,3226,103,6,190,14,4719,231
512,R512,3062,169,15,234,31,1861,230
513,R513,3130,162,9,277,12,162,229
514,R514,3518,98,15,912,233,2510,244
515,R515,2915,190,12,1020,120,2581,220
516,R516,2909,9,33,30,26,3342,164
517,R517,2564,47,24,256,96,595,220
518,R518,3007,89,24,268,-41,552,248
519,R519,2676,74,19,120,40,1531,239
520,R520,3262,113,23,582,101,1248,252
521,R521,3302,282,22,379,96,534,153
522,R522,3351,298,13,120,24,3391,185
523,R523,3085,109,10,216,72,2170,238
524,R524,2940,58,34,234,73,1710,222
525,R525,2612,347,13,469,53,624,196
526,R526,3257,2,16,150,-4,4257,196
527,R527,2892,11,8,402,36,2994,211
528,R528,2497,317,27,258,111,780,139
529,R529,3477,105,24,481,43,2553,252
530,R530,3198,22,10,598,25,1822,214
531,R531,3091,273,25,175,41,3587,145
532,R532,3028,217,32,443,215,1650,168
533,R533,2516,333,29,175,85,874,141
534,R534,3151,312,17,300,57,2455,171
535,R535,3219,30,10,120,7,1158,217
536,R536,3032,67,15,443,50,1080,234
537,R537,2982,180,11,365,-12,4482,224
538,R538,2804,320,20,180,52,1679,163
539,R539,3126,120,16,402,13,3568,246
540,R540,3162,39,16,216,14,1533,219
541,R541,3117,346,14,283,59,4867,192
542,R542,3082,98,11,240,81,1969,238
543,R543,3228,53,5,242,29,361,223
544,R544,2192,168,30,67,7,812,227
545,R545,3233,8,20,962,216,1995,193
546,R546,2818,351,22,30,5,953,176
547,R547,3257,37,15,150,24,2007,219
548,R548,2496,318,7,30,3,277,201
549,R549,2850,34,14,335,73,1507,217
550,R550,2511,13,18,60,11,1771,199
551,R551,2417,307,29,402,175,700,128
552,R552,2887,18,12,134,8,1981,211
553,R553,3355,148,17,900,239,2760,241
554,R554,2963,75,8,335,36,4746,230
555,R555,2896,291,32,764,372,997,114
556,R556,3155,351,14,90,14,4084,195
557,R557,3144,188,9,108,9,612,221
558,R558,2900,254,8,150,-5,5277,201
559,R559,2847,96,12,390,74,2024,239
560,R560,3439,243,18,395,129,3580,182
561,R561,3229,160,10,319,27,2643,230
562,R562,2615,199,21,350,108,2058,208
563,R563,3083,186,2,470,49,1053,219
564,R564,2748,45,2,513,69,1761,220
565,R565,3297,175,11,180,29,3300,226
566,R566,2988,341,9,216,10,6212,201
567,R567,3305,202,30,0,0,2611,190
568,R568,3018,292,19,674,118,5786,165
569,R569,2991,103,16,525,0,6468,245
570,R570,2725,3,18,395,120,1041,192
571,R571,2726,36,4,600,109,1136,220
572,R572,2710,346,9,0,0,1008,203
573,R573,3302,169,34,272,143,1687,223
574,R574,2927,30,14,725,25,1114,215
575,R575,2995,346,9,247,53,3849,203
576,R576,2279,356,20,124,42,192,184
577,R577,2847,131,9,210,99,1920,235
578,R578,2178,284,33,210,94,1350,113
579,R579,3361,322,14,408,66,2547,183
580,R580,2628,10,18,285,75,541,198
581,R581,3218,168,13,488,11,738,230
582,R582,3293,116,7,371,69,1266,233
583,R583,2747,225,17,42,0,1440,195
584,R584,3097,207,8,30,1,2995,215
585,R585,2587,67,5,255,-7,150,226
586,R586,3028,320,16,212,-1,2445,177
587,R587,2761,78,10,30,-5,2160,234
588,R588,3131,79,8,360,31,2066,231
589,R589,3140,150,13,30,-2,3020,236
590,R590,2517,328,33,210,103,277,125
591,R591,2830,239,24,134,49,1218,168
592,R592,3021,74,8,752,135,5866,230
593,R593,2407,185,14,361,77,787,222
594,R594,2676,217,25,300,-51,484,184
595,R595,3199,261,9,201,32,2833,199
596,R596,3141,92,23,488,100,3055,248
597,R597,3001,67,12,424,16,5259,232
598,R598,2722,171,24,256,46,3465,228
599,R599,2520,79,34,95,42,1530,241
600,R600,2789,56,9,234,27,2844,226
601,R601,2968,171,9,95,-6,2184,226
602,R602,2743,25,17,0,0,1276,210
603,R603,3137,52,10,313,46,1622,226
604,R604,2869,57,8,85,9,990,226
605,R605,3168,197,22,60,21,2486,209
606,R606,3137,66,9,228,4,690,229
607,R607,2938,37,14,85,2,3889,219
608,R608,2958,5,10,234,30,1871,207
609,R609,2863,87,23,85,22,4918,246
610,R610,2811,96,12,124,24,660,239
611,R611,3032,139,10,700,226,706,236
612,R612,3290,36,25,256,21,2700,209
613,R613,2606,197,13,255,38,2737,216
614,R614,2528,205,13,30,0,1158,212
615,R615,2958,152,28,90,21,3314,241
616,R616,2340,316,22,258,-46,1019,158
617,R617,2908,290,31,451,262,1340,118
618,R618,2926,22,8,42,7,4678,215
619,R619,2816,153,2,170,15,1206,222
620,R620,3396,153,8,819,190,1262,230
621,R621,2732,326,18,256,86,1956,172
622,R622,3329,179,18,661,115,1116,224
623,R623,3179,158,17,564,96,2701,236
624,R624,3176,42,6,127,-2,1894,221
625,R625,3181,24,8,150,21,2688,216
626,R626,3007,27,4,127,5,5232,218
627,R627,3117,318,27,150,52,3347,138
628,R628,2631,30,7,285,19,900,218
629,R629,3243,51,9,0,0,2321,225
630,R630,3109,293,14,212,75,607,179
631,R631,2705,79,12,443,105,1209,236
632,R632,3047,120,8,350,48,5262,234
633,R633,2275,32,9,0,0,1441,218
634,R634,2981,90,2,210,6,2836,222
635,R635,3004,56,18,408,88,4652,229
636,R636,3161,312,6,127,-5,3625,204
637,R637,3297,100,16,162,44,4014,245
638,R638,3190,30,14,30,3,1138,215
639,R639,3154,174,11,277,12,2236,227
640,R640,3018,10,13,324,46,5371,205
641,R641,3174,109,34,256,97,3883,254
642,R642,2853,28,13,0,0,1045,215
643,R643,3073,139,23,162,58,579,247
644,R644,2011,64,35,335,162,313,227
645,R645,3037,259,7,60,4,760,203
646,R646,2918,107,17,67,22,4382,247
647,R647,3157,349,14,732,82,1683,193
648,R648,3070,85,29,182,-31,570,246
649,R649,2753,258,22,30,12,1060,162
650,R650,3065,285,18,277,62,2518,168
651,R651,2957,52,16,350,64,212,227
652,R652,3131,315,22,170,60,3392,155
653,R653,2901,320,13,513,64,2100,187
654,R654,3396,103,9,700,163,1860,235
655,R655,2598,20,6,120,-29,3231,216
656,R656,2537,196,20,108,41,1087,211
657,R657,2396,316,26,150,74,201,142
658,R658,2945,336,6,60,6,5955,206
659,R659,3120,308,19,150,9,3878,164
660,R660,2809,228,20,418,164,3120,187
661,R661,3220,27,17,255,34,1295,211
662,R662,2820,343,20,216,66,1530,175
663,R663,3283,36,19,420,4,1591,215
664,R664,3126,117,10,0,0,3114,237
665,R665,3017,294,29,313,-86,1045,126
666,R666,2945,340,8,258,26,4603,204
