id,label,attr_0,attr_1,attr_2,attr_3,attr_4,attr_5,attr_6,attr_7,attr_8,attr_9
40,R40,3033,300,10,124,22,3226,191,236,185,342
41,R41,3248,47,19,162,-2,1678,223,196,100,2795
42,R42,3281,6,13,30,5,1485,204,215,147,793
43,R43,2783,13,16,150,28,1124,203,207,138,930
44,R44,3164,131,9,313,48,480,235,235,131,2366
45,R45,3103,72,19,150,-12,819,238,200,85,1218
46,R46,3160,183,9,234,29,417,223,246,157,5005
47,R47,3008,81,5,573,89,5100,226,231,140,5327
48,R48,3238,125,15,234,48,1655,244,228,108,1383
49,R49,3144,3,12,376,53,3861,204,217,150,966
50,R50,3047,52,25,467,43,592,224,179,76,1583
51,R51,2985,191,2,258,20,4853,219,241,158,5507
52,R52,2347,114,3,0,0,323,224,236,147,892
53,R53,2813,298,16,67,13,2271,174,233,198,2213
54,R54,2610,147,10,443,82,730,234,239,136,1495
55,R55,3098,240,13,108,22,5531,195,251,192,2650
56,R56,3023,42,7,277,51,4990,221,225,138,3776
57,R57,2278,115,28,127,53,488,254,199,51,1803
58,R58,3066,57,8,42,2,2647,226,223,131,1811
59,R59,3353,191,14,558,104,4501,219,250,162,2524
60,R60,2844,34,12,390,52,4232,218,213,129,5472
61,R61,2127,334,24,30,9,1131,158,200,177,470
62,R62,3012,26,12,60,5,1237,214,214,134,1266
63,R63,3205,351,12,313,41,1914,198,219,159,2245
64,R64,3583,57,20,939,171,2612,230,194,89,1448
65,R65,3198,162,14,510,23,3918,233,243,138,4236
66,R66,3037,338,8,30,0,6461,204,229,165,3122
67,R67,3012,79,11,212,21,2746,234,220,117,1543
68,R68,2902,86,31,218,102,785,247,171,29,721
69,R69,3195,349,14,67,11,1265,193,215,161,999
70,R70,2859,165,11,949,81,2372,230,244,144,1531
71,R71,3125,127,16,216,23,108,245,228,108,4310
72,R72,2399,279,17,30,9,516,171,240,208,433
73,R73,3068,53,14,192,31,2692,227,208,111,1027
74,R74,2678,197,24,108,33,1753,205,252,168,1150
75,R75,3118,11,10,0,0,3757,209,220,147,1180
76,R76,3050,97,20,313,47,2329,248,208,80,1848
77,R77,3120,315,9,180,6,666,196,233,176,1054
78,R78,3149,336,17,120,37,1680,181,216,172,2242
79,R79,2969,274,11,108,11,2284,192,243,191,987
80,R80,2867,106,16,150,57,180,245,219,98,742
81,R81,3376,185,8,162,8,2635,222,246,158,495
82,R82,3018,27,8,150,5,1195,217,223,142,1608
83,R83,3189,30,14,212,17,1588,215,208,127,242
84,R84,3508,19,30,351,74,2638,182,161,101,2289
85,R85,2961,252,13,124,30,2505,192,248,195,1406
86,R86,3514,23,12,666,105,4358,213,214,136,3397
87,R87,3131,29,17,255,67,1203,212,201,120,192
88,R88,3409,64,11,511,124,2084,230,217,118,1570
89,R89,3103,112,9,60,-2,3679,237,230,124,4112
90,R90,3008,124,10,162,7,3543,238,233,125,5919
91,R91,2199,128,13,95,11,127,242,231,116,319
92,R92,2627,186,9,30,0,1591,222,247,158,324
93,R93,3370,102,18,560,137,1797,247,214,89,1779
94,R94,2943,37,20,258,95,2367,216,193,105,1940
95,R95,3197,133,8,518,81,2224,233,236,135,2770
96,R96,2900,204,14,360,80,2106,212,252,172,1719
97,R97,3182,70,10,67,-2,1567,231,221,123,514
98,R98,2932,219,9,170,13,5206,210,249,175,3930
99,R99,2930,69,15,379,78,633,234,210,103,1772
100,R100,2666,208,9,42,3,1883,213,249,171,1740
101,R101,2689,67,14,120,38,2648,233,211,106,942
102,R102,3229,225,4,295,20,5550,214,243,166,1221
103,R103,2894,76,16,30,8,3202,239,207,94,2543
104,R104,2868,59,12,450,57,1706,229,214,116,2971
105,R105,2401,265,8,85,6,660,199,244,184,977
106,R106,3291,283,15,192,15,5525,177,239,202,858
107,R107,2706,48,23,85,33,1290,221,183,84,603
108,R108,2952,144,16,175,44,1974,241,235,119,1047
109,R109,3090,145,19,277,-22,3899,243,233,110,2793
110,R110,3018,79,7,234,60,551,230,227,130,1490
111,R111,3099,82,17,658,232,2028,241,208,92,2792
112,R112,2573,1,21,30,6,757,185,196,143,2016
113,R113,2999,237,10,467,87,3381,203,249,183,1230
114,R114,3178,309,3,150,30,497,210,237,165,792
115,R115,2903,110,9,516,30,2971,236,230,126,2067
116,R116,3100,200,8,134,9,2081,217,247,165,671
117,R117,2653,54,30,175,48,1087,222,163,55,1328
118,R118,2690,16,16,323,48,351,204,204,133,595
119,R119,2337,347,35,331,147,1253,133,161,152,277
120,R120,3139,317,9,30,-3,2728,195,232,176,836
121,R121,3027,117,18,420,60,2576,247,221,95,2724
122,R122,3200,119,24,240,-5,4138,252,212,73,2215
123,R123,3286,7,10,732,95,6017,208,220,149,2794
124,R124,2126,275,21,371,118,474,158,239,219,216
125,R125,2903,288,12,216,26,2906,186,239,192,2202
126,R126,2530,92,32,30,10,1218,250,174,0,470
127,R127,3402,125,12,277,202,2695,240,232,120,524
128,R128,3120,236,17,582,199,3127,189,252,199,2347
129,R129,3197,237,7,342,56,2588,209,246,175,912
130,R130,3486,101,15,837,201,2440,244,218,99,1179
131,R131,3223,54,13,492,80,569,227,212,116,1728
132,R132,2697,335,8,218,17,268,202,230,166,212
133,R133,2972,328,11,67,0,3260,194,228,173,1149
134,R134,3231,99,16,437,126,1110,244,217,97,2133
135,R135,3106,315,2,95,-13,1856,214,237,161,2672
136,R136,3244,70,14,577,37,1650,234,211,105,2777
137,R137,3238,34,20,216,59,4137,213,193,108,3120
138,R138,3224,85,9,30,5,2419,233,225,124,2707
139,R139,2937,254,4,60,7,5693,210,242,170,1571
140,R140,2917,18,12,420,48,2161,211,215,139,1900
141,R141,3067,134,32,569,186,900,250,207,58,2557
142,R142,3106,42,7,270,66,2895,222,224,137,5662
143,R143,2921,285,21,404,126,2126,156,234,216,1198
144,R144,2749,25,12,120,0,1337,213,213,134,671
145,R145,3001,207,14,642,105,6003,211,252,174,6342
146,R146,2953,325,15,150,27,1570,181,222,180,1574
147,R147,3198,283,13,454,63,466,185,240,195,2758
148,R148,2980,150,11,108,20,2389,235,240,134,598
149,R149,3001,280,12,134,30,2798,188,241,193,778
150,R150,2737,25,28,210,-28,2073,193,167,96,811
151,R151,3415,326,3,757,176,3063,211,235,163,1890
152,R152,3140,114,20,470,204,1699,250,216,85,2818
153,R153,2836,281,4,67,-5,1249,209,240,169,1495
154,R154,3232,49,14,60,14,2640,225,210,116,2643
155,R155,2675,17,27,108,61,2340,186,171,110,6960
156,R156,2965,299,11,430,20,4371,190,236,186,5667
157,R157,2626,50,4,30,0,927,221,231,146,6010
158,R158,3082,30,40,60,45,2448,175,123,54,966
159,R159,3295,315,13,295,56,4952,184,229,184,2971
160,R160,2692,61,8,0,0,1332,227,223,129,691
161,R161,2087,334,21,212,154,228,168,208,176,679
162,R162,2814,330,27,85,42,3776,145,195,184,5702
163,R163,2392,88,14,170,36,693,240,216,103,1338
164,R164,3478,330,13,424,32,5139,188,224,175,4291
165,R165,3210,261,11,481,100,1387,192,246,193,2546
166,R166,2957,251,19,182,46,5685,176,250,210,1116
167,R167,2468,223,21,0,0,752,188,254,196,955
168,R168,2916,32,19,212,52,2308,212,195,112,2081
169,R169,3011,54,29,162,88,2151,223,167,58,2766
170,R170,3091,305,9,120,13,2288,195,235,181,3102
171,R171,3410,2,5,300,71,1657,212,229,155,1159
172,R172,3429,29,15,531,195,2100,213,205,124,1888
173,R173,2831,280,13,60,5,2652,185,241,196,2423
174,R174,2831,228,13,624,79,4045,201,251,186,1581
175,R175,3200,57,7,384,12,5778,225,226,136,2925
176,R176,3638,117,27,979,383,2605,254,204,60,1099
177,R177,3049,86,15,190,10,4351,240,215,101,2620
178,R178,2864,289,16,272,-19,1396,173,236,202,1533
179,R179,2916,175,13,60,11,4153,227,246,149,4239
180,R180,2880,308,25,67,29,792,145,216,208,1583
181,R181,2942,52,8,30,-2,4313,225,223,132,2054
182,R182,3009,157,14,319,52,4007,235,241,134,2527
183,R183,2465,56,7,0,0,618,225,226,135,1154
184,R184,2448,72,1,30,1,663,219,237,154,700
185,R185,2214,16,32,228,105,780,175,157,103,351
186,R186,3198,89,9,0,0,2714,234,225,122,2737
187,R187,3084,22,3,300,40,3421,218,233,153,649
188,R188,2979,243,13,108,-6,1290,194,250,193,258
189,R189,3258,80,12,323,-72,594,236,218,111,3429
190,R190,3372,290,9,451,-3,3035,195,239,183,1931
191,R191,2899,3,5,390,102,1048,214,231,155,2915
192,R192,2899,178,20,1110,120,2520,225,247,146,1385
193,R193,3098,342,20,361,98,514,174,205,168,1898
194,R194,3057,330,8,300,53,2875,201,231,169,5954
195,R195,3012,15,8,467,5,2937,213,223,147,210
196,R196,2671,132,12,30,0,1380,240,233,121,691
197,R197,3271,230,4,939,161,1902,214,243,166,2430
198,R198,3096,58,4,30,0,6900,223,230,143,2635
199,R199,3182,204,16,511,106,5924,210,253,174,2318
200,R200,3030,353,6,60,4,953,210,230,158,2100
201,R201,2931,69,7,90,-19,1215,228,226,131,2320
202,R202,3276,74,22,124,29,685,240,192,71,1120
203,R203,2203,87,23,0,0,771,246,196,67,1041
204,R204,3130,82,5,277,49,5143,227,231,138,488
205,R205,3047,224,15,42,0,2032,198,253,189,124
206,R206,3041,251,10,551,53,5892,198,247,187,4492
207,R207,3062,156,6,234,-39,711,227,241,148,1584
208,R208,3075,59,6,433,44,1501,224,228,139,2914
209,R209,2123,58,32,134,59,180,223,156,42,457
210,R210,3204,346,14,270,56,942,192,217,162,2089
211,R211,3116,132,20,543,-32,5934,248,225,96,1426
212,R212,3299,333,14,90,31,5496,187,221,173,931
213,R213,3018,118,8,942,99,5490,234,233,130,5833
214,R214,3113,317,10,210,13,641,195,232,177,1027
215,R215,2900,31,13,30,9,589,216,212,129,1982
216,R216,3106,0,4,351,-2,6470,213,232,156,2620
217,R217,2852,87,19,42,11,4876,245,204,81,67
218,R218,2963,198,15,382,44,3734,214,252,168,907
219,R219,2711,359,10,134,28,2304,205,221,154,4562
220,R220,2827,0,10,150,23,2368,206,222,154,1899
221,R221,2877,24,12,85,10,1595,213,214,135,2704
222,R222,3041,186,9,886,135,5895,222,247,159,3540
223,R223,3113,93,12,323,72,810,239,222,111,1544
224,R224,3116,47,19,426,41,4521,223,196,101,3100
225,R225,3182,96,6,180,2,2362,231,231,133,955
226,R226,3174,292,10,420,64,1015,191,238,187,792
227,R227,3163,311,5,212,57,2148,206,236,169,600
228,R228,3153,125,4,277,116,2250,226,237,145,1116
229,R229,2901,129,18,60,12,3805,246,227,102,2669
230,R230,2733,350,14,30,7,1572,193,215,160,1661
231,R231,3125,74,17,300,19,2318,238,205,92,1716
232,R232,2791,51,10,365,36,1549,225,218,126,543
233,R233,3152,206,17,360,75,1008,207,253,176,2118
234,R234,3190,54,8,60,-6,362,225,222,130,2071
235,R235,2990,207,8,319,101,2106,215,247,168,1090
236,R236,3024,62,8,658,13,4239,227,223,130,3227
237,R237,3372,286,16,309,104,5245,175,238,203,834
238,R238,3129,325,13,95,9,3017,187,225,178,700
239,R239,2913,87,5,268,118,4678,227,231,138,4999
240,R240,3193,18,15,192,20,1599,207,207,134,272
241,R241,2927,81,22,216,116,228,243,195,70,1082
242,R242,2522,58,14,190,16,218,230,209,109,1315
243,R243,2127,27,27,192,72,268,197,169,95,532
244,R244,2642,121,35,95,58,1566,253,187,28,1101
245,R245,2639,192,29,350,155,1041,204,247,158,942
246,R246,3100,96,20,424,164,1490,247,208,80,2535
247,R247,2971,145,13,350,79,1620,238,238,128,1820
248,R248,3014,4,20,0,0,633,189,196,140,2391
249,R249,3198,50,17,95,-4,886,226,200,102,2002
250,R250,2998,266,22,228,112,6175,158,243,221,4806
251,R251,2919,104,17,90,19,4629,246,217,94,6279
252,R252,3105,209,5,85,7,1539,216,244,165,2177
253,R253,2587,12,8,256,61,408,212,224,149,942
254,R254,2837,359,10,201,29,2255,205,221,154,2845
255,R255,3164,234,12,849,57,6132,199,251,188,1187
256,R256,3015,295,34,560,205,2008,107,208,231,1006
257,R257,3215,322,3,256,-8,6074,212,236,162,1230
258,R258,2748,18,20,127,-42,127,200,193,124,350
259,R259,3265,119,22,319,107,1652,251,215,80,2738
260,R260,3161,52,8,0,0,2496,225,223,133,2903
261,R261,3012,63,10,150,11,2984,229,220,123,1725
262,R262,3220,76,6,361,36,480,228,229,136,959
263,R263,2882,334,12,598,116,2173,192,224,171,782
264,R264,3026,252,4,361,54,2406,211,242,169,481
265,R265,3300,329,12,0,0,2356,190,225,174,390
266,R266,2909,45,10,216,12,1805,223,219,130,2155
267,R267,2977,297,10,466,21,1521,192,237,184,1332
268,R268,2986,199,14,42,6,2160,215,251,168,1231
269,R269,3263,86,6,150,8,871,229,230,134,1950
270,R270,2988,84,6,180,6,3970,229,229,133,5543
271,R271,2937,27,12,95,23,2114,215,215,135,2151
272,R272,3252,28,10,638,67,3967,216,218,137,3664
273,R273,2916,80,13,616,46,4440,237,215,107,5428
274,R274,3274,86,3,268,19,1054,224,234,145,1945
275,R275,3138,270,16,457,64,1155,177,244,205,1015
276,R276,2952,16,7,390,70,1974,214,226,148,2555
277,R277,3132,343,8,270,14,2848,204,228,163,1057
278,R278,3261,290,18,42,21,5370,168,235,206,218
279,R279,2960,78,12,510,44,2163,236,217,111,2687
280,R280,2876,249,10,30,4,799,199,247,187,649
281,R281,3264,345,7,150,29,4455,207,230,161,849
282,R282,2881,189,14,531,243,1500,220,250,160,1530
283,R283,2023,234,35,42,27,127,140,245,223,309
284,R284,2377,327,30,127,55,190,134,191,189,242
285,R285,3160,120,8,170,12,3823,234,234,132,306
286,R286,3303,35,4,150,-3,5514,219,231,148,582
287,R287,3090,338,17,67,21,3463,180,213,171,3004
288,R288,3040,28,17,955,221,1282,210,200,120,2524
289,R289,3066,358,16,150,44,4884,192,208,151,424
290,R290,3384,97,12,350,99,1945,240,222,110,1683
291,R291,3230,120,25,228,-91,488,253,211,71,3827
292,R292,3213,42,22,711,146,1630,218,187,94,3180
293,R293,2955,263,6,0,0,2197,205,243,176,1128
294,R294,3175,146,5,0,0,3420,227,239,146,3212
295,R295,2998,298,15,150,47,3160,178,234,196,1302
296,R296,2867,95,28,182,62,2656,251,186,44,1190
297,R297,3096,8,20,127,39,4382,193,196,137,2885
298,R298,3279,123,7,408,27,6120,231,235,137,541
299,R299,3160,54,4,0,0,792,222,230,143,2554
300,R300,3362,227,24,153,12,1931,180,254,203,3728
301,R301,3124,238,14,162,6,2448,195,251,192,421
302,R302,2961,4,16,150,23,2215,198,208,146,2077
303,R303,2531,90,3,451,5,745,224,234,146,3663
304,R304,3179,299,24,342,73,270,147,224,213,849
305,R305,2993,119,16,212,67,1566,246,224,101,1421
306,R306,3070,88,19,212,43,4235,245,205,82,2664
307,R307,2739,99,24,268,106,2363,251,200,65,2274
308,R308,3282,160,17,365,94,1184,235,241,131,2624
309,R309,3039,217,5,134,0,3171,215,245,167,1159
310,R310,3282,32,6,120,28,2208,219,226,144,2080
311,R311,3465,141,18,190,58,4111,243,233,112,4173
312,R312,3087,320,26,95,47,3212,144,205,196,2813
313,R313,2696,101,10,134,10,1492,237,227,120,1423
314,R314,2438,316,16,170,23,1415,175,224,189,511
315,R315,2727,140,4,192,44,2430,225,238,148,4922
316,R316,3194,270,1,371,22,5931,216,238,160,2112
317,R317,2729,107,16,0,0,2725,246,219,97,2230
318,R318,2838,296,38,685,463,779,93,200,233,2372
319,R319,2902,89,30,300,177,1992,248,175,33,553
320,R320,3047,287,15,484,-73,1874,176,238,202,1884
321,R321,3033,135,7,258,40,1040,232,237,137,1739
322,R322,2919,315,3,433,52,4063,211,237,164,5648
323,R323,2544,81,20,277,25,1158,243,199,77,1154
324,R324,3263,118,21,108,30,3882,250,217,84,4022
325,R325,3150,70,12,30,2,5490,233,217,114,2135
326,R326,2911,128,13,134,20,649,242,231,116,1747
327,R327,2931,141,12,481,18,3744,238,237,127,4207
328,R328,2955,232,11,492,59,5965,202,250,184,5910
329,R329,2797,174,23,384,131,2069,227,244,137,2084
330,R330,2411,48,14,0,0,752,224,210,117,1116
331,R331,2760,161,35,124,62,1436,230,224,93,1673
332,R332,3033,143,15,212,12,1261,240,236,121,1222
333,R333,2960,87,9,601,229,3198,233,226,125,1465
334,R334,2713,53,20,240,70,1189,226,194,93,1879
335,R335,2946,117,9,437,33,3801,236,232,128,4308
336,R336,3064,241,14,361,57,5750,192,251,195,1874
337,R337,3160,65,15,108,2,2764,233,208,103,1866
338,R338,2742,63,12,458,58,430,230,215,116,1127
339,R339,3160,265,8,365,29,3207,200,244,182,966
340,R340,2836,16,31,256,81,2773,179,161,104,2773
341,R341,3205,0,5,95,10,4072,212,230,156,3491
342,R342,2790,104,9,42,2,433,235,229,126,2495
343,R343,3201,152,16,764,-18,2919,238,239,127,3020
344,R344,2849,331,13,90,31,95,189,223,174,1266
345,R345,2594,30,11,420,25,1315,216,215,133,4142
346,R346,2317,68,11,0,0,300,232,218,118,805
347,R347,2417,258,9,30,6,1337,198,246,186,732
348,R348,3223,258,14,134,25,2927,186,247,199,1388
349,R349,2969,323,12,295,73,4083,190,228,177,2460
350,R350,2529,68,17,180,23,240,235,203,93,1045
351,R351,2777,297,11,524,97,1612,189,237,187,1850
352,R352,2908,6,12,108,9,824,205,216,148,2024
353,R353,3209,76,14,601,104,1031,236,214,106,2018
354,R354,3058,320,16,313,58,2576,177,223,185,912
355,R355,2525,65,5,247,-4,540,225,230,140,537
356,R356,2723,69,10,216,9,892,231,221,122,300
357,R357,2844,73,26,42,-3,2040,239,182,58,1464
358,R358,3287,327,20,255,37,2066,168,213,183,430
359,R359,2893,52,13,175,13,3159,226,211,115,4417
360,R360,2998,159,13,484,72,5588,233,242,137,3276
361,R361,2816,277,17,295,125,1033,173,241,207,1871
362,R362,2505,209,23,60,5,1222,197,254,183,525
363,R363,2825,232,16,60,5,2230,192,253,195,1974
364,R364,2350,334,30,390,152,1200,138,185,178,210
365,R365,3144,167,13,240,46,2173,230,245,143,2436
366,R366,2935,281,36,390,226,2507,102,217,242,875
367,R367,2747,191,27,60,6,1271,208,249,158,1935
368,R368,2690,82,15,170,-27,1154,239,213,100,2233
369,R369,2986,87,9,242,-27,655,234,224,121,2037
370,R370,3081,6,22,153,5,1261,186,190,136,1015
371,R371,3007,224,16,268,74,3107,198,253,189,1072
372,R372,3006,329,18,30,6,2005,173,215,180,3433
373,R373,2489,9,13,474,79,503,205,213,144,1015
374,R374,3384,96,27,95,45,1869,251,191,51,1050
375,R375,3143,250,15,242,35,5666,186,250,200,3078
376,R376,2489,0,3,216,46,182,215,234,156,1740
377,R377,3122,10,27,170,58,4061,180,176,122,793
378,R378,2791,31,13,636,3,750,216,212,129,1273
379,R379,3143,338,8,201,30,4639,202,228,165,2563
380,R380,3083,63,14,162,19,3313,232,211,109,2981
381,R381,2960,20,10,541,38,1050,214,220,142,765
382,R382,3359,312,11,85,10,2748,190,232,182,2297
383,R383,2867,63,16,108,21,3178,232,205,100,2522
384,R384,2390,323,20,175,81,300,166,215,187,201
385,R385,2582,100,9,212,42,990,236,227,122,484
386,R386,2794,135,15,175,28,1830,242,232,115,2480
387,R387,3059,276,7,30,3,726,200,242,181,1645
388,R388,3064,158,11,212,-2,5868,232,242,140,2647
389,R389,3275,201,18,150,43,3332,209,253,172,633
390,R390,3089,18,21,509,104,2280,198,190,122,2456
391,R391,3027,309,16,270,30,2549,175,228,193,993
392,R392,2865,147,10,313,54,1477,234,239,136,2949
393,R393,3185,28,15,309,43,2969,213,207,127,4490
394,R394,2697,337,8,108,24,1994,203,229,165,2543
395,R395,3236,282,15,60,20,3596,176,240,202,1765
396,R396,2929,76,17,134,29,4612,239,206,92,6330
397,R397,2456,336,6,391,140,1082,206,231,164,882
398,R398,2884,348,21,190,43,850,175,200,160,1873
399,R399,3091,30,8,216,25,2496,218,223,140,2352
400,R400,2881,351,11,30,6,693,201,222,159,1909
401,R401,2801,328,20,362,46,1018,168,213,182,1113
402,R402,2980,85,11,108,13,3933,236,221,114,2616
403,R403,2902,157,8,420,35,3544,229,241,145,3151
404,R404,3156,21,14,85,0,966,210,210,134,1323
405,R405,2939,112,10,150,18,1945,238,229,121,2343
406,R406,2981,169,8,153,29,4270,226,244,151,2184
407,R407,2958,347,13,361,84,819,195,218,162,1820
408,R408,3041,67,16,270,50,5595,235,206,98,4857
409,R409,2478,318,27,228,85,730,141,205,199,1298
410,R410,3014,357,19,134,23,210,186,201,150,1634
411,R411,3210,338,9,560,55,1146,201,228,166,2568
412,R412,2919,197,14,42,6,5160,215,251,167,3629
413,R413,2784,89,31,90,0,190,248,172,28,1440
414,R414,3402,356,17,404,70,3826,191,207,153,3376
415,R415,2693,94,6,376,20,1693,230,231,134,6077
416,R416,3310,212,4,524,96,960,216,244,165,2642
417,R417,3071,355,13,324,54,1295,198,217,156,2516
418,R418,2843,333,3,124,17,2694,212,235,161,2614
419,R419,2899,304,14,212,61,1839,180,232,192,1260
420,R420,3178,105,7,60,-3,4341,232,232,133,3126
421,R421,3454,174,10,569,85,2700,226,245,152,1571
422,R422,3255,343,28,696,142,1275,152,185,164,1599
423,R423,3037,160,16,457,83,2554,235,242,132,1074
424,R424,3227,65,15,722,146,1503,233,207,102,3314
425,R425,3091,173,10,120,20,268,226,245,151,815
426,R426,2928,175,18,576,96,685,227,247,144,1524
427,R427,2834,315,2,124,-5,700,213,237,162,579
428,R428,3129,25,9,458,13,3336,216,221,141,4593
429,R429,2816,225,23,30,6,1361,182,254,201,558
430,R430,3046,23,10,285,9,3780,214,219,140,2123
431,R431,2580,153,14,108,-3,2523,236,240,131,2151
432,R432,2286,329,23,162,90,792,158,206,184,624
433,R433,3141,313,17,0,0,2627,173,225,192,793
434,R434,3112,329,27,677,258,684,147,198,184,1657
435,R435,3177,255,19,120,44,2949,173,248,211,1041
436,R436,2035,323,23,95,32,150,154,209,191,716
437,R437,2707,96,13,365,83,1320,240,221,109,541
438,R438,2769,359,16,127,26,551,195,210,151,2271
439,R439,3208,301,14,323,78,4779,180,233,193,3221
440,R440,3089,104,9,30,-6,2066,236,229,124,2124
441,R441,2605,350,11,240,5,810,201,222,160,1207
442,R442,3057,324,24,607,40,1664,155,207,189,787
443,R443,3175,326,2,0,0,5237,215,237,160,2546
444,R444,2556,29,12,162,51,571,216,213,132,1233
445,R445,2722,203,25,366,104,3041,198,252,176,1766
446,R446,3156,339,17,339,70,3150,181,213,170,2504
447,R447,2690,354,26,120,51,1657,168,186,149,1209
448,R448,3089,348,23,67,18,1080,170,196,159,272
449,R449,2609,318,27,95,53,1784,139,204,199,1369
450,R450,2202,149,33,175,30,700,242,216,75,722
451,R451,3305,130,16,417,95,361,245,229,108,384
452,R452,2565,33,12,175,57,771,218,214,131,1282
453,R453,2796,107,6,240,0,2340,231,232,134,1533
454,R454,3336,118,10,552,89,1273,238,231,122,2301
455,R455,2914,57,16,525,227,537,229,203,102,1650
456,R456,2547,35,25,150,29,2312,208,177,92,658
457,R457,2890,27,16,503,101,1442,211,203,124,2760
458,R458,3234,18,10,524,43,3150,213,220,143,3548
459,R459,3119,50,4,42,2,5360,221,231,146,3019
460,R460,2996,305,8,514,-38,1622,199,236,176,1840
461,R461,2681,61,17,534,36,3072,231,202,98,2806
462,R462,3017,82,29,153,56,3053,245,176,40,1060
463,R463,2913,17,10,175,19,4744,212,219,144,1584
464,R464,3274,63,18,404,-38,3284,233,201,93,1989
465,R465,2831,165,11,182,30,2718,230,244,144,2513
466,R466,2962,293,31,295,123,1362,120,216,228,1142
467,R467,2926,332,4,0,0,5161,211,235,162,3233
468,R468,3020,255,13,297,62,537,189,248,197,655
469,R469,3377,151,10,631,48,1116,233,240,138,4150
470,R470,2874,212,37,660,329,1129,162,244,191,1718
471,R471,3260,27,17,0,0,1991,211,200,121,4659
472,R472,2862,64,11,30,-2,516,230,217,118,1326
473,R473,2903,276,2,277,33,2014,213,239,164,1020
474,R474,3004,51,3,90,-1,5252,221,232,148,2483
475,R475,2934,193,12,212,12,4791,219,249,163,402
476,R476,2942,234,9,192,29,5196,206,248,180,4032
477,R477,2922,52,6,335,-3,3690,223,227,140,5969
478,R478,2450,163,6,300,10,908,226,242,149,1215
479,R479,2780,18,12,658,101,2708,211,215,140,1666
480,R480,3320,312,6,0,0,2063,204,236,170,967
481,R481,2869,292,9,95,13,3126,196,239,183,3956
482,R482,2951,60,14,190,-7,510,230,210,109,2219
483,R483,2906,208,11,450,125,1290,212,251,173,1682
484,R484,3075,171,10,283,16,417,227,245,150,1490
485,R485,2457,352,14,270,20,525,194,214,158,1350
486,R486,3204,242,19,721,80,3379,180,252,206,1110
487,R487,2857,3,10,124,26,4540,206,220,152,4827
488,R488,3376,212,15,579,170,2040,206,253,179,1213
489,R489,2604,300,15,234,69,272,176,232,196,1560
490,R490,3022,166,14,108,6,1573,231,244,141,2402
491,R491,3103,242,5,67,10,6210,211,243,170,2444
492,R492,2749,40,8,404,33,1654,221,223,137,2029
493,R493,2920,60,9,180,5,4418,228,221,126,2902
494,R494,3072,8,12,108,2,2419,206,217,147,2236
495,R495,3033,144,4,361,117,3020,226,239,148,1986
496,R496,2973,141,10,242,-25,4811,235,237,132,3034
497,R497,2942,117,11,255,16,4434,238,230,121,5716
498,R498,2751,324,6,127,5,1618,204,233,168,2474
499,R499,3207,340,12,162,29,999,195,223,166,711
500,R500,3437,201,13,488,44,3171,214,251,169,247
501,R501,2912,88,12,446,133,738,238,220,110,1237
502,R502,2792,18,1,30,0,1504,218,236,156,2349
503,R503,2666,43,29,95,20,2553,211,163,68,962
