id,label,attr_0,attr_1,attr_2
209,R209,8993.6,5033,8993.2
210,R210,9284.8,3577,9284.4
211,R211,9588.2,9587.8,2060
212,R212,8804.6,8804.8,5976
213,R213,9801.6,991,9802.0
214,R214,9672,8065.6,8065.8
215,R215,2557,9488.8,9488.6
216,R216,8089.2,9555,8089.0
217,R217,7051,8589.8,8589.6
218,R218,9078.4,4607,9078.8
219,R219,8023.0,8023.2,9885
220,R220,2232,9553.4,9553.8
221,R221,1591,9681.8,9682.0
222,R222,2162,9567.6,9567.4
223,R223,8899.0,5505,8898.8
224,R224,4302,9139.8,9139.4
225,R225,8215,8357.0,8357.0
226,R226,3547,9290.6,9290.8
227,R227,9564.4,2178,9564.6
228,R228,9367.6,3162,9367.8
229,R229,743,9851.4,9851.4
230,R230,9203,8159.2,8159.2
231,R231,8174,8365.4,8365.4
232,R232,8751.8,6242,8751.6
233,R233,6863,8627.2,8627.2
234,R234,9093.8,4532,9093.8
235,R235,9428.4,9428.4,2859
236,R236,9389.2,3053,9389.6
237,R237,9425.4,2872,9425.4
238,R238,5148,8970.4,8970.4
239,R239,8357.0,8214,8357.2
240,R240,5134,8973.4,8973.4
241,R241,4656,9068.6,9068.8
242,R242,9530.4,9530.4,2348
243,R243,8964.2,5180,8964.0
244,R244,6885,8623.0,8622.8
245,R245,2408,9518.2,9518.2
246,R246,8505.8,8505.6,7471
247,R247,9451.2,9451.0,2744
248,R248,8139.6,8139.6,9303
249,R249,9448.6,9448.2,2758
250,R250,9988.8,55,9989.2
251,R251,3530,9294.2,9294.0
252,R252,8915.2,5425,8914.8
253,R253,8233.2,8833,8233.6
254,R254,4657,9068.4,9068.8
255,R255,9573.0,9573.2,2134
256,R256,8593.4,8593.8,7032
257,R257,8946.0,5271,8945.6
258,R258,8717.6,8717.4,6413
259,R259,9032.0,4841,9031.8
260,R260,9097.8,9097.4,4512
261,R261,5371,8925.6,8926.0
262,R262,9337.8,3312,9337.6
263,R263,3029,9394.0,9394.0
264,R264,8512,8297.4,8297.6
265,R265,8327.2,8327.0,8364
266,R266,928,9814.4,9814.4
267,R267,8922.6,5388,8922.6
268,R268,9089.8,4551,9090.0
269,R269,8574.8,8574.8,7125
270,R270,905,9819.0,9819.2
271,R271,9294,8141.4,8141.0
272,R272,499,9900.0,9900.2
273,R273,9658.8,1705,9659.2
274,R274,9776.6,1117,9776.4
275,R275,6462,8707.8,8707.8
276,R276,9217.4,3913,9217.4
277,R277,5797,8840.6,8840.8
278,R278,6025,8795.0,8794.8
279,R279,9053.4,9053.6,4733
280,R280,8830.2,8830.2,5850
281,R281,6644,8671.2,8671.4
282,R282,1593,9681.4,9681.4
283,R283,9968.0,9968.0,161
284,R284,9497.6,9497.4,2513
285,R285,1293,9741.2,9741.2
286,R286,2069,9586.0,9586.0
287,R287,8321.2,8321.4,8394
288,R288,746,9850.6,9850.8
289,R289,9361.2,3195,9361.0
290,R290,9849.8,9849.6,752
291,R291,6014,8797.0,8797.0
292,R292,8376.0,8375.8,8121
293,R293,5891,8821.8,8821.8
294,R294,7377,8524.6,8524.6
295,R295,9142.0,4290,9142.0
296,R296,4010,9198.0,9197.8
297,R297,8202.4,8988,8202.6
298,R298,8550,8290.0,8290.2
299,R299,9839.0,9839.0,805
300,R300,8673.2,6635,8672.8
301,R301,8378.8,8379.0,8106
302,R302,9422.0,9422.0,2891
303,R303,9080.0,9080.0,4599
304,R304,9025,8194.8,8195.2
305,R305,8581,8283.6,8283.6
306,R306,8053.6,9733,8053.6
307,R307,8543.0,8543.0,7285
308,R308,8506.6,8506.8,7466
309,R309,755,9848.8,9849.0
310,R310,9540.0,9540.0,2301
311,R311,8573.2,8573.0,7135
312,R312,9695.4,1522,9695.6
313,R313,6341,8731.6,8731.8
314,R314,8945.8,8946.0,5271
315,R315,989,9802.0,9802.0
316,R316,9761,8047.8,8047.8
317,R317,8360,8328.2,8328.2
318,R318,8605.2,8605.2,6975
319,R319,8752.6,6236,8753.0
320,R320,5346,8931.0,8930.6
321,R321,9182.6,4086,9182.8
322,R322,8826.0,8826.0,5870
323,R323,573,9885.2,9885.2
324,R324,9386.8,3065,9387.2
325,R325,9080.8,9081.2,4595
326,R326,9180.8,4095,9181.0
327,R327,8997.8,8997.6,5012
328,R328,5673,8865.6,8865.6
329,R329,543,9891.4,9891.6
330,R330,9666.6,1668,9666.2
331,R331,9657.2,1715,9657.2
332,R332,9976.2,9976.2,118
333,R333,9544.0,2280,9544.0
334,R334,8591.4,7043,8591.2
335,R335,8924.6,8924.4,5378
336,R336,9448.2,9448.2,2758
337,R337,9036.4,9036.4,4817
338,R338,7764,8447.2,8447.4
339,R339,4352,9129.8,9129.8
340,R340,8656.6,6718,8656.4
341,R341,9682.2,9682.2,1590
342,R342,9354.6,9354.2,3228
343,R343,8260.8,8697,8260.8
344,R344,9820.6,896,9820.8
345,R345,9763.4,9763.2,1183
346,R346,2183,9563.6,9563.6
347,R347,3187,9362.6,9362.6
348,R348,8829.2,8829.2,5854
349,R349,9040,8192.0,8191.8
350,R350,9408.2,2959,9408.4
351,R351,1613,9677.2,9677.2
352,R352,7406,8518.8,8518.8
353,R353,8303.4,8483,8303.6
354,R354,5361,8927.8,8927.6
355,R355,7280,8544.2,8544.2
356,R356,8315.6,8421,8316.0
357,R357,1665,9667.0,9667.0
358,R358,8590.4,7048,8590.2
359,R359,8008.4,8008.6,9957
360,R360,9011.0,9011.2,4945
361,R361,8591.2,8591.4,7044
362,R362,8347.4,8264,8347.2
363,R363,8545.4,8545.2,7273
364,R364,5040,8991.8,8992.0
365,R365,8297.2,8297.2,8515
366,R366,7007,8598.6,8598.6
367,R367,8884.2,5578,8884.4
368,R368,9888.6,558,9888.4
369,R369,9118.4,4407,9118.6
370,R370,7412,8517.8,8517.4
371,R371,6302,8739.8,8739.6
372,R372,9935,8013.2,8013.0
373,R373,8927,8214.6,8214.8
374,R374,9813.4,9813.4,934
375,R375,9100.6,9100.6,4497
376,R376,9425.8,9425.8,2870
377,R377,8169.8,9152,8169.4
378,R378,8445.2,7774,8445.4
379,R379,9488.4,9488.2,2558
380,R380,8302.2,8488,8302.2
381,R381,8210.2,8950,8210.2
382,R382,8064.2,9680,8064.2
383,R383,6044,8791.4,8791.4
384,R384,9458.2,2708,9458.4
385,R385,6624,8675.2,8675.4
386,R386,9186.0,4071,9186.0
387,R387,9295.6,3522,9295.8
388,R388,8764.2,8763.8,6180
389,R389,8533.2,7334,8533.0
390,R390,9294.8,3525,9295.2
391,R391,8662.6,8662.6,6687
392,R392,8395.2,8025,8394.8
393,R393,8976.2,8976.2,5118
394,R394,9567.0,2165,9566.8
395,R395,8431.2,8431.0,7844
396,R396,5038,8992.2,8992.4
397,R397,1517,9696.6,9696.6
398,R398,8994.2,5029,8994.4
399,R399,5127,8974.6,8974.4
400,R400,1437,9712.4,9712.8
401,R401,6606,8679.0,8678.8
402,R402,4707,9058.8,9058.4
403,R403,9414.4,9414.4,2927
404,R404,8083.4,8083.6,9583
405,R405,2062,9587.4,9587.8
406,R406,9328.0,3361,9328.0
407,R407,9159.8,9159.8,4200
408,R408,6292,8741.8,8741.4
409,R409,6618,8676.2,8676.2
410,R410,8657,8268.6,8268.6
411,R411,8648.4,8648.0,6759
412,R412,9617.2,1915,9617.2
413,R413,8233.4,8233.4,8832
414,R414,9559.4,9559.0,2204
415,R415,8607.6,6963,8607.6
416,R416,9048.6,4758,9048.4
417,R417,8020.8,9897,8020.6
418,R418,9648.4,1757,9648.4
419,R419,8819.2,8819.0,5904
420,R420,8471.0,8471.0,7646
421,R421,6316,8736.8,8736.6
422,R422,9631.2,1844,9631.2
423,R423,8870.4,5649,8870.0
424,R424,4466,9106.8,9106.6
425,R425,46,9990.6,9990.6
426,R426,9855.2,723,9855.2
427,R427,8697.2,6514,8697.2
428,R428,363,9927.2,9927.2
429,R429,9313.4,3432,9313.4
430,R430,9665.0,9664.6,1676
431,R431,9542.4,2287,9542.4
432,R432,8112.4,9439,8112.2
433,R433,9510.4,9510.6,2448
434,R434,724,9855.0,9855.4
435,R435,8912.4,5439,8912.4
436,R436,9684.0,1580,9683.8
437,R437,964,9807.2,9807.2
438,R438,9501.4,2492,9501.8
439,R439,8957.8,8958.0,5211
440,R440,1350,9730.2,9729.8
441,R441,8420.4,8420.4,7899
442,R442,9105.6,4473,9105.4
443,R443,8605.4,6974,8605.2
444,R444,7652,8469.4,8469.8
445,R445,2518,9496.2,9496.4
446,R446,8158.0,8157.8,9211
447,R447,8137.0,9316,8137.0
448,R448,8611.2,8611.6,6943
449,R449,9617.0,9617.4,1914
450,R450,6645,8671.2,8671.2
451,R451,3072,9385.6,9385.8
452,R452,4641,9072.0,9072.0
453,R453,9203,8159.2,8159.4
454,R454,6562,8687.8,8687.6
455,R455,783,9843.4,9843.6
456,R456,8685.0,8685.0,6576
457,R457,9136.4,9136.6,4317
458,R458,3688,9262.4,9262.4
459,R459,3683,9263.4,9263.4
460,R460,8465.0,7674,8465.0
461,R461,8034.6,9827,8034.6
462,R462,8997.6,5012,8997.8
463,R463,9095,8180.8,8181.2
464,R464,8074.8,8074.6,9627
465,R465,8778.2,6109,8778.2
466,R466,9842.2,788,9842.2
467,R467,1728,9654.6,9654.2
468,R468,9165.8,4170,9166.2
469,R469,9336,8132.6,8133.0
470,R470,8457.6,8457.6,7711
471,R471,291,9941.8,9942.0
472,R472,9620.8,1896,9620.8
473,R473,8407.2,8407.0,7965
474,R474,9653.0,9653.2,1734
475,R475,8400,8320.0,8319.8
476,R476,9275.6,3621,9275.6
477,R477,8788.0,8788.2,6059
478,R478,9389.2,3054,9389.0
479,R479,9167.8,4160,9168.0
480,R480,8275,8345.0,8345.2
481,R481,9307.2,3465,9307.2
482,R482,8076.2,9618,8076.2
483,R483,8747.0,8747.2,6265
484,R484,9704.6,9704.4,1478
485,R485,6182,8763.6,8763.8
486,R486,9196.8,9197.2,4015
487,R487,729,9854.4,9854.2
488,R488,8131.8,9340,8131.8
489,R489,8492.6,7536,8492.6
490,R490,9282.2,3588,9282.6
491,R491,9161.4,4194,9161.4
492,R492,8355,8328.8,8328.8
493,R493,2591,9482.0,9482.0
494,R494,8657.0,6714,8657.4
495,R495,1793,9641.2,9641.4
496,R496,174,9965.0,9965.0
497,R497,9944,8011.0,8011.4
498,R498,8816.4,5919,8816.4
499,R499,8670.6,6646,8670.6
500,R500,5778,8844.6,8844.6
501,R501,9556.2,9556.0,2220
502,R502,9126.6,9126.8,4367
503,R503,8339,8332.0,8332.4
504,R504,9905,8019.0,8019.0
505,R505,8811.4,5944,8811.0
506,R506,9960.8,195,9960.8
507,R507,9603.8,1982,9603.4
508,R508,9526.6,2366,9527.0
509,R509,8505.8,8505.8,7471
510,R510,9205.4,3974,9205.2
511,R511,8078.8,8078.8,9607
512,R512,8814.0,5931,8813.6
513,R513,9473.8,2632,9473.8
514,R514,985,9802.8,9802.8
515,R515,8766,8246.6,8246.8
516,R516,9795.6,9795.4,1022
517,R517,9643.6,9644.0,1781
518,R518,8735.2,6323,8735.6
519,R519,7757,8448.4,8448.4
520,R520,3150,9370.2,9370.0
521,R521,9407.2,2965,9406.8
522,R522,9427.0,9427.4,2864
523,R523,8804.2,5979,8804.4
524,R524,8773.4,8773.6,6132
525,R525,9634.4,1828,9634.6
526,R526,9510.6,9510.6,2447
527,R527,8227.4,8227.8,8862
528,R528,8637.8,6812,8637.8
529,R529,9571.2,9571.2,2144
530,R530,9335.4,3324,9335.0
531,R531,8318.0,8409,8318.0
532,R532,9712.8,1437,9712.4
533,R533,9606.4,1968,9606.2
534,R534,8516.0,7421,8515.6
535,R535,9492.0,2541,9491.8
536,R536,8082.4,8082.0,9589
537,R537,1789,9642.4,9642.2
538,R538,2598,9480.2,9480.6
539,R539,8202.6,8988,8202.4
540,R540,9994.4,29,9994.4
541,R541,9344.6,9344.4,3278
542,R542,9535.2,9535.4,2324
543,R543,8140.4,9299,8140.0
544,R544,9856.4,9856.2,719
545,R545,8800.2,8800.2,5998
546,R546,8628.6,8628.6,6857
547,R547,9106,8178.6,8178.8
548,R548,3135,9372.8,9373.2
549,R549,8713.2,8713.4,6433
550,R550,1369,9726.0,9726.4
551,R551,5723,8855.6,8855.2
552,R552,9050.6,4748,9050.4
553,R553,9672.8,9672.6,1636
554,R554,8737.0,8736.6,6316
555,R555,8722.8,6387,8722.6
556,R556,8771.2,8771.4,6144
557,R557,8182.4,9088,8182.6
558,R558,3388,9322.4,9322.2
559,R559,8868.2,5659,8868.0
560,R560,8594.6,7027,8594.4
561,R561,9428.2,2860,9427.8
562,R562,4104,9179.0,9179.0
563,R563,8733.8,6330,8733.8
564,R564,8691.0,8691.0,6546
565,R565,9204.4,3977,9204.4
566,R566,9030.0,9030.4,4849
567,R567,9619.4,1904,9619.2
568,R568,9694.8,9694.8,1525
569,R569,8338.8,8338.4,8307
570,R570,8764.2,8764.2,6180
571,R571,6661,8667.8,8667.6
572,R572,9890.8,9890.6,547
573,R573,9389.8,3051,9390.0
574,R574,8138.6,9306,8138.8
575,R575,4739,9052.2,9052.4
576,R576,9571.0,2146,9570.8
577,R577,8871,8225.8,8225.8
578,R578,9429.8,2852,9429.6
579,R579,8086.8,9567,8086.4
580,R580,9214.2,9214.4,3929
581,R581,8259.2,8703,8259.6
582,R582,8081.8,9590,8081.8
583,R583,8664.8,8665.0,6676
584,R584,9659.6,1701,9660.0
585,R585,9997.6,13,9997.4
586,R586,9655.6,9656.0,1721
587,R587,8677.4,8677.4,6613
588,R588,4982,9003.6,9003.4
589,R589,8956.4,8956.2,5219
590,R590,7346,8530.6,8530.6
591,R591,9878.6,9878.6,608
592,R592,8765.8,6172,8765.4
593,R593,9154.2,9154.2,4228
594,R594,4178,9164.6,9164.2
595,R595,9715.2,9714.8,1425
596,R596,3141,9371.8,9372.0
597,R597,9044.6,4777,9044.6
598,R598,7372,8525.6,8525.8
599,R599,9879.0,606,9878.8
600,R600,8223.2,8883,8223.6
601,R601,8415.4,7923,8415.4
602,R602,9479,8104.2,8104.2
603,R603,9973.2,133,9973.6
604,R604,9855.2,9855.2,725
605,R605,1085,9783.2,9782.8
606,R606,9259.2,3704,9259.4
607,R607,8532.2,8532.4,7338
608,R608,8378.4,8107,8378.6
609,R609,7892,8421.4,8421.8
610,R610,9333.0,3334,9333.0
611,R611,7400,8520.2,8520.0
612,R612,8258.6,8708,8258.6
613,R613,5469,8906.2,8906.4
614,R614,9804.2,9804.0,980
615,R615,9430.2,2850,9430.0
616,R616,9210,8158.0,8157.8
617,R617,1587,9682.8,9682.8
618,R618,3814,9237.2,9237.2
619,R619,6074,8785.0,8785.2
620,R620,3936,9212.8,9213.0
621,R621,8077.8,9610,8078.0
622,R622,8715.0,8715.2,6424
623,R623,9324.2,9324.6,3378
624,R624,4285,9142.8,9143.2
625,R625,8610.6,8610.8,6946
626,R626,8665.6,8665.8,6672
627,R627,8423.2,7883,8423.2
628,R628,8929.8,5350,8930.0
629,R629,8447.4,7763,8447.6
630,R630,8624,8275.0,8275.0
631,R631,8312.0,8312.0,8440
632,R632,6425,8714.8,8714.8
633,R633,8351.0,8351.0,8244
634,R634,9591.0,9591.2,2044
635,R635,8757.2,8756.8,6215
636,R636,9415.2,9415.2,2924
637,R637,8628.4,8628.4,6857
638,R638,8152.4,8152.6,9237
639,R639,8880.4,5598,8880.6
640,R640,9079.6,9079.4,4603
641,R641,8873.6,5631,8873.8
642,R642,5782,8843.8,8843.8
643,R643,3312,9337.4,9337.8
644,R644,8915.4,5424,8915.2
645,R645,8898.8,8899.0,5505
646,R646,8540.0,8540.0,7299
647,R647,8206.0,8971,8206.0
648,R648,9584.8,9585.0,2075
649,R649,761,9847.8,9847.8
650,R650,9893.0,534,9893.0
651,R651,9525.4,9525.0,2374
652,R652,8362.8,8362.8,8185
653,R653,9996.8,9997.0,16
654,R654,9120.8,9120.6,4396
655,R655,9298.0,9297.8,3511
656,R656,9788.4,9788.2,1059
657,R657,3457,9308.6,9308.4
658,R658,5190,8962.2,8961.8
659,R659,9572.4,2138,9572.6
660,R660,9252,8149.6,8149.6
661,R661,9033.8,4831,9034.0
662,R662,1844,9631.2,9631.2
663,R663,8729.2,6353,8729.2
664,R664,8228,8354.6,8354.6
665,R665,8833.4,5834,8833.2
666,R666,8753.0,8752.8,6235
667,R667,8717.4,8717.4,6412
668,R668,8190.4,9048,8190.4
669,R669,9906.6,467,9906.6
670,R670,9117.4,4413,9117.4
671,R671,614,9877.0,9877.4
672,R672,1120,9776.2,9776.0
673,R673,1641,9671.6,9671.6
674,R674,9288,8142.2,8142.2
675,R675,4476,9104.6,9104.6
676,R676,100,9980.2,9979.8
677,R677,3206,9358.6,9359.0
678,R678,9830.0,9829.6,851
679,R679,5214,8957.0,8957.2
680,R680,9038.6,9038.4,4808
681,R681,8103.2,8103.2,9484
682,R682,9044.2,4778,9044.6
683,R683,452,9909.8,9909.8
684,R684,6077,8784.4,8784.6
685,R685,9453.6,2733,9453.4
686,R686,9256.8,3717,9256.6
687,R687,9225.8,9226.0,3870
688,R688,9339.6,9339.6,3302
689,R689,8642.6,6788,8642.6
690,R690,9218.8,9218.8,3907
691,R691,9163,8167.2,8167.6
692,R692,8722.0,8721.6,6391
693,R693,9697.0,9697.4,1514
694,R694,9419.4,9419.0,2904
695,R695,8515.0,7426,8515.0
696,R696,9577.8,9578.0,2111
697,R697,8050.0,8050.0,9751
698,R698,7927,8414.8,8414.8
699,R699,8062,8387.8,8387.4
700,R700,9970.8,147,9970.6
701,R701,9416.4,2919,9416.4
702,R702,8832.4,5837,8832.4
703,R703,8469.0,7655,8469.2
704,R704,8922,8215.6,8215.6
705,R705,8434.8,7826,8434.6
706,R706,9541.0,9541.0,2295
707,R707,2186,9562.8,9562.6
708,R708,8987.6,5062,8987.4
709,R709,9121.6,9121.6,4393
710,R710,8306.8,8465,8307.2
711,R711,9494,8101.4,8101.0
712,R712,8900.6,5496,8901.0
713,R713,9100,8180.0,8180.2
714,R714,9960.8,197,9960.6
715,R715,3443,9311.6,9311.6
716,R716,9940.4,9940.0,299
717,R717,1083,9783.4,9783.4
718,R718,9503.2,2484,9503.0
719,R719,9274.2,3628,9274.6
720,R720,5944,8811.2,8811.2
721,R721,8275.4,8624,8275.2
722,R722,7654,8469.4,8469.2
723,R723,9849.4,752,9849.4
724,R724,9080.4,4597,9080.6
725,R725,2296,9541.0,9540.8
726,R726,9826.2,9826.6,868
727,R727,9372.6,9372.4,3138
728,R728,9646.2,1769,9646.4
729,R729,1934,9613.0,9613.2
730,R730,9707.6,1462,9707.8
731,R731,1331,9733.8,9733.6
732,R732,8925.4,8925.4,5374
733,R733,9020.6,4896,9020.8
734,R734,1599,9680.2,9680.2
735,R735,8071.2,8071.4,9643
736,R736,9993.8,30,9993.8
737,R737,8977.2,5115,8977.2
738,R738,2300,9539.8,9540.2
739,R739,9258.8,3705,9258.8
740,R740,9811.0,945,9811.0
741,R741,9868.0,660,9868.0
742,R742,8867.4,5662,8867.6
743,R743,9209.6,3951,9209.6
744,R744,1878,9624.6,9624.6
745,R745,7471,8505.6,8505.6
746,R746,8275.4,8623,8275.6
747,R747,9765.0,9764.8,1176
748,R748,3098,9380.4,9380.4
749,R749,8689.2,8688.8,6555
750,R750,2479,9504.0,9504.2
751,R751,9182.8,4086,9182.6
752,R752,8350.0,8350.4,8249
753,R753,8177.8,9112,8177.8
754,R754,9172.4,4137,9172.4
755,R755,9664.6,1677,9664.8
756,R756,9627.2,1864,9627.0
757,R757,6778,8644.6,8644.4
758,R758,8922.0,8922.0,5391
759,R759,8071.4,8071.8,9642
760,R760,192,9961.8,9961.6
761,R761,9036.4,9036.6,4818
762,R762,8633.8,6831,8633.8
763,R763,6752,8649.4,8649.6
764,R764,9729.6,9729.6,1352
765,R765,8781,8243.6,8243.6
766,R766,576,9884.8,9884.6
767,R767,283,9943.6,9943.6
768,R768,8640.4,8640.6,6797
769,R769,9077.2,4614,9077.4
770,R770,7186,8562.6,8562.8
771,R771,9235.2,3825,9234.8
772,R772,2747,9450.4,9450.8
773,R773,3180,9364.0,9363.8
774,R774,8253.6,8733,8253.2
775,R775,8585.6,8585.6,7071
776,R776,4772,9045.6,9045.6
777,R777,9580.0,9580.0,2100
778,R778,8758.0,6209,8758.0
779,R779,9575.0,2125,9574.8
