id,label,attr_0,attr_1,attr_2
91,R91,2725,46,13
92,R92,2942,59,1
93,R93,3171,301,8
94,R94,3181,25,15
95,R95,3133,233,27
96,R96,3077,221,13
97,R97,3252,188,16
98,R98,3289,304,24
99,R99,2692,78,15
100,R100,2816,32,29
101,R101,2884,121,15
102,R102,3086,117,11
103,R103,2946,339,9
104,R104,2765,87,30
105,R105,3152,315,7
106,R106,3111,158,28
107,R107,2940,49,21
108,R108,2908,119,10
109,R109,3219,330,10
110,R110,3078,297,6
111,R111,2761,180,4
112,R112,2850,132,23
113,R113,2796,59,10
114,R114,2931,197,9
115,R115,3343,353,16
116,R116,2998,108,2
117,R117,2376,303,30
118,R118,3190,94,11
119,R119,3024,237,11
120,R120,3191,308,25
121,R121,3055,58,24
122,R122,2993,185,23
123,R123,3271,39,15
124,R124,3124,7,17
125,R125,2881,241,23
126,R126,3009,49,18
127,R127,3249,210,21
128,R128,3431,191,14
129,R129,3005,126,15
130,R130,2681,164,15
131,R131,2860,77,11
132,R132,3070,29,2
133,R133,2981,96,9
134,R134,2863,119,8
135,R135,3085,351,7
136,R136,3242,279,9
137,R137,2615,301,23
138,R138,3001,64,18
139,R139,3147,256,19
140,R140,3236,64,14
141,R141,2907,265,16
142,R142,3044,314,13
143,R143,2836,70,26
144,R144,2983,256,11
145,R145,2674,173,15
146,R146,3139,92,13
147,R147,3190,226,15
148,R148,2980,23,6
149,R149,2863,12,17
150,R150,2987,35,10
151,R151,3239,190,23
152,R152,3030,9,22
153,R153,2563,315,12
154,R154,3279,69,21
155,R155,2972,28,15
156,R156,2643,294,10
157,R157,2284,38,12
158,R158,2903,205,15
159,R159,3060,296,8
160,R160,3272,15,15
161,R161,2623,36,6
162,R162,3082,134,17
163,R163,2712,87,16
164,R164,3236,30,17
165,R165,3256,201,23
166,R166,3165,78,15
167,R167,3335,58,10
168,R168,2907,47,10
169,R169,2952,28,11
170,R170,3020,45,1
171,R171,3018,284,21
172,R172,2990,268,6
173,R173,2654,158,20
174,R174,3200,78,26
175,R175,3183,341,25
176,R176,3034,30,14
177,R177,2298,174,9
178,R178,3082,251,14
179,R179,2944,110,6
180,R180,2620,157,15
181,R181,2848,221,23
182,R182,3240,68,19
183,R183,3244,51,17
184,R184,2789,22,5
185,R185,3345,52,8
186,R186,3105,245,13
187,R187,2760,25,26
188,R188,2935,69,6
189,R189,3046,189,9
190,R190,2997,99,9
191,R191,3453,163,10
192,R192,3190,347,11
193,R193,2742,333,13
194,R194,2872,234,36
195,R195,3358,304,7
196,R196,2743,80,21
197,R197,3044,180,5
198,R198,3109,106,17
199,R199,3222,283,12
200,R200,2957,345,19
201,R201,2931,126,12
202,R202,2337,338,24
203,R203,3266,139,16
204,R204,2143,280,32
205,R205,3176,273,18
206,R206,3284,315,1
207,R207,2485,260,26
208,R208,2939,45,3
209,R209,2989,356,11
210,R210,3090,29,6
211,R211,3228,62,10
212,R212,3196,110,5
213,R213,2993,13,8
214,R214,2916,147,10
215,R215,3198,11,21
216,R216,2753,154,17
217,R217,3013,247,13
218,R218,3205,186,11
219,R219,3151,24,20
220,R220,3083,51,26
221,R221,2982,83,16
222,R222,2636,258,20
223,R223,2815,49,18
224,R224,3208,135,4
225,R225,2985,138,14
226,R226,2960,72,9
227,R227,2923,322,8
228,R228,2525,324,26
229,R229,2325,107,19
230,R230,2754,23,5
231,R231,2955,117,14
232,R232,3062,66,17
233,R233,2509,219,6
234,R234,3244,82,13
235,R235,2736,47,10
236,R236,2975,54,13
237,R237,3188,339,11
238,R238,2663,328,21
239,R239,2845,323,24
240,R240,3037,353,8
241,R241,3078,167,4
242,R242,2804,85,22
243,R243,2686,71,16
244,R244,3287,113,4
245,R245,3203,275,16
246,R246,2690,104,9
247,R247,2639,331,19
248,R248,2825,217,14
249,R249,2064,81,35
250,R250,2912,138,12
251,R251,3206,153,9
252,R252,2896,76,23
253,R253,3431,120,31
254,R254,3086,345,11
255,R255,3265,259,11
256,R256,2886,352,9
257,R257,2360,43,12
258,R258,3259,152,4
259,R259,3120,332,9
260,R260,3043,69,13
261,R261,3132,35,17
262,R262,2893,4,12
263,R263,3311,3,13
264,R264,2537,171,13
265,R265,3361,308,8
266,R266,3047,300,8
267,R267,2195,47,8
268,R268,3093,185,10
269,R269,2898,67,17
270,R270,2158,348,11
271,R271,2981,62,7
272,R272,2894,86,7
273,R273,2959,304,12
274,R274,3322,82,10
275,R275,3174,74,18
276,R276,3297,295,15
277,R277,2294,312,22
278,R278,2977,22,16
279,R279,3106,11,24
280,R280,2698,178,25
281,R281,2752,46,15
282,R282,2274,321,29
283,R283,2387,100,22
284,R284,3001,58,15
285,R285,3137,218,11
286,R286,2892,171,3
287,R287,3364,287,6
288,R288,3070,66,11
289,R289,3327,113,21
290,R290,3007,55,6
291,R291,3236,35,10
292,R292,3011,63,7
293,R293,3043,173,12
294,R294,2975,195,14
295,R295,3149,109,16
296,R296,3324,167,16
297,R297,3265,122,9
298,R298,2918,46,24
299,R299,1927,18,26
300,R300,2551,152,9
301,R301,3050,335,15
302,R302,2954,312,11
303,R303,3390,180,6
304,R304,3200,21,12
305,R305,2966,220,8
306,R306,3158,95,15
307,R307,2714,58,16
308,R308,3315,173,9
309,R309,3034,225,8
310,R310,2922,238,26
311,R311,3083,203,8
312,R312,3131,38,21
313,R313,3025,283,15
314,R314,3268,0,8
315,R315,3175,101,10
316,R316,3191,118,14
317,R317,3117,301,13
318,R318,3238,357,10
319,R319,2595,78,9
320,R320,2436,46,20
321,R321,3175,45,2
322,R322,2582,85,28
323,R323,2706,170,16
324,R324,3047,127,10
325,R325,2955,159,12
326,R326,2828,258,15
327,R327,3256,203,12
328,R328,2712,62,11
329,R329,3270,176,13
330,R330,2627,108,12
331,R331,2797,197,24
332,R332,2708,98,10
333,R333,2566,13,13
334,R334,2428,98,13
335,R335,3149,59,3
336,R336,2883,23,18
337,R337,3064,78,14
338,R338,3147,207,19
339,R339,2464,90,1
340,R340,2465,107,25
341,R341,3271,189,6
342,R342,3024,13,10
343,R343,2560,67,20
344,R344,2867,139,9
345,R345,3275,345,7
346,R346,2798,261,14
347,R347,2962,252,12
348,R348,2463,330,9
349,R349,3013,309,14
350,R350,2982,39,3
351,R351,3198,313,15
352,R352,2565,270,37
353,R353,2043,108,20
354,R354,2780,225,0
355,R355,3305,187,12
356,R356,3346,74,34
357,R357,3050,164,11
358,R358,2245,357,27
359,R359,2422,247,26
360,R360,2879,148,14
361,R361,2881,3,10
362,R362,3461,315,10
363,R363,2218,4,31
364,R364,2817,356,12
365,R365,2476,101,13
366,R366,2736,165,5
367,R367,2826,94,7
368,R368,3178,247,18
369,R369,3228,161,29
370,R370,3166,197,16
371,R371,3095,15,5
372,R372,2983,302,20
373,R373,2601,51,7
374,R374,3089,30,10
375,R375,3011,17,6
376,R376,3023,24,8
377,R377,2831,200,14
378,R378,3231,328,9
379,R379,2752,232,16
380,R380,2818,15,14
381,R381,2638,96,9
382,R382,3248,251,18
383,R383,3291,357,5
384,R384,2973,50,11
385,R385,3162,321,15
386,R386,3195,90,16
387,R387,2913,131,20
388,R388,3224,82,10
389,R389,3088,225,19
390,R390,3120,60,20
391,R391,3156,96,5
392,R392,2622,200,8
393,R393,3093,272,5
394,R394,2465,61,25
395,R395,2413,54,20
396,R396,2818,334,21
397,R397,2961,64,18
398,R398,3060,3,5
399,R399,3060,249,7
400,R400,3208,65,17
401,R401,3391,23,17
402,R402,3146,28,8
403,R403,3276,203,28
404,R404,3004,307,14
405,R405,2957,222,23
406,R406,2972,207,15
407,R407,3179,284,10
408,R408,2159,341,26
409,R409,2692,15,16
410,R410,3135,39,29
411,R411,3142,343,9
412,R412,2795,59,27
413,R413,3242,72,12
414,R414,2815,85,12
415,R415,3193,206,13
416,R416,3094,131,10
417,R417,2942,9,14
418,R418,3158,86,4
419,R419,2481,107,13
420,R420,3205,25,5
421,R421,3237,23,14
422,R422,2849,330,23
423,R423,2850,64,12
424,R424,2446,98,13
425,R425,2980,187,17
426,R426,2819,54,17
427,R427,2657,83,9
428,R428,3280,35,10
429,R429,2940,358,12
430,R430,2955,66,5
431,R431,3134,174,11
432,R432,3158,278,20
433,R433,2508,84,6
434,R434,3184,288,3
435,R435,2925,304,15
436,R436,2901,257,29
437,R437,3521,265,9
438,R438,2996,133,21
439,R439,2708,84,29
440,R440,3001,343,24
441,R441,3125,164,7
442,R442,2916,99,19
443,R443,3054,143,5
444,R444,2584,18,12
445,R445,3080,317,12
446,R446,2896,225,25
447,R447,2533,145,12
448,R448,3257,73,13
449,R449,2194,48,35
450,R450,2764,79,8
451,R451,2790,332,18
452,R452,3133,20,9
453,R453,3067,99,11
454,R454,2970,243,6
455,R455,2587,127,7
456,R456,3176,22,15
457,R457,3153,112,8
458,R458,3306,39,15
459,R459,2965,39,20
460,R460,3034,180,9
461,R461,3171,1,21
462,R462,2724,5,3
463,R463,3190,156,16
464,R464,2954,139,10
465,R465,2943,252,16
466,R466,3439,221,5
467,R467,2516,83,13
468,R468,2774,340,15
469,R469,3214,243,12
470,R470,3329,102,25
471,R471,2997,45,10
472,R472,3275,105,22
473,R473,2749,88,12
474,R474,2724,188,25
475,R475,3129,30,25
476,R476,3154,90,15
477,R477,2997,254,17
478,R478,2733,63,7
479,R479,2755,66,21
480,R480,3228,10,7
481,R481,2501,27,13
482,R482,3307,296,40
483,R483,3479,323,12
484,R484,2721,261,35
485,R485,3247,72,5
486,R486,3218,147,17
487,R487,3193,284,12
488,R488,3287,175,13
489,R489,3325,160,22
490,R490,2982,195,28
491,R491,2352,124,17
492,R492,2671,117,13
493,R493,3034,184,18
494,R494,2843,88,12
495,R495,3094,43,17
496,R496,2949,126,8
497,R497,3486,340,19
498,R498,3279,71,17
499,R499,2983,22,15
500,R500,3070,122,26
501,R501,3053,351,15
502,R502,2652,16,14
503,R503,2723,210,29
504,R504,2870,294,14
505,R505,2888,225,34
506,R506,3110,90,0
507,R507,2742,73,6
508,R508,2917,290,6
509,R509,3182,132,11
510,R510,2766,40,14
511,R511,2690,15,27
512,R512,2817,270,2
513,R513,3050,48,7
514,R514,3190,87,18
515,R515,3115,261,8
516,R516,3180,134,15
517,R517,2962,303,8
518,R518,2662,234,17
519,R519,2871,173,16
520,R520,2753,32,9
521,R521,3201,113,9
522,R522,3165,96,13
523,R523,2715,94,15
524,R524,2966,348,23
525,R525,3438,215,10
526,R526,2786,188,12
527,R527,3113,197,20
528,R528,2415,267,30
529,R529,2730,105,22
530,R530,2762,40,12
531,R531,2993,99,12
532,R532,2993,317,8
533,R533,2780,299,6
534,R534,3155,13,4
535,R535,3034,68,9
536,R536,3062,53,9
537,R537,3120,305,13
538,R538,3155,25,15
539,R539,3027,126,19
540,R540,3142,89,15
541,R541,2959,91,15
542,R542,2965,315,7
543,R543,2962,5,9
544,R544,3218,331,8
545,R545,2751,85,22
546,R546,3355,265,23
547,R547,3067,10,5
548,R548,2416,324,12
549,R549,3024,45,15
550,R550,3367,148,12
551,R551,3268,0,0
552,R552,2774,56,10
553,R553,2998,74,16
554,R554,3029,205,24
555,R555,3310,243,8
556,R556,3204,84,5
557,R557,2773,198,8
558,R558,3103,259,15
559,R559,3136,312,14
560,R560,3001,159,14
561,R561,2274,297,23
562,R562,3169,307,24
563,R563,2781,349,20
564,R564,3042,5,15
565,R565,3262,66,17
566,R566,3294,308,18
567,R567,3026,31,14
568,R568,3259,355,23
569,R569,3246,302,21
570,R570,2840,10,7
571,R571,3139,354,7
572,R572,3170,18,6
573,R573,3109,51,12
574,R574,3026,313,12
575,R575,2632,224,31
576,R576,3176,195,8
577,R577,3112,229,14
578,R578,2884,32,7
579,R579,2696,67,9
580,R580,2672,25,21
581,R581,2929,210,13
582,R582,3010,86,47
583,R583,2952,180,11
584,R584,2820,41,16
585,R585,3175,120,15
586,R586,2989,258,15
587,R587,2969,322,20
588,R588,3278,20,9
589,R589,2691,291,7
590,R590,2890,47,19
591,R591,2596,112,32
592,R592,3259,265,15
593,R593,2865,39,23
594,R594,2865,87,24
595,R595,3025,41,14
596,R596,2898,45,3
597,R597,3065,194,10
598,R598,3168,161,10
599,R599,2939,66,6
600,R600,3063,230,11
601,R601,2919,59,3
602,R602,3260,62,10
603,R603,2973,153,29
604,R604,3277,323,7
605,R605,2480,52,29
606,R606,3027,262,12
607,R607,2918,106,16
608,R608,3098,337,11
609,R609,2700,2,16
610,R610,2991,13,10
611,R611,2634,73,32
612,R612,3221,156,18
613,R613,3237,18,6
614,R614,2968,11,11
615,R615,3281,275,3
616,R616,3138,119,13
617,R617,2656,114,19
618,R618,2818,27,3
619,R619,2860,309,13
620,R620,3206,294,35
621,R621,2934,59,12
622,R622,2907,68,25
623,R623,3009,80,12
624,R624,2919,166,4
625,R625,3279,356,18
626,R626,2815,231,10
627,R627,3001,57,16
628,R628,2635,113,8
629,R629,2553,36,7
630,R630,3179,84,6
631,R631,2539,98,8
632,R632,2756,67,7
633,R633,3165,153,15
634,R634,2544,27,23
635,R635,2723,180,7
636,R636,3189,357,14
637,R637,3038,357,18
638,R638,2524,172,18
639,R639,3263,221,21
640,R640,2937,353,23
641,R641,2833,174,28
642,R642,2793,325,11
643,R643,2867,222,14
644,R644,3224,95,8
645,R645,2583,112,4
646,R646,2597,148,8
647,R647,2995,312,11
648,R648,3126,266,14
649,R649,2521,50,12
650,R650,3375,98,10
651,R651,2889,100,24
652,R652,2407,69,7
653,R653,3123,171,11
654,R654,2657,335,15
655,R655,2898,110,17
656,R656,3041,183,9
657,R657,2930,125,10
658,R658,3204,72,11
659,R659,3124,333,6
660,R660,2893,61,14
661,R661,3390,150,23
662,R662,2802,354,34
663,R663,3289,114,10
664,R664,2705,27,2
665,R665,2999,203,29
666,R666,2867,269,16
667,R667,2766,241,13
668,R668,2907,54,8
669,R669,3173,33,12
670,R670,2655,302,6
671,R671,2711,88,29
672,R672,2881,77,10
673,R673,2987,198,12
674,R674,2415,306,21
675,R675,3239,220,12
676,R676,3068,7,8
677,R677,2943,59,12
678,R678,3165,44,30
679,R679,3211,56,3
680,R680,2796,49,21
681,R681,3018,231,10
682,R682,2964,236,11
683,R683,2740,39,12
684,R684,3273,187,24
685,R685,2803,90,2
686,R686,3126,241,6
687,R687,3178,102,18
688,R688,3100,11,8
689,R689,3149,319,16
690,R690,2870,303,11
691,R691,2941,130,24
692,R692,3187,32,12
693,R693,2941,324,8
694,R694,3047,145,16
695,R695,2612,52,14
696,R696,3218,0,11
697,R697,3152,347,8
698,R698,3041,125,8
699,R699,3341,46,15
700,R700,3171,17,10
701,R701,2292,316,27
702,R702,3209,81,6
703,R703,3044,16,8
704,R704,3409,206,9
705,R705,3264,328,28
706,R706,3201,92,9
707,R707,3172,356,10
708,R708,3277,66,12
709,R709,2674,14,19
710,R710,2692,169,12
711,R711,2577,40,11
712,R712,2486,4,26
713,R713,3044,82,7
714,R714,2933,114,27
715,R715,3195,120,9
716,R716,3012,23,10
717,R717,3018,122,16
718,R718,2874,3,9
719,R719,2817,69,21
720,R720,2854,69,22
721,R721,2746,36,19
722,R722,3214,140,16
723,R723,3240,268,14
724,R724,3036,112,24
725,R725,2965,86,14
726,R726,2783,183,22
727,R727,3222,195,17
728,R728,2899,354,12
729,R729,3002,78,13
730,R730,2843,62,29
731,R731,3265,358,12
732,R732,2800,45,12
733,R733,3384,198,6
734,R734,3039,319,13
735,R735,3344,149,18
736,R736,2806,87,34
737,R737,3007,41,10
738,R738,2458,330,20
739,R739,3080,333,8
740,R740,3190,113,7
741,R741,3208,79,5
742,R742,3057,124,17
743,R743,2913,355,9
744,R744,3249,292,20
745,R745,2727,185,20
746,R746,3187,125,11
747,R747,3027,40,20
748,R748,2776,193,20
749,R749,3093,165,17
750,R750,2949,0,6
751,R751,3386,321,3
752,R752,2137,93,24
753,R753,2981,24,16
754,R754,3022,115,18
755,R755,3451,132,7
756,R756,2999,52,8
757,R757,3307,9,12
758,R758,3336,8,28
759,R759,2908,109,17
760,R760,3161,246,28
761,R761,2642,46,18
762,R762,2969,167,27
763,R763,3200,347,17
764,R764,2838,5,22
765,R765,2401,296,24
766,R766,3166,275,20
767,R767,2878,238,17
768,R768,2246,136,29
769,R769,2702,36,8
770,R770,2717,177,16
771,R771,3075,38,8
772,R772,3086,347,12
773,R773,3094,82,31
774,R774,3167,85,13
775,R775,3087,275,3
776,R776,2004,28,6
777,R777,3184,333,13
778,R778,2403,135,4
779,R779,3151,122,7
780,R780,2929,248,17
781,R781,3291,31,6
782,R782,2461,75,21
783,R783,3103,6,22
784,R784,3031,105,21
785,R785,2786,338,10
786,R786,2736,135,4
787,R787,3074,67,22
788,R788,2945,25,12
789,R789,2920,218,19
790,R790,2837,9,11
791,R791,3049,215,13
792,R792,2903,18,16
793,R793,2643,76,19
794,R794,3088,140,21
795,R795,3127,24,9
796,R796,3195,90,11
797,R797,3005,4,26
798,R798,2403,38,3
799,R799,2985,253,21
800,R800,3126,288,14
801,R801,2361,323,29
802,R802,2140,265,13
803,R803,3031,300,23
804,R804,2196,207,10
805,R805,3265,81,11
806,R806,2916,59,4
807,R807,3126,198,8
808,R808,2634,40,16
809,R809,3150,300,18
810,R810,3368,189,12
811,R811,2740,57,5
812,R812,2929,358,8
813,R813,3003,53,7
814,R814,3027,326,9
815,R815,2515,103,6
816,R816,2893,353,10
817,R817,3386,353,18
818,R818,3288,11,7
819,R819,3356,173,6
820,R820,2487,343,22
821,R821,2152,296,28
822,R822,2975,135,3
823,R823,2906,56,19
824,R824,2466,309,25
825,R825,2975,332,22
826,R826,3285,189,28
827,R827,3135,157,5
828,R828,2694,119,6
829,R829,2191,327,27
830,R830,2776,117,8
831,R831,3080,51,15
832,R832,3014,137,11
833,R833,2778,227,28
834,R834,2442,111,26
835,R835,3056,271,14
836,R836,3079,243,13
837,R837,3230,2,5
838,R838,2798,30,5
839,R839,3153,24,9
840,R840,2349,226,28
841,R841,3325,313,19
842,R842,2846,13,17
843,R843,3178,257,18
844,R844,3186,117,32
845,R845,2877,63,8
846,R846,3086,101,12
847,R847,2963,18,20
848,R848,3072,115,17
849,R849,2893,42,24
850,R850,3007,299,11
851,R851,3198,59,7
852,R852,3158,212,8
853,R853,3135,130,4
854,R854,3338,162,14
855,R855,3103,92,5
856,R856,2919,338,8
857,R857,2798,351,17
858,R858,2546,50,16
859,R859,2873,347,12
860,R860,2968,57,11
861,R861,3032,107,7
862,R862,2739,272,6
863,R863,2865,108,18
864,R864,3060,41,10
865,R865,3257,214,3
866,R866,3188,64,19
867,R867,2844,83,19
868,R868,3212,294,8
869,R869,3126,246,11
870,R870,3155,328,14
871,R871,3533,256,10
872,R872,2338,279,23
873,R873,3298,49,25
874,R874,2592,106,11
875,R875,2705,94,7
876,R876,3146,104,10
877,R877,3234,343,8
878,R878,2918,90,6
879,R879,3182,333,3
880,R880,2857,72,19
881,R881,3223,22,8
882,R882,2854,92,11
883,R883,2271,5,38
884,R884,3136,111,17
885,R885,2779,15,7
886,R886,3113,130,11
887,R887,3184,216,16
888,R888,2985,39,18
889,R889,2689,88,14
890,R890,3321,319,21
891,R891,3064,311,16
892,R892,3031,63,4
893,R893,2765,34,21
894,R894,3301,182,7
895,R895,3188,53,7
896,R896,3030,112,22
897,R897,2849,28,16
898,R898,2695,170,11
899,R899,3093,75,5
900,R900,3047,150,5
901,R901,3411,263,18
902,R902,3127,70,13
903,R903,2614,39,29
904,R904,3029,29,6
905,R905,2100,127,19
906,R906,3016,32,3
907,R907,2725,195,23
908,R908,2979,296,15
909,R909,2998,79,4
910,R910,2791,135,8
911,R911,2669,188,9
912,R912,3067,340,5
913,R913,2896,153,6
914,R914,2971,125,4
915,R915,3207,301,14
916,R916,3182,321,3
917,R917,3056,4,13
918,R918,2748,143,7
919,R919,2970,85,13
920,R920,3135,53,12
921,R921,3063,353,16
922,R922,3207,73,15
923,R923,3090,84,2
924,R924,3429,179,14
925,R925,3150,29,6
926,R926,2669,345,3
927,R927,3002,60,11
928,R928,3002,15,9
929,R929,2371,263,23
930,R930,2180,275,30
931,R931,2671,205,13
932,R932,2998,214,12
933,R933,3376,38,17
934,R934,2790,255,21
935,R935,3231,64,12
936,R936,3166,68,11
937,R937,2723,73,25
938,R938,3225,97,11
939,R939,2451,315,10
940,R940,3071,58,3
941,R941,3021,37,16
942,R942,3310,199,31
943,R943,2952,68,14
944,R944,2919,302,13
945,R945,3140,58,13
946,R946,2871,106,19
947,R947,3148,92,23
948,R948,2233,114,28
949,R949,3062,73,18
950,R950,3044,165,18
951,R951,2237,64,21
952,R952,2535,351,15
953,R953,3005,165,25
954,R954,2291,267,22
955,R955,2763,118,10
956,R956,3019,110,12
957,R957,2799,31,7
958,R958,2926,79,12
959,R959,2865,83,12
960,R960,2428,347,12
961,R961,2346,335,12
962,R962,3144,259,8
963,R963,2681,108,8
964,R964,2854,331,23
965,R965,3008,126,6
966,R966,3050,30,19
967,R967,2124,306,35
968,R968,2610,122,4
969,R969,3301,228,18
970,R970,2850,31,13
971,R971,2755,61,15
972,R972,3069,268,7
973,R973,2567,175,15
974,R974,3211,15,12
975,R975,3285,335,21
976,R976,3006,22,13
977,R977,3121,128,15
978,R978,2962,282,8
979,R979,2591,244,30
980,R980,2421,331,13
981,R981,3177,24,15
982,R982,2936,258,10
983,R983,3040,344,22
984,R984,3172,241,12
985,R985,2312,112,20
986,R986,2918,23,17
987,R987,3531,345,15
988,R988,2630,100,35
989,R989,2419,58,20
990,R990,2975,132,11
991,R991,3416,133,10
992,R992,3020,45,0
993,R993,3070,47,9
994,R994,2975,151,2
995,R995,2796,108,21
996,R996,2902,59,17
997,R997,2772,4,24
998,R998,3214,153,3
999,R999,3113,9,13
1000,R1000,3065,49,10
1001,R1001,3033,348,8
1002,R1002,3409,47,8
1003,R1003,3124,31,23
1004,R1004,2864,26,19
1005,R1005,2762,86,11
1006,R1006,2897,138,14
1007,R1007,2448,281,14
1008,R1008,3059,113,7
1009,R1009,2655,33,26
1010,R1010,3243,68,20
1011,R1011,3163,97,10
1012,R1012,2530,190,18
1013,R1013,3174,270,33
1014,R1014,2723,9,8
1015,R1015,3308,76,38
1016,R1016,2474,127,25
1017,R1017,2994,169,11
1018,R1018,2929,87,9
1019,R1019,3017,87,4
1020,R1020,2581,2,8
1021,R1021,2012,68,16
1022,R1022,3245,284,19
1023,R1023,2050,88,41
1024,R1024,2949,22,9
1025,R1025,3191,55,16
1026,R1026,2748,73,34
1027,R1027,2903,336,14
1028,R1028,3231,83,8
1029,R1029,2309,354,19
1030,R1030,3216,174,7
1031,R1031,2698,48,29
1032,R1032,2770,11,24
1033,R1033,2601,308,14
1034,R1034,2628,90,7
1035,R1035,2736,76,8
1036,R1036,2646,64,10
1037,R1037,2972,104,8
1038,R1038,3245,172,15
1039,R1039,2916,54,6
1040,R1040,2807,114,15
1041,R1041,2855,225,24
1042,R1042,3208,150,28
1043,R1043,2568,303,14
1044,R1044,3213,251,24
1045,R1045,2795,74,15
1046,R1046,3059,22,7
1047,R1047,3197,139,21
1048,R1048,2868,18,15
1049,R1049,3196,25,9
1050,R1050,2608,338,24
1051,R1051,3246,337,13
1052,R1052,3407,236,14
1053,R1053,3129,104,14
1054,R1054,3231,118,18
1055,R1055,3301,336,9
1056,R1056,3281,291,4
1057,R1057,3029,326,15
1058,R1058,3180,214,21
1059,R1059,3001,50,11
1060,R1060,3297,267,9
1061,R1061,3289,113,26
1062,R1062,2922,304,17
1063,R1063,3011,21,8
1064,R1064,2131,299,6
1065,R1065,1952,49,33
1066,R1066,2905,86,11
1067,R1067,3199,236,3
1068,R1068,2919,193,26
1069,R1069,2737,20,14
1070,R1070,3032,93,16
1071,R1071,2620,339,19
1072,R1072,2326,77,10
1073,R1073,3152,261,5
1074,R1074,3117,45,17
1075,R1075,3217,18,4
1076,R1076,2842,342,9
1077,R1077,3249,218,11
1078,R1078,3187,355,13
1079,R1079,3220,252,3
1080,R1080,3035,317,11
1081,R1081,3353,113,19
1082,R1082,2610,63,8
1083,R1083,3060,67,12
1084,R1084,2576,0,11
1085,R1085,3320,312,6
1086,R1086,2969,53,14
1087,R1087,2754,286,16
1088,R1088,2795,333,16
1089,R1089,3109,104,12
1090,R1090,3118,145,8
1091,R1091,3364,233,9
1092,R1092,2586,30,10
1093,R1093,2788,270,8
1094,R1094,3440,309,15
1095,R1095,2384,291,23
1096,R1096,3127,46,17
1097,R1097,3336,328,14
1098,R1098,3102,296,7
1099,R1099,3306,296,14
1100,R1100,3062,298,8
1101,R1101,3153,225,9
1102,R1102,2994,208,5
1103,R1103,3050,54,13
1104,R1104,3254,104,18
1105,R1105,3173,177,15
1106,R1106,2767,62,7
1107,R1107,2996,110,32
1108,R1108,2926,100,22
1109,R1109,3065,151,16
1110,R1110,3267,142,14
1111,R1111,2801,356,4
1112,R1112,2935,42,12
1113,R1113,3132,61,19
1114,R1114,3270,119,12
1115,R1115,3160,50,23
1116,R1116,2859,38,21
1117,R1117,3356,114,11
1118,R1118,2657,122,9
1119,R1119,3246,316,13
1120,R1120,3367,292,20
1121,R1121,3103,135,12
1122,R1122,3108,34,3
1123,R1123,2729,100,27
1124,R1124,2808,120,22
1125,R1125,2711,106,8
1126,R1126,3084,148,21
1127,R1127,3319,174,20
1128,R1128,3169,276,19
1129,R1129,2630,339,22
1130,R1130,3187,243,13
1131,R1131,2949,127,16
1132,R1132,3178,76,17
1133,R1133,3186,166,8
1134,R1134,3132,328,4
1135,R1135,2866,54,15
1136,R1136,2337,303,28
1137,R1137,2916,342,19
1138,R1138,3021,175,18
1139,R1139,3290,261,5
1140,R1140,3003,46,20
