id,label,attr_0,attr_1,attr_2
226,R226,2778,0,3
227,R227,3003,17,13
228,R228,3152,315,4
229,R229,2982,100,8
230,R230,3356,284,8
231,R231,3174,201,30
232,R232,2351,100,10
233,R233,2748,85,33
234,R234,2854,358,5
235,R235,3254,16,21
236,R236,2705,91,17
237,R237,2479,14,13
238,R238,3299,339,3
239,R239,3248,318,17
240,R240,2942,45,8
241,R241,2543,68,4
242,R242,3176,9,3
243,R243,2994,63,7
244,R244,2376,92,8
245,R245,3156,8,7
246,R246,2871,134,18
247,R247,3118,35,14
248,R248,2596,51,3
249,R249,2552,68,22
250,R250,3257,42,11
251,R251,3169,297,13
252,R252,3021,243,7
253,R253,3095,162,23
254,R254,2960,37,11
255,R255,3073,131,21
256,R256,3106,253,13
257,R257,2723,325,20
258,R258,2886,16,12
259,R259,3312,21,13
260,R260,3152,147,11
261,R261,2963,344,12
262,R262,3410,118,12
263,R263,3215,186,9
264,R264,3093,120,24
265,R265,2693,340,15
266,R266,3175,45,18
267,R267,3292,110,23
268,R268,2763,351,19
269,R269,2962,139,14
270,R270,2598,243,3
271,R271,2931,9,20
272,R272,2676,342,9
273,R273,3141,261,9
274,R274,3175,155,10
275,R275,3193,210,5
276,R276,3020,45,10
277,R277,2533,201,8
278,R278,2853,19,17
279,R279,3002,75,15
280,R280,3108,5,12
281,R281,2842,339,7
282,R282,2768,198,18
283,R283,3383,248,13
284,R284,2670,101,20
285,R285,2928,332,22
286,R286,2986,104,23
287,R287,2581,333,2
288,R288,3091,17,13
289,R289,3293,150,19
290,R290,3199,0,13
291,R291,3173,297,6
292,R292,2773,31,14
293,R293,3112,173,12
294,R294,3011,1,31
295,R295,2818,339,12
296,R296,2967,191,9
297,R297,2959,110,15
298,R298,2721,81,15
299,R299,2948,111,13
300,R300,2970,105,19
301,R301,3002,291,8
302,R302,2839,18,14
303,R303,2752,182,5
304,R304,2634,17,17
305,R305,2878,174,26
306,R306,3009,312,14
307,R307,3298,216,4
308,R308,3073,135,4
309,R309,3173,66,6
310,R310,2807,69,16
311,R311,2612,42,17
312,R312,3156,351,11
313,R313,2978,0,7
314,R314,2873,34,17
315,R315,2637,77,16
316,R316,2747,19,9
317,R317,3067,137,17
318,R318,2331,313,17
319,R319,3103,275,8
320,R320,3105,234,8
321,R321,2685,63,8
322,R322,3096,30,4
323,R323,2871,108,9
324,R324,3027,39,9
325,R325,2740,5,15
326,R326,2949,22,5
327,R327,2792,138,6
328,R328,3318,345,19
329,R329,2955,26,10
330,R330,3055,106,7
331,R331,3455,198,12
332,R332,3198,279,25
333,R333,3140,134,17
334,R334,3096,33,10
335,R335,3037,48,6
336,R336,2797,327,15
337,R337,2576,344,16
338,R338,2726,152,14
339,R339,2974,0,2
340,R340,3326,179,34
341,R341,2768,117,4
342,R342,2055,5,23
343,R343,2961,84,7
344,R344,2698,62,10
345,R345,2726,4,18
346,R346,3041,55,20
347,R347,3203,146,12
348,R348,3052,99,6
349,R349,3044,183,13
350,R350,3152,58,9
351,R351,2969,106,18
352,R352,2964,86,3
353,R353,2851,187,14
354,R354,2889,272,21
355,R355,2704,9,17
356,R356,2900,307,7
357,R357,2785,95,13
358,R358,3057,329,11
359,R359,2968,300,9
360,R360,2814,300,4
361,R361,3159,45,14
362,R362,2762,98,2
363,R363,3206,26,11
364,R364,3001,246,5
365,R365,3105,242,14
366,R366,2995,338,11
367,R367,3052,67,6
368,R368,2912,311,15
369,R369,3187,52,11
370,R370,3353,183,14
371,R371,3262,54,10
372,R372,2919,79,4
373,R373,2758,207,5
374,R374,2742,28,25
375,R375,3009,66,3
376,R376,3044,109,19
377,R377,2436,46,20
378,R378,2968,332,8
379,R379,3147,215,15
380,R380,3174,37,5
381,R381,3278,197,19
382,R382,2949,197,16
383,R383,2844,81,6
384,R384,2784,343,24
385,R385,3469,99,34
386,R386,3187,102,7
387,R387,3167,151,12
388,R388,2895,45,17
389,R389,2299,231,15
390,R390,3237,37,24
391,R391,3132,92,6
392,R392,2589,118,5
393,R393,3337,10,14
394,R394,3243,173,14
395,R395,2779,47,15
396,R396,2822,218,11
397,R397,3274,275,15
398,R398,2938,121,11
399,R399,2055,102,22
400,R400,3014,77,9
401,R401,3197,37,7
402,R402,3077,88,6
403,R403,3270,288,6
404,R404,3305,160,11
405,R405,2944,95,11
406,R406,3194,313,18
407,R407,2814,213,20
408,R408,2430,10,15
409,R409,3289,163,19
410,R410,3123,336,11
411,R411,2827,20,8
412,R412,3263,110,12
413,R413,3050,39,6
414,R414,3053,99,25
415,R415,2539,24,6
416,R416,3120,1,16
417,R417,3011,121,4
418,R418,2557,29,10
419,R419,3163,292,4
420,R420,2255,350,41
421,R421,2706,3,13
422,R422,2869,309,19
423,R423,3190,13,12
424,R424,3061,102,10
425,R425,3073,349,15
426,R426,2972,140,11
427,R427,3115,168,8
428,R428,2375,267,15
429,R429,2931,30,12
430,R430,3022,307,7
431,R431,2969,215,33
432,R432,2813,152,7
433,R433,3027,278,21
434,R434,3164,259,7
435,R435,2923,168,6
436,R436,3077,81,9
437,R437,3486,269,25
438,R438,3004,315,1
439,R439,2966,117,29
440,R440,3010,358,17
441,R441,3376,161,11
442,R442,3180,53,20
443,R443,2904,336,14
444,R444,3343,13,21
445,R445,3008,205,10
446,R446,3196,120,8
447,R447,2621,187,29
448,R448,3073,38,8
449,R449,2925,114,19
450,R450,2954,108,1
451,R451,2888,311,26
452,R452,3221,344,7
453,R453,3195,61,9
454,R454,2972,28,16
455,R455,2959,305,11
456,R456,3377,109,14
457,R457,2488,221,15
458,R458,3060,354,17
459,R459,2645,49,10
460,R460,3000,339,21
461,R461,3018,74,11
462,R462,3117,252,19
463,R463,2863,39,10
464,R464,3088,204,18
465,R465,3208,93,16
466,R466,3270,153,19
467,R467,2993,302,16
468,R468,2893,21,12
469,R469,2784,78,16
470,R470,3217,230,17
471,R471,3077,117,14
472,R472,2984,150,26
473,R473,3254,191,5
474,R474,2999,235,21
475,R475,3238,259,8
476,R476,3106,335,4
477,R477,2629,195,32
478,R478,3360,93,13
479,R479,3050,264,5
480,R480,3074,113,17
481,R481,2909,45,22
482,R482,2959,325,19
483,R483,3328,42,12
484,R484,3001,214,10
485,R485,3159,127,14
486,R486,2854,356,12
487,R487,2899,255,26
488,R488,2407,356,16
489,R489,2556,13,21
490,R490,3352,124,5
491,R491,2595,87,9
492,R492,3272,143,16
493,R493,2975,212,9
494,R494,3211,329,6
495,R495,2977,90,32
496,R496,2936,252,10
497,R497,3139,358,16
498,R498,3407,47,15
499,R499,2768,20,23
500,R500,3037,330,13
501,R501,2873,179,12
502,R502,3060,198,1
503,R503,2972,60,14
504,R504,3104,274,7
505,R505,2777,99,11
506,R506,2981,78,13
507,R507,3239,348,10
508,R508,2671,103,22
509,R509,2819,23,21
510,R510,3016,324,2
511,R511,2844,217,7
512,R512,3356,155,20
513,R513,2877,254,11
514,R514,2698,77,25
515,R515,3049,19,19
516,R516,3167,124,5
517,R517,2929,298,11
518,R518,3010,341,18
519,R519,3198,286,7
520,R520,3232,78,10
521,R521,2929,122,13
522,R522,3201,132,6
523,R523,3361,342,1
524,R524,2652,17,11
525,R525,2847,290,27
526,R526,3246,253,7
527,R527,3427,339,16
528,R528,2758,72,4
529,R529,3139,306,13
530,R530,2903,105,24
531,R531,2891,218,22
532,R532,3284,282,6
533,R533,2609,194,24
534,R534,2566,198,13
535,R535,3276,348,8
536,R536,2834,0,9
537,R537,2444,152,13
538,R538,3357,6,9
539,R539,3231,224,17
540,R540,3135,352,21
541,R541,3244,342,10
542,R542,2812,87,4
543,R543,2798,85,31
544,R544,3184,54,2
545,R545,3032,144,7
546,R546,3257,27,17
547,R547,3092,207,8
548,R548,3212,96,14
549,R549,3089,10,13
550,R550,3212,149,23
551,R551,2581,106,7
552,R552,3084,20,21
553,R553,2302,280,15
554,R554,3058,357,13
555,R555,2770,358,7
556,R556,3220,335,4
557,R557,2756,93,10
558,R558,2605,41,5
559,R559,3455,37,5
560,R560,3050,40,24
561,R561,2793,51,6
562,R562,3201,6,14
563,R563,2290,127,7
564,R564,3081,346,22
565,R565,3068,112,12
566,R566,2982,358,19
567,R567,2901,107,14
568,R568,2712,24,11
569,R569,2919,56,26
570,R570,3161,262,12
571,R571,3198,292,19
572,R572,2272,334,28
573,R573,2851,72,33
574,R574,3123,152,6
575,R575,3201,157,15
576,R576,3361,38,11
577,R577,2834,7,9
578,R578,2930,118,12
579,R579,2958,337,12
580,R580,3116,204,16
581,R581,3051,90,6
582,R582,2971,108,12
583,R583,2931,140,12
584,R584,3371,332,12
585,R585,2620,177,5
586,R586,2774,27,18
587,R587,3120,62,5
588,R588,3120,266,8
589,R589,3014,217,14
590,R590,3237,145,11
591,R591,3230,53,24
592,R592,2246,321,26
593,R593,2931,193,17
594,R594,2632,53,26
595,R595,2962,277,11
596,R596,3216,63,20
597,R597,2906,39,25
598,R598,2964,91,9
599,R599,2808,55,13
600,R600,3048,89,23
601,R601,2955,14,6
602,R602,3086,186,7
603,R603,2313,137,13
604,R604,2968,337,11
605,R605,2966,202,7
606,R606,3020,60,16
607,R607,2823,129,16
608,R608,2798,42,15
609,R609,3201,147,16
610,R610,2867,301,19
611,R611,2790,85,30
612,R612,3340,14,12
613,R613,2943,286,9
614,R614,2727,6,9
615,R615,2932,223,27
616,R616,2835,36,4
617,R617,2687,138,17
618,R618,2890,299,15
619,R619,2726,86,12
620,R620,2918,117,13
621,R621,3089,0,12
622,R622,3018,77,6
623,R623,2502,127,20
624,R624,2942,29,15
625,R625,2559,185,13
626,R626,2888,288,38
627,R627,3187,68,11
628,R628,3214,151,12
629,R629,3220,22,5
630,R630,2707,154,7
631,R631,3077,198,9
632,R632,3226,14,18
633,R633,2988,287,9
634,R634,2820,252,5
635,R635,2831,86,12
636,R636,3095,315,5
637,R637,3198,81,6
638,R638,2915,20,13
639,R639,3199,272,17
640,R640,3063,195,7
641,R641,3190,304,5
642,R642,2690,117,8
643,R643,2567,125,13
644,R644,3121,50,24
645,R645,2952,49,16
646,R646,3151,112,29
647,R647,3125,12,9
648,R648,2663,132,14
649,R649,3092,34,2
650,R650,3127,105,26
651,R651,3364,343,9
652,R652,3291,358,18
653,R653,3133,22,18
654,R654,3453,0,8
655,R655,2587,308,10
656,R656,3240,336,10
657,R657,2748,259,14
658,R658,3021,150,8
659,R659,3207,47,20
660,R660,2549,19,9
661,R661,3026,310,14
662,R662,2992,251,16
663,R663,2978,220,16
664,R664,3260,125,11
665,R665,3009,326,12
666,R666,2998,324,6
667,R667,2467,78,15
668,R668,3201,281,15
669,R669,3186,130,11
670,R670,3253,0,7
671,R671,2990,5,10
672,R672,2952,103,13
673,R673,3226,101,15
674,R674,2962,50,11
675,R675,3164,359,24
676,R676,3191,190,25
677,R677,3254,108,17
678,R678,3321,89,12
679,R679,3068,327,20
680,R680,2754,12,6
681,R681,2695,83,10
682,R682,3358,99,5
683,R683,3049,102,7
684,R684,2307,323,22
685,R685,2689,21,8
686,R686,2768,324,8
687,R687,3409,287,10
688,R688,3275,275,11
689,R689,3203,164,10
690,R690,3250,306,13
691,R691,2859,98,3
692,R692,3237,151,18
693,R693,3236,24,11
694,R694,2032,299,17
695,R695,3149,72,12
696,R696,2726,152,21
697,R697,3045,12,16
698,R698,3017,31,20
699,R699,3493,63,23
700,R700,3201,336,15
701,R701,2670,342,19
702,R702,2598,43,21
703,R703,2728,54,4
704,R704,2819,70,26
705,R705,2146,346,21
706,R706,3416,278,24
707,R707,3317,70,14
708,R708,2717,23,18
709,R709,3008,90,7
710,R710,2986,348,14
711,R711,3190,58,13
712,R712,3148,326,7
713,R713,3047,169,5
714,R714,2902,167,23
715,R715,2542,131,9
716,R716,3165,33,18
717,R717,2645,358,20
718,R718,3361,226,13
719,R719,2437,6,20
720,R720,2437,345,23
721,R721,3034,276,7
722,R722,2669,105,18
723,R723,2955,135,13
724,R724,3090,118,17
725,R725,2690,108,14
726,R726,2957,284,9
727,R727,2756,49,18
728,R728,2988,92,6
729,R729,2611,76,8
730,R730,3025,137,11
731,R731,2945,75,13
732,R732,3206,81,6
733,R733,2822,135,6
734,R734,3141,305,17
735,R735,3203,0,0
736,R736,3011,27,8
737,R737,3071,356,14
738,R738,3142,2,12
739,R739,2732,62,16
740,R740,3309,139,20
741,R741,2737,135,3
742,R742,2990,86,10
743,R743,2599,347,24
744,R744,2676,314,25
745,R745,3228,82,14
746,R746,3308,9,12
747,R747,2974,27,15
748,R748,2991,351,12
749,R749,3246,137,11
750,R750,3287,189,17
751,R751,2933,284,10
752,R752,3077,176,15
753,R753,3250,109,16
754,R754,2919,5,15
755,R755,3157,75,8
756,R756,2817,99,12
757,R757,3033,323,5
758,R758,2954,114,11
759,R759,2265,311,20
760,R760,2672,258,32
761,R761,3041,27,1
762,R762,3219,170,16
763,R763,3192,350,7
764,R764,3261,221,5
765,R765,2991,324,14
766,R766,2982,49,10
767,R767,3182,140,11
768,R768,2759,113,39
769,R769,2663,8,23
770,R770,3451,101,14
771,R771,2350,84,17
772,R772,2968,251,17
773,R773,2883,244,26
774,R774,3209,261,10
775,R775,2548,40,8
776,R776,2523,36,10
777,R777,2916,243,7
778,R778,3263,317,8
779,R779,2368,57,11
780,R780,2942,320,23
781,R781,3014,150,9
782,R782,3047,199,24
783,R783,3363,131,22
784,R784,3308,73,13
785,R785,2416,99,18
786,R786,2982,114,14
787,R787,2730,94,21
788,R788,3054,150,18
789,R789,3387,39,13
790,R790,2996,136,15
791,R791,3305,138,20
792,R792,2813,88,18
793,R793,2982,313,17
794,R794,2956,40,17
795,R795,2958,353,8
796,R796,3219,220,4
797,R797,3085,9,6
798,R798,3283,132,22
799,R799,3558,38,8
800,R800,3317,44,15
801,R801,2926,243,6
802,R802,3010,147,29
803,R803,2621,192,23
804,R804,3126,345,14
805,R805,2888,68,14
806,R806,3342,115,15
807,R807,3039,209,6
808,R808,2988,49,13
809,R809,2840,128,9
810,R810,3230,132,7
811,R811,2149,28,27
812,R812,2537,334,9
813,R813,3204,45,7
814,R814,2999,255,25
815,R815,2752,87,16
816,R816,2736,357,21
817,R817,3132,113,14
818,R818,3183,56,10
819,R819,3100,340,15
820,R820,2149,0,32
821,R821,3108,340,14
822,R822,3234,270,17
823,R823,3573,271,21
824,R824,2870,125,18
825,R825,2663,88,16
826,R826,2775,128,15
827,R827,2520,32,14
828,R828,3164,56,14
829,R829,2400,165,7
830,R830,2968,306,18
831,R831,3336,123,19
832,R832,3230,21,8
833,R833,3262,352,19
834,R834,2975,294,15
835,R835,3252,113,9
836,R836,2993,0,7
837,R837,2780,281,35
838,R838,2854,46,20
839,R839,3253,344,8
840,R840,3257,23,8
841,R841,2488,43,16
842,R842,3158,86,29
843,R843,3283,126,12
844,R844,2308,337,25
845,R845,3097,40,8
846,R846,2771,125,18
847,R847,2624,67,13
848,R848,3004,100,4
849,R849,2934,56,20
850,R850,2796,325,11
851,R851,2408,8,10
852,R852,2593,344,6
853,R853,2836,68,17
854,R854,3204,317,9
855,R855,3165,208,10
856,R856,3037,21,11
857,R857,3320,15,11
858,R858,2985,5,8
859,R859,2642,60,13
860,R860,3179,259,20
861,R861,3213,104,14
862,R862,3103,134,15
863,R863,3059,160,6
864,R864,2988,129,12
865,R865,2863,303,27
866,R866,2633,211,20
867,R867,2905,90,11
868,R868,3331,16,20
869,R869,3080,274,11
870,R870,2719,25,16
871,R871,3048,147,23
872,R872,2791,33,33
873,R873,3268,2,11
874,R874,2818,63,22
875,R875,3308,292,19
876,R876,3057,99,14
877,R877,3375,332,20
878,R878,3117,66,11
879,R879,2806,349,10
880,R880,2932,240,16
881,R881,3011,135,12
882,R882,2856,32,6
883,R883,2998,40,18
884,R884,2669,329,26
885,R885,2238,308,29
886,R886,2968,252,4
887,R887,2985,0,28
888,R888,2943,236,2
889,R889,2806,135,2
890,R890,2946,321,13
891,R891,2717,47,13
892,R892,3178,272,16
893,R893,2767,356,15
894,R894,3177,170,4
895,R895,3051,55,15
896,R896,3131,338,5
897,R897,3176,68,8
898,R898,3291,88,13
899,R899,2494,119,27
900,R900,3302,218,11
901,R901,2937,142,5
902,R902,2582,218,27
903,R903,3180,92,14
904,R904,2981,93,9
905,R905,2906,84,10
906,R906,2942,23,21
907,R907,2934,233,22
908,R908,3130,79,8
909,R909,2672,101,6
910,R910,2927,1,10
911,R911,3267,77,5
912,R912,3062,33,8
913,R913,2846,227,23
914,R914,3144,81,7
915,R915,2995,90,15
916,R916,2034,48,27
917,R917,2727,93,8
918,R918,2853,306,16
919,R919,2999,109,9
920,R920,2697,351,15
921,R921,3013,98,9
922,R922,2558,107,17
923,R923,2380,319,22
924,R924,3198,131,15
925,R925,2435,335,20
926,R926,3188,21,7
927,R927,2820,59,11
928,R928,3176,338,10
929,R929,3060,184,17
930,R930,2808,128,20
931,R931,3132,5,6
932,R932,2764,21,11
933,R933,2939,225,6
934,R934,2887,116,13
935,R935,2936,15,12
936,R936,3319,248,24
937,R937,2682,317,18
938,R938,2514,268,19
939,R939,1925,352,22
940,R940,2844,31,14
941,R941,3315,89,12
942,R942,3197,100,4
943,R943,2878,161,9
944,R944,2901,108,21
945,R945,3051,171,24
946,R946,3203,25,12
947,R947,2973,112,5
948,R948,3128,58,13
949,R949,2619,27,11
950,R950,2695,329,12
951,R951,3320,45,17
952,R952,3192,7,8
953,R953,2910,43,11
954,R954,2965,116,7
955,R955,3171,135,4
956,R956,3328,179,15
957,R957,2290,62,10
958,R958,2868,270,19
959,R959,2316,266,26
960,R960,2589,75,13
961,R961,2255,355,17
962,R962,3203,273,19
963,R963,3080,59,4
964,R964,3222,298,9
965,R965,3142,112,12
966,R966,2872,35,18
967,R967,2751,277,6
968,R968,3127,326,14
969,R969,3208,67,17
970,R970,2862,110,22
971,R971,3081,267,12
972,R972,2962,34,15
973,R973,3294,49,29
974,R974,3171,225,5
975,R975,3065,38,8
976,R976,3504,108,19
977,R977,2407,183,14
978,R978,2895,342,13
979,R979,3097,207,11
980,R980,2959,12,18
981,R981,2964,62,27
982,R982,3085,348,6
983,R983,2611,57,13
984,R984,3223,123,11
985,R985,3199,52,3
986,R986,2881,99,24
987,R987,2941,98,24
988,R988,3102,83,6
989,R989,3106,37,14
990,R990,2949,108,2
991,R991,2988,347,14
992,R992,2679,84,13
993,R993,2938,92,6
994,R994,3090,16,20
995,R995,3095,141,9
996,R996,3245,200,21
997,R997,3074,333,20
998,R998,3380,348,13
999,R999,2903,353,13
1000,R1000,3159,285,5
1001,R1001,2798,162,16
1002,R1002,2980,245,20
1003,R1003,3241,345,16
1004,R1004,3145,89,9
1005,R1005,2845,354,12
1006,R1006,2604,332,22
1007,R1007,3191,345,14
1008,R1008,2776,184,4
1009,R1009,2940,118,17
1010,R1010,3174,342,3
1011,R1011,3086,57,17
1012,R1012,2592,333,19
1013,R1013,3311,4,22
1014,R1014,2980,238,20
1015,R1015,2969,337,10
1016,R1016,3044,353,6
1017,R1017,2877,215,35
1018,R1018,2912,128,5
1019,R1019,2737,148,6
1020,R1020,3260,231,6
1021,R1021,3125,71,11
1022,R1022,2606,104,9
1023,R1023,2749,140,12
1024,R1024,3118,234,10
1025,R1025,3122,349,8
1026,R1026,2914,310,15
1027,R1027,2689,123,17
1028,R1028,2903,252,7
1029,R1029,2945,75,16
1030,R1030,3317,350,20
1031,R1031,3074,32,14
1032,R1032,3080,349,6
1033,R1033,2935,46,14
1034,R1034,3190,353,8
1035,R1035,2910,115,12
1036,R1036,2758,162,13
1037,R1037,2958,48,6
1038,R1038,3260,239,23
1039,R1039,3284,69,25
1040,R1040,3106,48,6
1041,R1041,3052,18,14
1042,R1042,2982,270,3
1043,R1043,2793,149,11
1044,R1044,2919,238,15
1045,R1045,2567,48,14
1046,R1046,3294,210,12
1047,R1047,2978,84,7
1048,R1048,2578,63,14
1049,R1049,2936,80,12
1050,R1050,2796,40,20
1051,R1051,2554,26,15
1052,R1052,2698,104,8
1053,R1053,3276,180,11
1054,R1054,2912,350,7
1055,R1055,2962,122,7
1056,R1056,2531,113,20
1057,R1057,2922,140,19
1058,R1058,3057,81,18
1059,R1059,2560,180,29
1060,R1060,3146,207,20
1061,R1061,2652,107,16
1062,R1062,2929,41,10
1063,R1063,3326,49,5
1064,R1064,2798,33,7
1065,R1065,3281,98,20
1066,R1066,2978,25,16
1067,R1067,3128,138,13
1068,R1068,2762,87,15
1069,R1069,3247,23,12
1070,R1070,2278,332,39
1071,R1071,3016,73,13
1072,R1072,2782,24,9
1073,R1073,3113,82,13
1074,R1074,2979,20,7
1075,R1075,3223,16,4
1076,R1076,2758,307,2
1077,R1077,3067,57,16
1078,R1078,2949,240,9
1079,R1079,3027,266,4
1080,R1080,3163,45,7
1081,R1081,3093,73,17
1082,R1082,3229,141,9
1083,R1083,2063,72,24
1084,R1084,2419,353,11
1085,R1085,3083,149,11
1086,R1086,3309,111,20
1087,R1087,2994,32,4
1088,R1088,2635,23,22
1089,R1089,2114,178,32
1090,R1090,3280,38,23
1091,R1091,3079,114,25
1092,R1092,3131,6,10
1093,R1093,3041,254,13
1094,R1094,3117,62,29
1095,R1095,2978,15,18
1096,R1096,2799,181,12
1097,R1097,2954,293,8
1098,R1098,2461,29,28
1099,R1099,2696,150,16
1100,R1100,3189,195,16
1101,R1101,3010,159,6
1102,R1102,2739,330,23
1103,R1103,2945,332,8
1104,R1104,3241,11,10
1105,R1105,3181,69,12
1106,R1106,3188,58,14
1107,R1107,3031,337,4
1108,R1108,2917,160,10
1109,R1109,2966,315,13
1110,R1110,3011,83,18
1111,R1111,3305,67,7
1112,R1112,2855,107,23
1113,R1113,2863,332,10
1114,R1114,2990,64,19
1115,R1115,2882,17,11
1116,R1116,3185,21,18
1117,R1117,2593,83,4
1118,R1118,3051,131,17
1119,R1119,2759,20,5
1120,R1120,3102,152,14
1121,R1121,3011,72,10
1122,R1122,2345,27,16
1123,R1123,2501,182,21
1124,R1124,2559,357,4
1125,R1125,3290,153,6
1126,R1126,3056,218,21
1127,R1127,3115,162,15
1128,R1128,3404,121,14
1129,R1129,2997,123,11
1130,R1130,3190,27,22
1131,R1131,2905,63,17
1132,R1132,3060,333,14
1133,R1133,2761,22,11
1134,R1134,3128,9,14
1135,R1135,3025,343,18
1136,R1136,3106,338,5
1137,R1137,2800,291,14
1138,R1138,2985,59,3
1139,R1139,3418,305,15
1140,R1140,3024,194,13
