id,label,attr_0,attr_1,attr_2,attr_3,attr_4
114,R114,8683.0,8682.8,8682.6,6586,8683.0
115,R115,8536.0,8536.2,8536.0,8536.2,7320
116,R116,9710.2,1449,9710.0,9710.2,9710.2
117,R117,8642.4,6789,8642.2,8642.2,8642.0
118,R118,9051.0,4744,9051.0,9051.2,9051.2
119,R119,9627.4,9627.0,9627.4,1864,9627.2
120,R120,9527.8,9527.6,9527.4,9527.8,2362
121,R121,8992.4,8992.0,5039,8992.0,8992.2
122,R122,9815.6,9815.2,9815.4,9815.2,923
123,R123,8277.6,8277.8,8277.8,8612,8277.4
124,R124,9916,8016.6,8016.6,8016.8,8016.8
125,R125,8695.6,8695.8,8696.0,8695.6,6521
126,R126,9745.6,9745.2,1273,9745.4,9745.4
127,R127,8296.4,8296.4,8517,8296.8,8296.6
128,R128,8181,8363.6,8363.8,8364.0,8363.6
129,R129,9090.2,9090.2,4548,9090.4,9090.4
130,R130,8768.2,8768.4,8768.2,6158,8768.4
131,R131,8675,8264.8,8264.8,8264.8,8265.0
132,R132,9460.4,9460.4,9460.2,2699,9460.4
133,R133,9679.8,1601,9679.6,9679.6,9679.8
134,R134,9326.0,9325.8,9326.0,9326.0,3370
135,R135,8142.2,8142.4,8142.4,8142.4,9288
136,R136,8617.4,8617.4,6912,8617.4,8617.4
137,R137,8973.2,8973.4,8973.4,8973.4,5133
138,R138,9888.0,9888.4,9888.2,9888.2,559
139,R139,8663.8,6681,8663.8,8663.8,8663.6
140,R140,9653.0,1734,9653.2,9653.2,9653.2
141,R141,8046.8,8046.6,8047.0,9766,8046.6
142,R142,8645.6,6771,8646.0,8646.0,8646.0
143,R143,4130,9174.0,9174.2,9174.2,9174.0
144,R144,8276,8344.6,8344.6,8345.0,8344.6
145,R145,8502.6,8502.6,8502.6,7488,8502.4
146,R146,8821.8,8822.0,8821.8,5890,8821.8
147,R147,9464.8,9464.6,9465.0,9465.0,2676
148,R148,9170.6,9170.6,9170.4,4148,9170.4
149,R149,8499.2,7504,8499.2,8499.2,8499.0
150,R150,9411.2,9411.4,9411.0,2944,9411.0
151,R151,8982.8,5086,8982.6,8982.6,8982.8
152,R152,9145.8,9145.4,9145.8,4272,9145.8
153,R153,2716,9456.6,9456.8,9456.8,9456.8
154,R154,9772.2,1140,9772.0,9771.8,9772.2
155,R155,8983.2,8983.2,5085,8982.8,8983.0
156,R156,8022.0,9891,8021.8,8021.6,8022.0
157,R157,9552.6,2237,9552.4,9552.8,9552.6
158,R158,8244.6,8778,8244.2,8244.2,8244.6
159,R159,8293.6,8532,8293.4,8293.8,8293.8
160,R160,8219.0,8218.8,8219.0,8219.2,8905
161,R161,6661,8667.8,8668.0,8667.6,8668.0
162,R162,8189.4,8189.4,8189.2,9054,8189.0
163,R163,9395.8,9396.2,9396.0,3020,9396.0
164,R164,9215,8156.8,8157.2,8157.2,8156.8
165,R165,8575.6,8575.6,8575.4,8575.6,7123
166,R166,3989,9202.4,9202.0,9202.0,9202.2
167,R167,9177.0,9177.0,9176.8,4116,9176.6
168,R168,5669,8866.2,8866.2,8866.0,8866.0
169,R169,8567.4,7162,8567.6,8567.6,8567.4
170,R170,8781.6,8782.0,8781.6,8781.8,6091
171,R171,8993.8,8993.4,5032,8993.8,8993.4
172,R172,9053.6,9053.6,4732,9053.4,9053.6
173,R173,8744.4,6279,8744.4,8744.4,8744.4
174,R174,9373.6,3133,9373.4,9373.4,9373.6
175,R175,4855,9029.0,9028.8,9029.2,9029.2
176,R176,9055.8,9056.0,4721,9056.0,9056.0
177,R177,9708.0,9708.0,1460,9708.2,9708.0
178,R178,9986.6,9986.6,9986.6,66,9986.8
179,R179,9615.4,9615.6,1922,9615.6,9615.8
180,R180,8077.2,8077.4,8077.4,9614,8077.0
181,R181,8899.6,8899.4,5503,8899.4,8899.6
182,R182,9108,8178.2,8178.6,8178.6,8178.6
183,R183,9209.8,9209.8,9210.0,9210.0,3950
184,R184,8669.4,6653,8669.2,8669.4,8669.2
185,R185,8893.4,8893.8,8893.4,8893.8,5532
186,R186,8920.2,5398,8920.4,8920.2,8920.4
187,R187,9503.8,2482,9503.8,9503.6,9503.4
188,R188,8905.0,5474,8905.0,8905.4,8905.2
189,R189,117,9976.4,9976.4,9976.6,9976.6
190,R190,8207.8,8208.2,8207.8,8208.2,8960
191,R191,9802.2,9801.8,9802.0,990,9801.8
192,R192,8635.4,6824,8635.0,8635.0,8635.2
193,R193,8558.2,8558.6,8558.4,8558.6,7208
194,R194,9107.8,9108.0,4460,9108.0,9108.0
195,R195,6655,8668.8,8669.0,8669.0,8668.8
196,R196,8302.2,8489,8302.0,8302.4,8302.2
197,R197,8640.4,6797,8640.4,8640.4,8640.8
198,R198,9603.6,9603.4,9603.4,1983,9603.6
199,R199,6098,8780.6,8780.2,8780.2,8780.4
200,R200,8122.6,9387,8122.6,8122.6,8122.6
201,R201,9012.2,9012.0,9012.4,9012.0,4939
202,R202,8892.8,8892.6,8892.4,5537,8892.4
203,R203,8003.8,8003.8,9980,8004.2,8003.8
204,R204,9416.0,9416.4,2919,9416.2,9416.2
205,R205,5127,8974.6,8974.8,8974.6,8974.6
206,R206,6274,8745.4,8745.4,8745.0,8745.4
207,R207,8193.6,8193.2,8193.4,9033,8193.2
208,R208,9408.2,9408.6,9408.4,9408.2,2958
209,R209,9537.6,2311,9537.8,9538.0,9538.0
210,R210,8835.4,8835.2,5823,8835.2,8835.4
211,R211,2081,9584.0,9584.0,9583.8,9583.6
212,R212,9593.0,9593.4,9593.2,2034,9593.4
213,R213,1700,9659.8,9660.2,9660.2,9659.8
214,R214,6428,8714.2,8714.4,8714.2,8714.2
215,R215,3109,9378.2,9378.0,9378.4,9378.0
216,R216,9746.6,1266,9747.0,9747.0,9746.8
217,R217,8257.4,8257.2,8257.4,8257.6,8713
218,R218,9100.0,9100.2,9100.2,4499,9100.2
219,R219,9473.4,2633,9473.4,9473.6,9473.4
220,R220,9474.8,9475.0,9474.8,9474.8,2625
221,R221,8322,8335.4,8335.4,8335.8,8335.4
222,R222,8679.8,8679.6,8680.0,6601,8680.0
223,R223,8002.4,8002.4,8002.8,8002.6,9987
224,R224,8104.8,9475,8105.2,8104.8,8105.2
225,R225,9869.4,9869.6,9869.4,652,9869.6
226,R226,8891.0,8891.0,8891.4,5544,8891.0
227,R227,9962.0,9962.2,9962.2,189,9962.0
228,R228,9918.6,408,9918.4,9918.6,9918.2
229,R229,8673.0,8673.2,8672.8,6635,8673.0
230,R230,8246.0,8769,8246.2,8246.0,8246.4
231,R231,8029.6,8029.8,8029.6,9852,8029.6
232,R232,9240.2,9239.8,3800,9240.2,9239.8
233,R233,8537.0,8537.0,7316,8536.8,8536.8
234,R234,8187.2,9065,8187.2,8187.0,8187.2
235,R235,8918.0,8918.0,8917.8,5411,8918.0
236,R236,9179.0,4105,9179.0,9179.2,9179.2
237,R237,8119.8,8120.2,9400,8120.2,8119.8
238,R238,4883,9023.4,9023.2,9023.2,9023.4
239,R239,8034.0,8034.0,8034.2,8034.2,9830
240,R240,9123.4,9123.0,9123.2,4384,9123.4
241,R241,8666.0,8666.2,6669,8666.0,8666.2
242,R242,8021,8395.6,8395.6,8395.6,8395.8
243,R243,9556.4,9556.6,2218,9556.4,9556.6
244,R244,7638,8472.6,8472.6,8472.6,8472.4
245,R245,4257,9148.6,9148.4,9148.4,9148.8
246,R246,9297.8,9297.8,9298.0,3511,9298.0
247,R247,9479.2,9479.2,9479.4,9479.6,2603
248,R248,3846,9231.0,9230.8,9230.8,9231.0
249,R249,6135,8772.8,8773.0,8773.2,8772.8
250,R250,8436.4,8436.8,8436.4,7817,8436.8
251,R251,9693,8061.4,8061.4,8061.6,8061.6
252,R252,7050,8590.2,8589.8,8589.8,8589.8
253,R253,8819,8236.2,8236.2,8236.4,8236.0
254,R254,9236.2,9236.2,3820,9236.2,9235.8
255,R255,9291.2,9291.4,3543,9291.6,9291.4
256,R256,1887,9622.6,9622.4,9622.8,9622.6
257,R257,9950.6,9950.4,9950.6,9950.4,248
258,R258,4790,9042.0,9042.2,9041.8,9042.0
259,R259,8976.6,8976.8,5116,8977.0,8976.8
260,R260,9214.8,3926,9214.6,9215.0,9215.0
261,R261,8730.8,8730.4,6347,8730.6,8730.8
262,R262,9504.0,9504.0,9503.8,9503.6,2481
263,R263,9789.0,9789.2,9789.0,1055,9788.8
264,R264,8897.0,8897.0,8897.0,8896.8,5516
265,R265,9269.4,9269.2,3654,9269.2,9269.4
266,R266,8037.8,8037.8,8038.0,8037.8,9810
267,R267,8440.2,8440.2,8440.2,7799,8440.4
268,R268,9483.0,9483.0,2584,9483.2,9483.4
269,R269,9360,8128.2,8128.2,8128.0,8128.0
270,R270,9454.6,2726,9454.6,9455.0,9455.0
271,R271,9202.2,9202.6,9202.2,3988,9202.4
272,R272,9320.4,9320.6,9320.2,9320.4,3398
273,R273,9093.0,4534,9093.2,9093.4,9093.2
274,R274,9478.4,9478.8,9478.4,2607,9478.4
275,R275,8199.6,8199.6,8199.6,8199.4,9003
276,R276,387,9922.6,9922.6,9922.6,9922.6
277,R277,8880.2,8880.0,8880.2,5599,8880.2
278,R278,8589.2,8589.4,8589.6,7053,8589.2
279,R279,8540.8,7295,8541.0,8541.2,8541.0
280,R280,9159.6,4202,9159.6,9159.4,9159.8
281,R281,4634,9073.2,9073.0,9073.2,9073.2
282,R282,9099.2,9098.8,9098.8,9099.0,4505
283,R283,560,9888.2,9888.2,9887.8,9888.0
284,R284,8371.0,8370.8,8145,8371.2,8371.0
285,R285,9444.8,9444.4,9444.6,9444.4,2777
286,R286,8182.6,8182.4,9088,8182.4,8182.6
287,R287,8145.8,8146.0,9270,8145.8,8146.2
288,R288,9097.0,9097.0,4516,9096.8,9096.6
289,R289,9962.2,9962.0,9962.0,189,9962.2
290,R290,9113.2,9113.2,4433,9113.4,9113.6
291,R291,4397,9120.6,9120.4,9120.4,9120.6
292,R292,9661.4,9661.8,9661.4,1692,9661.8
293,R293,8332.6,8332.2,8332.4,8338,8332.6
294,R294,3760,9248.2,9247.8,9247.8,9248.0
295,R295,9879,8024.0,8024.2,8024.4,8024.0
296,R296,9961.8,192,9961.4,9961.6,9961.8
297,R297,8090.4,9549,8090.4,8090.0,8090.2
298,R298,9483.2,9482.8,9483.2,9483.0,2585
299,R299,9748.0,9747.8,9748.2,1260,9748.0
300,R300,9865.0,9865.2,674,9865.4,9865.0
301,R301,4410,9118.0,9117.8,9118.2,9117.8
302,R302,3797,9240.4,9240.8,9240.6,9240.8
303,R303,9992.4,9992.4,9992.0,39,9992.0
304,R304,8906.0,8906.0,8905.8,8906.0,5470
305,R305,8947.8,8948.0,5260,8947.8,8948.2
306,R306,9515.2,9514.8,9514.8,9515.0,2425
307,R307,9937.2,314,9937.4,9937.0,9937.4
308,R308,8696.0,8696.4,6519,8696.2,8696.4
309,R309,9567.8,9567.6,2161,9568.0,9568.0
310,R310,8392.8,8392.4,8037,8392.4,8392.6
311,R311,1394,9721.0,9721.4,9721.0,9721.4
312,R312,2333,9533.6,9533.4,9533.6,9533.4
313,R313,8942.8,5286,8942.8,8942.8,8942.8
314,R314,8127.6,8128.0,9361,8127.8,8127.8
315,R315,8498.6,7507,8498.8,8498.8,8498.6
316,R316,8879.8,8880.0,8880.0,5601,8880.0
317,R317,8913.8,8913.8,8913.8,5431,8913.6
318,R318,9592.0,9592.0,9592.0,2041,9591.8
319,R319,8733.8,8733.8,6330,8734.2,8734.0
320,R320,8957.0,5215,8956.8,8957.2,8957.0
321,R321,8557.8,8557.8,8557.4,8557.4,7212
322,R322,5529,8894.2,8894.0,8894.4,8894.2
323,R323,9979.4,9979.6,9979.4,9979.4,102
324,R324,8553.4,8553.2,8553.4,7233,8553.6
325,R325,8934.0,8934.0,5329,8934.4,8934.4
326,R326,8265,8347.0,8347.2,8347.0,8347.2
327,R327,8666.4,8666.4,6667,8666.4,8666.4
328,R328,8608.2,8608.2,8608.4,8608.4,6959
329,R329,9168,8166.4,8166.4,8166.4,8166.4
330,R330,9450.8,2745,9451.0,9451.2,9451.0
331,R331,9407,8118.4,8118.6,8118.4,8118.8
332,R332,4440,9112.2,9112.0,9111.8,9111.8
333,R333,6857,8628.8,8628.6,8628.8,8628.6
334,R334,8886.4,8886.6,8886.8,5567,8886.6
335,R335,8744.6,6276,8744.6,8744.8,8744.8
336,R336,9008.2,9008.4,9008.2,4958,9008.4
337,R337,9138.8,4306,9139.0,9138.8,9139.0
338,R338,9860.4,699,9860.0,9860.4,9860.2
339,R339,8213.6,8214.0,8931,8214.0,8213.8
340,R340,8903.4,8903.6,8903.8,5482,8903.4
341,R341,9124.4,4379,9124.2,9124.2,9124.4
342,R342,8889.2,8889.2,8889.2,5554,8889.4
343,R343,8860.0,5699,8860.0,8860.0,8860.2
344,R344,8749.6,8749.6,6251,8749.6,8750.0
345,R345,9423.8,2881,9424.0,9424.0,9423.8
346,R346,1199,9760.4,9760.2,9760.2,9760.2
347,R347,1000,9800.0,9800.0,9800.0,9799.8
348,R348,9436.2,9436.0,9436.4,2819,9436.0
349,R349,9204.2,3979,9204.0,9204.2,9204.2
350,R350,8022,8395.8,8395.6,8395.4,8395.8
351,R351,9849.0,9848.8,9849.0,755,9849.0
352,R352,8000.6,8000.4,9998,8000.4,8000.2
353,R353,8960,8208.0,8208.2,8208.2,8208.2
354,R354,1676,9665.0,9665.0,9664.6,9665.0
355,R355,8700.6,8700.8,8700.8,8701.0,6496
356,R356,8154.4,8154.2,8154.2,8154.4,9228
357,R357,9327.4,9327.0,9327.4,9327.4,3364
358,R358,8388.0,8059,8388.2,8388.4,8388.4
359,R359,9631.4,9631.6,9631.6,9631.6,1843
360,R360,9037.0,9037.4,4814,9037.4,9037.0
361,R361,9835.8,9835.8,821,9835.6,9835.8
362,R362,1639,9672.2,9672.2,9672.2,9672.4
363,R363,4400,9120.2,9120.0,9120.2,9119.8
364,R364,9050.8,9050.6,4747,9050.8,9050.6
365,R365,9703.2,9703.0,9702.8,1485,9703.0
366,R366,236,9953.0,9953.0,9952.8,9952.8
367,R367,8036.2,8036.0,8036.0,8036.2,9820
368,R368,8062.8,8062.6,8062.6,8062.4,9687
369,R369,9002.4,4989,9002.4,9002.4,9002.2
370,R370,3817,9236.4,9236.6,9236.6,9236.4
371,R371,8195.0,8195.2,8195.2,8195.2,9025
372,R372,8232.4,8232.4,8232.2,8839,8232.0
373,R373,9964.6,9964.4,9964.8,177,9964.8
374,R374,9485.2,9485.0,9484.8,9485.0,2575
375,R375,8582.8,8583.2,8583.0,8582.8,7085
376,R376,9048.0,9048.4,9048.0,9048.4,4759
377,R377,8301.0,8300.8,8300.8,8495,8301.0
378,R378,9624.6,9624.8,1876,9625.0,9624.6
379,R379,9017.6,9017.4,4912,9017.8,9017.8
380,R380,9080.4,4598,9080.6,9080.4,9080.6
381,R381,8084.8,8084.6,9576,8084.6,8085.0
382,R382,9550.2,2248,9550.4,9550.4,9550.4
383,R383,8230.8,8231.0,8230.8,8231.0,8846
384,R384,7078,8584.6,8584.6,8584.4,8584.4
385,R385,487,9902.4,9902.6,9902.6,9902.8
386,R386,4636,9072.6,9072.6,9073.0,9073.0
387,R387,9417.2,9416.8,9417.0,9417.2,2915
388,R388,9211.2,9211.2,3945,9211.0,9211.0
389,R389,7753,8449.2,8449.4,8449.2,8449.6
390,R390,8836.6,8836.8,8837.0,5816,8836.8
391,R391,8043.2,8043.2,8043.4,9784,8043.4
392,R392,9460.6,9460.6,9460.8,2697,9460.6
393,R393,8490.0,7551,8490.0,8490.0,8489.8
394,R394,8336.8,8316,8336.8,8336.6,8336.8
395,R395,8717.6,8717.6,8717.6,8717.8,6411
396,R396,5490,8901.8,8902.2,8901.8,8902.2
397,R397,9783.6,9783.4,9783.2,1083,9783.4
398,R398,8148.6,8148.8,8149.0,8148.8,9256
399,R399,2977,9404.4,9404.4,9404.4,9404.6
400,R400,8927.0,8927.0,8927.4,8927.0,5364
401,R401,8924.8,8924.8,8925.0,8925.2,5375
402,R402,4697,9060.4,9060.4,9060.8,9060.8
403,R403,9982.6,87,9982.8,9982.4,9982.4
404,R404,8265,8347.2,8347.2,8347.0,8347.2
405,R405,8225.4,8225.6,8225.2,8225.6,8873
406,R406,9522.6,9523.0,9522.8,9522.8,2386
407,R407,9664.8,9664.4,1677,9664.6,9664.6
408,R408,9214.2,9214.6,9214.4,3928,9214.4
409,R409,9020.6,9020.6,9020.8,9020.6,4897
410,R410,9682.2,9682.0,9681.8,9681.8,1590
411,R411,8546.6,7266,8546.8,8546.8,8546.6
412,R412,9017.0,9017.0,9016.8,4916,9016.8
413,R413,8961.2,8961.0,5194,8961.2,8961.4
414,R414,8420.0,8420.2,8420.2,8420.4,7899
415,R415,6323,8735.6,8735.2,8735.6,8735.2
416,R416,9141.8,9142.0,9141.6,4291,9141.8
417,R417,9796.8,9797.0,9796.8,9797.0,1016
418,R418,8430.2,7849,8430.0,8430.4,8430.0
419,R419,9288.8,9288.6,9288.8,9288.6,3556
420,R420,9336.6,9336.6,9336.6,9336.4,3317
421,R421,8146.4,8146.8,9267,8146.4,8146.8
422,R422,4080,9184.2,9183.8,9184.2,9184.2
423,R423,8254.2,8729,8254.0,8254.0,8254.0
424,R424,8555.8,7222,8555.4,8555.6,8555.8
425,R425,4747,9050.8,9050.6,9050.6,9050.6
426,R426,9046.6,9046.4,9046.6,4767,9046.6
427,R427,8483.0,7585,8483.2,8483.2,8482.8
428,R428,4179,9164.2,9164.2,9164.4,9164.2
429,R429,9140.6,9141.0,4296,9141.0,9141.0
430,R430,9856.4,9856.6,717,9856.4,9856.6
431,R431,8490.2,8490.2,7550,8490.2,8489.8
432,R432,9504.2,9504.4,2479,9504.4,9504.0
433,R433,9462.2,9462.0,9462.2,9462.2,2689
434,R434,9157.0,9156.6,9156.6,9156.8,4216
435,R435,3284,9343.4,9343.4,9343.4,9343.0
436,R436,8106.6,8106.6,8106.4,8106.2,9468
437,R437,8315.6,8422,8315.4,8315.8,8315.4
438,R438,9094.6,9094.8,9094.8,4527,9094.8
439,R439,8511.2,8511.0,8510.8,8511.2,7445
440,R440,8471.8,8472.2,8472.2,7640,8471.8
441,R441,8080.6,8080.6,8080.6,8081.0,9596
442,R442,8964.6,8964.4,5177,8964.8,8964.6
443,R443,9933.6,9933.2,333,9933.4,9933.6
444,R444,8308.4,8458,8308.6,8308.2,8308.4
445,R445,9232.2,9232.2,9232.4,3839,9232.2
446,R446,3950,9210.0,9210.0,9210.2,9209.8
447,R447,9351.4,9351.4,9351.6,9351.8,3242
448,R448,8790.8,6045,8791.0,8790.8,8791.0
449,R449,8326,8334.8,8334.6,8335.0,8334.8
450,R450,9099.4,9099.8,4502,9099.6,9099.6
451,R451,8201.4,8994,8201.2,8201.4,8201.2
452,R452,8599.0,7004,8599.4,8599.2,8599.4
453,R453,9099.4,9099.4,4502,9099.4,9099.4
454,R454,8968.4,8968.0,8968.2,5159,8968.2
455,R455,5109,8978.4,8978.0,8978.2,8978.2
456,R456,8520.8,8521.0,7395,8521.2,8520.8
457,R457,6777,8644.4,8644.4,8644.8,8644.4
458,R458,8051.0,9746,8051.0,8050.6,8050.8
459,R459,9451.2,9451.0,9451.0,9451.2,2745
460,R460,6559,8688.0,8688.0,8688.2,8688.0
461,R461,9824.8,876,9824.6,9825.0,9824.6
462,R462,9752.6,9752.8,9753.0,1236,9752.8
463,R463,8038.2,9810,8037.8,8038.2,8038.0
464,R464,8482.6,8482.6,8482.2,8482.6,7588
465,R465,9935.0,9934.8,9935.0,9934.8,326
466,R466,9456.8,2716,9457.0,9456.6,9456.6
467,R467,8986,8202.8,8202.8,8202.8,8202.6
468,R468,9164.0,9164.0,9164.4,9164.2,4179
469,R469,4349,9130.2,9130.4,9130.4,9130.2
470,R470,8475.6,7622,8475.8,8475.8,8475.4
471,R471,8853.2,8853.4,5733,8853.4,8853.4
472,R472,8135.6,9323,8135.4,8135.4,8135.4
473,R473,8023.4,8023.2,8023.2,8023.2,9883
474,R474,9703.6,9703.6,1482,9703.6,9703.6
475,R475,9915.8,9915.6,9915.4,422,9915.8
476,R476,9622.6,9623.0,9622.8,9623.0,1886
477,R477,8871.4,8871.8,8871.4,5642,8871.6
478,R478,8885.4,8885.0,8885.4,8885.2,5574
479,R479,8683.4,6583,8683.2,8683.6,8683.4
480,R480,7987,8402.4,8402.6,8402.6,8402.8
481,R481,2185,9563.0,9562.8,9563.0,9562.8
482,R482,8965.8,8965.8,8965.6,8965.8,5171
483,R483,6968,8606.2,8606.6,8606.2,8606.4
484,R484,8913.2,8913.0,8913.4,8913.4,5434
485,R485,8071.6,8072.0,8072.0,8072.0,9641
486,R486,9871.8,9871.8,9871.8,9872.0,641
487,R487,9687.4,1563,9687.4,9687.2,9687.4
488,R488,6912,8617.6,8617.4,8617.8,8617.8
489,R489,9455.8,9456.2,9455.8,2720,9456.0
490,R490,9960.6,9960.8,197,9960.6,9960.4
491,R491,8896.2,8895.8,8896.0,8895.8,5520
492,R492,8174.0,8174.0,8174.2,9130,8173.8
493,R493,8397.6,8397.6,8011,8397.8,8397.8
494,R494,8161.4,8161.4,8161.2,9194,8161.4
495,R495,9521.0,9521.2,2394,9521.2,9521.4
496,R496,8880,8223.8,8224.2,8223.8,8223.8
497,R497,9161.8,9161.6,9161.8,4192,9161.4
498,R498,9563.0,9563.0,2186,9562.6,9562.8
499,R499,5386,8922.6,8922.8,8922.6,8922.6
