id,label,attr_0,attr_1
200,R200,7204,8559.0
201,R201,8500.2,7499
202,R202,1490,9702.0
203,R203,4464,9107.4
204,R204,8480.0,7600
205,R205,3756,9249.0
206,R206,2767,9446.6
207,R207,9733.4,1333
208,R208,714,9857.0
209,R209,9125.8,4370
210,R210,9538,8092.2
211,R211,9706.0,1469
212,R212,8269.4,8652
213,R213,2406,9518.6
214,R214,3832,9233.4
215,R215,9897,8020.8
216,R216,1027,9794.8
217,R217,9786.8,1067
218,R218,9148.2,4259
219,R219,1416,9717.0
220,R220,2174,9565.4
221,R221,9344.6,3278
222,R222,7623,8475.4
223,R223,1625,9675.0
224,R224,9437.8,2812
225,R225,9213.0,3936
226,R226,4988,9002.6
227,R227,8043.8,9780
228,R228,9666.2,1668
229,R229,8172.6,9137
230,R230,8185.2,9074
231,R231,3503,9299.4
232,R232,1154,9769.4
233,R233,5404,8919.0
234,R234,9883,8023.2
235,R235,8565,8286.8
236,R236,9344.0,3281
237,R237,9343,8131.4
238,R238,2944,9411.2
239,R239,8982.2,5088
240,R240,7156,8568.8
241,R241,3214,9357.0
242,R242,9876.6,618
243,R243,9510.8,2445
244,R244,8532.0,7341
245,R245,3242,9351.4
246,R246,9894.0,529
247,R247,147,9970.4
248,R248,8448.2,7758
249,R249,9136.2,4318
250,R250,8934.8,5325
251,R251,8334.2,8328
252,R252,8387.0,8066
253,R253,8895.6,5523
254,R254,3353,9329.4
255,R255,1780,9644.2
256,R256,9465.2,2675
257,R257,3756,9248.6
258,R258,8385.6,8073
259,R259,4924,9015.0
260,R260,8798.0,6010
261,R261,8091.2,9545
262,R262,457,9908.6
263,R263,9015.6,4921
264,R264,9406.4,2968
265,R265,9871.6,642
266,R266,9502.2,2489
267,R267,8199.8,9001
268,R268,9906.8,465
269,R269,9978.6,106
270,R270,9446,8110.6
271,R271,184,9963.0
272,R272,8074,8385.0
273,R273,9578.4,2108
274,R274,2680,9463.8
275,R275,8453.4,7733
276,R276,9714.0,1431
277,R277,5163,8967.6
278,R278,3452,9309.8
279,R279,8363.8,8182
280,R280,2462,9507.6
281,R281,9900,8020.0
282,R282,8277.4,8612
283,R283,8227.6,8863
284,R284,9095.4,4523
285,R285,8965.2,5174
286,R286,3039,9392.0
287,R287,8054.6,9728
288,R288,8417.4,7912
289,R289,9253,8149.6
290,R290,2072,9585.4
291,R291,8761.2,6193
292,R292,8420.8,7896
293,R293,6761,8647.8
294,R294,6728,8654.6
295,R295,2012,9597.6
296,R296,7121,8576.0
297,R297,9502.4,2489
298,R298,9910.2,448
299,R299,7749,8450.4
300,R300,5350,8930.2
301,R301,8993.8,5031
302,R302,5447,8910.6
303,R303,8646.2,6768
304,R304,8874.6,5626
305,R305,9048.0,4761
306,R306,9470,8106.2
307,R307,8011.2,9945
308,R308,8404.0,7981
309,R309,9670.6,1647
310,R310,1839,9632.0
311,R311,2843,9431.2
312,R312,9969.8,152
313,R313,9393.6,3033
314,R314,5194,8961.4
315,R315,8908.4,5459
316,R316,8939,8212.0
317,R317,8848.2,5758
318,R318,9970.8,147
319,R319,2848,9430.2
320,R320,9640.0,1799
321,R321,4812,9037.6
322,R322,9441,8111.8
323,R323,8019.6,9903
324,R324,6413,8717.2
325,R325,6103,8779.2
326,R326,3394,9321.2
327,R327,4826,9034.6
328,R328,8325,8334.8
329,R329,1609,9678.4
330,R330,9168,8166.6
331,R331,9515,8097.0
332,R332,7494,8501.4
333,R333,3936,9213.0
334,R334,6199,8760.2
335,R335,2358,9528.2
336,R336,8281,8343.6
337,R337,9162.8,4187
338,R338,3140,9372.0
339,R339,3919,9216.0
340,R340,6449,8710.2
341,R341,1492,9701.6
342,R342,8552,8289.8
343,R343,3508,9298.4
344,R344,9966.0,170
345,R345,9470.2,2649
346,R346,4120,9176.2
347,R347,7368,8526.4
348,R348,9183.8,4081
349,R349,6662,8667.4
350,R350,8686.4,6568
351,R351,9209.2,3953
352,R352,9085.4,4574
353,R353,9052.6,4738
354,R354,2592,9481.6
355,R355,9803.8,981
356,R356,8825,8234.8
357,R357,3542,9291.4
358,R358,8573.2,7133
359,R359,9450.8,2745
360,R360,2953,9409.6
361,R361,9012.0,4940
362,R362,8200.8,8997
363,R363,16,9997.0
364,R364,8912.6,5436
365,R365,1487,9702.8
366,R366,8230.4,8848
367,R367,8416.2,7919
368,R368,2219,9556.4
369,R369,8591.2,7044
370,R370,4869,9026.2
371,R371,7785,8442.8
372,R372,9643.8,1781
373,R373,9386.6,3066
374,R374,9608,8078.2
375,R375,8305.4,8474
376,R376,9354.4,3227
377,R377,8429.6,7851
378,R378,3967,9206.4
379,R379,2858,9428.6
380,R380,8321.0,8395
381,R381,9299.6,3501
382,R382,120,9976.2
383,R383,2033,9593.4
384,R384,8276.6,8616
385,R385,7924,8415.0
386,R386,8932.8,5336
387,R387,8912.4,5439
388,R388,1518,9696.4
389,R389,2283,9543.4
390,R390,589,9882.4
391,R391,8913.2,5434
392,R392,6667,8666.4
393,R393,8001.8,9990
394,R394,5841,8832.0
395,R395,4139,9172.4
396,R396,9416,8116.6
397,R397,9193.4,4032
398,R398,7105,8578.8
399,R399,5620,8876.0
400,R400,8644,8271.0
401,R401,3713,9257.4
402,R402,9700.2,1500
403,R403,8013.2,9935
404,R404,9608.8,1955
405,R405,8528.8,7357
406,R406,9758.8,1206
407,R407,7870,8426.0
408,R408,9879.8,602
409,R409,9558.6,2207
410,R410,9874.4,628
411,R411,9043.2,4784
412,R412,4194,9161.0
413,R413,216,9956.6
414,R414,9085.0,4575
415,R415,8215.0,8924
416,R416,8642.6,6788
417,R417,8727.0,6366
418,R418,4535,9092.8
419,R419,3482,9303.4
420,R420,9022.2,4889
421,R421,5017,8996.8
422,R422,9136.8,4316
423,R423,8852.6,5738
424,R424,1243,9751.2
425,R425,8533.2,7335
426,R426,8516.2,7420
427,R427,9030,8193.8
428,R428,2607,9478.8
429,R429,9620.0,1901
430,R430,9176.6,4117
431,R431,8924.2,5380
432,R432,9198.2,4009
433,R433,9471.4,2644
434,R434,8784.0,6079
435,R435,8356.0,8220
436,R436,9548.6,2256
437,R437,8776.0,6121
438,R438,7972,8405.4
439,R439,8060.8,9696
440,R440,6858,8628.4
441,R441,4692,9061.6
442,R442,9110,8178.0
443,R443,3344,9331.4
444,R444,6303,8739.4
445,R445,772,9845.8
446,R446,8310,8337.8
447,R447,8037.4,9812
448,R448,9049.4,4754
449,R449,7108,8578.6
450,R450,9228.6,3858
451,R451,9105.0,4474
452,R452,9606,8078.8
453,R453,9284.8,3575
454,R454,8694.6,6527
455,R455,263,9947.4
456,R456,9214.4,3929
457,R457,9966.4,167
458,R458,9205.4,3974
459,R459,1598,9680.6
460,R460,8396.8,8016
461,R461,9776.8,1117
462,R462,3747,9250.8
463,R463,8568.8,7156
464,R464,9767.2,1164
465,R465,895,9821.0
466,R466,8550.0,7249
467,R467,9933,8013.2
468,R468,8434.0,7830
469,R469,9749.0,1255
470,R470,6800,8639.8
471,R471,1929,9614.0
472,R472,8302.6,8487
473,R473,4295,9141.2
474,R474,3256,9349.0
475,R475,8360.4,8198
476,R476,8934.8,5325
477,R477,8323.0,8386
478,R478,9087.6,4562
479,R479,5050,8990.2
480,R480,8073.0,9636
481,R481,1372,9725.6
482,R482,5417,8916.6
483,R483,6522,8695.4
484,R484,9398,8120.6
485,R485,9713.0,1436
486,R486,6654,8669.4
487,R487,9090.8,4547
488,R488,7604,8479.4
489,R489,8023.6,9882
490,R490,9936.4,318
491,R491,3253,9349.6
492,R492,1216,9756.6
493,R493,8931.6,5341
494,R494,1663,9667.4
495,R495,9407.4,2963
496,R496,9509.4,2453
497,R497,774,9845.2
498,R498,8906.4,5468
499,R499,8714.0,6431
500,R500,9878.0,609
501,R501,5224,8955.2
502,R502,3487,9302.6
503,R503,8073,8385.6
504,R504,8358,8328.6
505,R505,9850,8030.2
506,R506,4596,9081.0
507,R507,8908.8,5455
508,R508,9492.8,2536
509,R509,8441.6,7792
510,R510,7768,8446.6
511,R511,8054.6,9728
512,R512,9087.6,4562
513,R513,8969,8206.0
514,R514,7226,8554.8
515,R515,9853.0,735
516,R516,9657.2,1714
517,R517,248,9950.2
518,R518,1126,9774.8
519,R519,9805,8038.8
520,R520,9902.2,489
521,R521,6156,8768.6
522,R522,6005,8799.0
523,R523,9689,8062.0
524,R524,9183.4,4084
525,R525,3862,9227.4
526,R526,9012.6,4937
527,R527,8384,8323.2
528,R528,2589,9482.0
529,R529,9264.0,3681
530,R530,2827,9434.4
531,R531,9423.4,2883
532,R532,3388,9322.4
533,R533,9608.2,1959
534,R534,8725.2,6373
535,R535,9283.4,3584
536,R536,9564,8087.2
537,R537,8182.8,9087
538,R538,5191,8962.0
539,R539,3661,9267.6
540,R540,9840.4,797
541,R541,9587.8,2062
542,R542,9151.2,4244
543,R543,1128,9774.6
544,R544,5637,8872.4
545,R545,9922.0,390
546,R546,5288,8942.6
547,R547,8438,8312.6
548,R548,8038,8392.2
549,R549,4767,9046.6
550,R550,5433,8913.4
551,R551,8472.0,7641
552,R552,1594,9681.4
553,R553,8428,8314.2
554,R554,5339,8932.0
555,R555,5298,8940.4
556,R556,8331.0,8344
557,R557,8955.2,5223
558,R558,9305.2,3474
559,R559,655,9869.0
560,R560,768,9846.4
561,R561,8000.8,9995
562,R562,6278,8744.6
563,R563,8134.8,9327
564,R564,8194.0,9031
565,R565,9323.6,3381
566,R566,1905,9619.0
567,R567,9003,8199.2
568,R568,9813,8037.2
569,R569,9543.6,2281
570,R570,2195,9561.2
571,R571,8208.2,8960
572,R572,8818.2,5910
573,R573,8201.6,8993
574,R574,7794,8441.2
575,R575,7734,8453.4
576,R576,3936,9213.0
577,R577,4241,9151.8
578,R578,9622.6,1888
579,R579,2111,9577.6
580,R580,3307,9338.4
581,R581,1732,9653.8
582,R582,8116.4,9417
583,R583,9806,8038.6
584,R584,9806.8,966
585,R585,9858.8,705
586,R586,4606,9079.0
587,R587,8060,8388.0
588,R588,8476.0,7619
589,R589,3094,9381.0
590,R590,979,9804.2
591,R591,8431.4,7844
592,R592,6526,8694.6
593,R593,8481.8,7591
594,R594,9332,8133.8
595,R595,9908,8018.2
596,R596,8091.2,9544
597,R597,7259,8548.2
598,R598,6674,8665.4
599,R599,3966,9207.0
600,R600,8690.6,6547
601,R601,9534.2,2328
602,R602,8549,8290.2
603,R603,266,9946.6
604,R604,9993.4,32
605,R605,8857.2,5714
606,R606,6766,8647.0
607,R607,8280.8,8596
608,R608,7714,8457.2
609,R609,8712.0,6441
610,R610,9289.8,3550
611,R611,9808.0,961
612,R612,9472.2,2639
613,R613,9095,8181.0
614,R614,1315,9737.0
615,R615,5242,8951.8
616,R616,9249.2,3754
617,R617,8842.8,5787
618,R618,4904,9019.2
619,R619,9699,8060.4
620,R620,8325.2,8375
621,R621,681,9863.8
622,R622,9706.4,1468
623,R623,1910,9617.8
624,R624,8339,8332.2
625,R625,2629,9474.0
626,R626,4285,9143.0
627,R627,8181.0,9094
628,R628,8885.4,5573
629,R629,8132.6,9337
630,R630,8620.4,6899
631,R631,8874.0,5631
632,R632,9617.8,1912
633,R633,8667,8266.6
634,R634,9507.2,2463
635,R635,9065.4,4674
636,R636,8376.0,8120
637,R637,8184.0,9080
638,R638,670,9865.8
639,R639,9302.0,3491
640,R640,6224,8755.2
641,R641,9221.2,3894
642,R642,3014,9397.4
643,R643,5336,8932.6
644,R644,9825.8,870
645,R645,8574.6,7126
646,R646,8198.8,9006
647,R647,8698.4,6507
648,R648,9135.4,4323
649,R649,3140,9371.8
650,R650,8024,8395.4
651,R651,9899.8,502
652,R652,2448,9510.4
653,R653,302,9939.8
654,R654,9200.6,3998
655,R655,5239,8952.0
656,R656,4000,9200.0
657,R657,8171.6,9141
658,R658,3561,9288.0
659,R659,1963,9607.4
660,R660,9961.6,191
661,R661,9078,8184.6
662,R662,6158,8768.6
663,R663,8227.6,8861
664,R664,8135.0,9326
665,R665,9093.6,4533
666,R666,9173.4,4133
667,R667,9422.8,2886
668,R668,9398,8120.6
669,R669,9311.0,3444
670,R670,9253,8149.6
671,R671,3666,9266.8
672,R672,8070.2,9650
673,R673,9912.6,437
674,R674,3600,9280.0
675,R675,8490.2,7550
676,R676,8565.6,7171
677,R677,8048.2,9758
678,R678,2859,9428.2
679,R679,9866.4,668
680,R680,9099.4,4503
681,R681,9466.0,2669
682,R682,9485.8,2571
683,R683,4192,9161.6
684,R684,1328,9734.2
685,R685,5094,8981.4
686,R686,6581,8684.0
687,R687,8918.4,5409
688,R688,9731,8053.6
689,R689,8671.2,6643
690,R690,8734.6,6326
691,R691,2857,9428.4
692,R692,9549.2,2253
693,R693,9326.8,3366
694,R694,3903,9219.4
695,R695,6838,8632.6
696,R696,9255,8149.2
697,R697,9476.8,2617
698,R698,3817,9236.6
699,R699,1408,9718.4
700,R700,9720.4,1398
701,R701,6754,8649.2
702,R702,8487,8302.8
703,R703,6824,8635.4
704,R704,6948,8610.4
705,R705,8785.6,6072
706,R706,8496.4,7519
707,R707,8192,8361.6
708,R708,9882,8023.8
709,R709,1159,9768.0
710,R710,7038,8592.4
711,R711,8788.8,6055
712,R712,8071.6,9643
713,R713,8087.6,9562
714,R714,9213.4,3933
715,R715,9608.2,1960
716,R716,9565,8086.8
717,R717,7524,8495.0
718,R718,8550.6,7246
719,R719,9517.0,2414
720,R720,1791,9642.0
721,R721,829,9834.4
722,R722,2356,9528.8
723,R723,1772,9645.4
724,R724,9055.0,4725
725,R725,8611.6,6943
726,R726,9459.6,2702
727,R727,5033,8993.6
728,R728,8089.2,9555
729,R729,9318.6,3407
730,R730,8870,8226.2
731,R731,6201,8759.6
732,R732,1552,9689.8
733,R733,8985,8203.0
734,R734,8330.4,8349
735,R735,6463,8707.6
736,R736,8224.6,8878
737,R737,8660.4,6698
738,R738,8790,8241.8
739,R739,8890.6,5546
740,R740,9445,8111.2
741,R741,9023,8195.2
742,R742,3665,9267.0
743,R743,6878,8624.2
744,R744,9163.2,4185
745,R745,9832.2,838
746,R746,8005.0,9975
747,R747,8421.4,7893
748,R748,7883,8423.2
749,R749,8214.6,8927
750,R750,5844,8831.4
751,R751,9394.8,3025
752,R752,9683.8,1580
753,R753,7247,8550.6
754,R754,8219.2,8904
755,R755,7067,8586.8
756,R756,2898,9420.4
757,R757,8103,8379.6
758,R758,9821.0,896
759,R759,8788,8242.4
760,R760,7271,8545.6
761,R761,8495.0,7526
762,R762,720,9855.8
763,R763,8214.4,8929
764,R764,8101.4,9494
765,R765,9034.8,4827
766,R766,2530,9493.8
767,R767,8978,8204.4
768,R768,7304,8539.4
769,R769,8432.2,7839
770,R770,4149,9170.0
771,R771,8738.0,6311
772,R772,9108.6,4458
773,R773,5761,8847.8
774,R774,8302.4,8488
775,R775,9193,8161.4
776,R776,2874,9425.4
777,R777,7916,8417.0
778,R778,9284.0,3581
779,R779,9457.8,2710
780,R780,4661,9068.0
781,R781,8685.8,6570
782,R782,8776.8,6115
783,R783,251,9949.8
784,R784,8999.0,5005
785,R785,2776,9445.0
786,R786,5333,8933.2
787,R787,8100.8,9496
788,R788,8950.6,5246
789,R789,8043.2,9783
790,R790,9412.0,2941
791,R791,8145.2,9275
792,R792,5065,8987.2
793,R793,8952,8209.8
794,R794,6069,8786.0
795,R795,4547,9090.8
796,R796,7077,8584.8
797,R797,9239,8152.0
798,R798,9576,8084.6
799,R799,9804.6,976
800,R800,3469,9306.0
801,R801,8483.8,7580
802,R802,9415.6,2922
803,R803,9028.8,4855
804,R804,1822,9635.8
805,R805,9343.2,3285
806,R806,6781,8643.6
807,R807,6220,8756.0
808,R808,469,9906.4
809,R809,3357,9328.8
810,R810,7018,8596.6
811,R811,9141.8,4290
812,R812,3094,9381.4
813,R813,5751,8850.0
814,R814,9248.2,3758
815,R815,4216,9156.8
816,R816,8943.4,5284
817,R817,2273,9545.4
818,R818,9387.2,3064
819,R819,8369,8326.4
820,R820,9809.4,952
821,R821,6159,8768.0
822,R822,8414.2,7928
823,R823,8948.8,5257
824,R824,8477.4,7614
825,R825,8412.0,7941
826,R826,8818.4,5908
827,R827,2892,9421.6
828,R828,9786.8,1065
829,R829,8253.8,8731
830,R830,9051.4,4743
831,R831,7778,8444.4
832,R832,8212.6,8938
833,R833,4311,9137.6
834,R834,4902,9019.6
835,R835,532,9893.4
836,R836,8434,8313.2
837,R837,9078,8184.6
838,R838,8722.0,6390
839,R839,3766,9247.0
840,R840,1842,9631.8
841,R841,9539.4,2303
842,R842,9773.0,1136
843,R843,5426,8914.6
844,R844,5549,8890.0
845,R845,9012.0,4940
846,R846,9558.0,2211
847,R847,3065,9387.2
848,R848,8905.2,5473
849,R849,9045.2,4774
850,R850,7736,8452.8
851,R851,9336.8,3315
852,R852,3189,9362.4
853,R853,2728,9454.4
854,R854,8922.6,5388
855,R855,8137,8372.8
856,R856,7784,8443.4
857,R857,8127.0,9366
858,R858,206,9959.0
859,R859,959,9808.4
860,R860,336,9933.0
861,R861,2028,9594.2
862,R862,9785,8043.0
863,R863,9079,8184.2
864,R864,8422.0,7889
865,R865,8868,8226.4
866,R866,8669.0,6655
867,R867,515,9897.0
868,R868,9543.6,2283
869,R869,9149.8,4251
870,R870,8709.8,6451
871,R871,8417.4,7914
872,R872,1967,9606.4
873,R873,8362.6,8186
874,R874,4273,9145.6
875,R875,9777.6,1112
876,R876,9845.2,773
877,R877,5091,8982.0
878,R878,2645,9471.2
879,R879,8173.6,9131
880,R880,9032,8193.4
881,R881,2182,9563.4
882,R882,8503,8299.6
883,R883,8191.6,9041
884,R884,9691.0,1545
885,R885,9169.6,4152
886,R886,8649,8270.2
887,R887,505,9899.0
888,R888,9267.2,3664
889,R889,8805,8239.0
890,R890,7578,8484.2
891,R891,8696.6,6518
892,R892,2472,9505.4
893,R893,6026,8795.0
894,R894,9999.6,3
895,R895,9406.2,2970
896,R896,3074,9385.0
897,R897,8980.2,5099
898,R898,9452.6,2738
899,R899,1169,9766.2
900,R900,6528,8694.2
901,R901,9144.4,4279
902,R902,8583.4,7083
903,R903,9833,8033.6
904,R904,6521,8695.6
905,R905,9180.8,4095
906,R906,4776,9044.8
907,R907,9037.6,4813
908,R908,3709,9258.0
909,R909,8998.0,5009
910,R910,8174.6,9126
911,R911,6196,8760.6
912,R912,7297,8540.4
913,R913,9774.2,1129
914,R914,9584.4,2078
915,R915,4432,9113.4
916,R916,3916,9216.8
917,R917,237,9952.6
918,R918,9490.2,2548
919,R919,8530.4,7347
920,R920,4594,9081.0
921,R921,8336.6,8317
922,R922,8054.6,9727
923,R923,8190.2,9049
924,R924,8666.2,6668
925,R925,8545.0,7274
926,R926,8562,8287.6
927,R927,9010.2,4948
928,R928,2633,9473.6
929,R929,8699.4,6503
930,R930,3588,9282.2
931,R931,9127.4,4363
932,R932,2807,9438.4
933,R933,9814,8037.0
934,R934,8155.8,9220
935,R935,2344,9531.4
936,R936,2556,9488.6
937,R937,8854.6,5728
938,R938,9436.2,2820
939,R939,8928.8,5357
940,R940,8244.6,8778
941,R941,8815.8,5921
942,R942,6582,8683.4
943,R943,9136.2,4318
944,R944,26,9994.8
945,R945,9684.6,1577
946,R946,9448,8110.4
947,R947,5384,8923.2
948,R948,9153.4,4233
949,R949,9400.6,2997
950,R950,5936,8812.8
951,R951,7630,8473.8
952,R952,8513.8,7432
953,R953,2747,9450.8
954,R954,8420.0,7901
955,R955,9390.6,3046
956,R956,5258,8948.2
957,R957,2758,9448.4
958,R958,9006,8199.0
959,R959,8369,8326.4
960,R960,902,9819.6
961,R961,7438,8512.6
962,R962,8245.4,8772
963,R963,8174.4,9129
964,R964,8882.2,5590
965,R965,5147,8970.8
966,R966,8179.2,9105
967,R967,8582,8283.8
968,R968,9531.0,2346
969,R969,9917,8016.6
970,R970,8684.4,6579
971,R971,1548,9690.6
972,R972,8394.6,8027
973,R973,8411.8,7940
974,R974,9291.6,3543
975,R975,9845.8,770
976,R976,4494,9101.0
977,R977,8359.4,8202
978,R978,8467.6,7663
979,R979,5050,8990.2
980,R980,6710,8657.8
981,R981,8253.8,8732
982,R982,5931,8814.0
983,R983,6584,8683.4
984,R984,9240.4,3798
985,R985,9951.4,244
986,R986,2633,9473.6
987,R987,8754,8249.4
988,R988,8500.8,7495
989,R989,8109.4,9454
990,R990,6204,8759.4
991,R991,8677.4,6614
992,R992,635,9873.0
993,R993,9942.0,290
994,R994,8998.2,5010
995,R995,2722,9455.8
996,R996,91,9981.6
997,R997,5477,8904.8
998,R998,2408,9518.4
999,R999,8945.2,5273
1000,R1000,2952,9409.4
1001,R1001,3891,9222.0
1002,R1002,8904,8219.0
1003,R1003,8512.4,7437
1004,R1004,9094,8181.4
1005,R1005,9873.8,631
1006,R1006,9288,8142.4
1007,R1007,2196,9560.6
1008,R1008,6294,8741.0
1009,R1009,2506,9498.6
1010,R1010,4389,9122.4
1011,R1011,8881.8,5590
1012,R1012,9241,8152.0
1013,R1013,4897,9020.8
1014,R1014,9293.4,3534
1015,R1015,8030.6,9846
1016,R1016,8453.4,7734
1017,R1017,9137.4,4312
1018,R1018,4531,9094.0
1019,R1019,9592.2,2040
1020,R1020,8167,8366.8
1021,R1021,8895.0,5525
1022,R1022,9269,8146.2
1023,R1023,9143,8171.6
1024,R1024,8827.2,5865
1025,R1025,775,9845.0
1026,R1026,3395,9321.2
1027,R1027,8398.8,8006
1028,R1028,3928,9214.6
1029,R1029,8843.2,5783
1030,R1030,5281,8943.6
1031,R1031,9989.0,56
1032,R1032,2248,9550.4
1033,R1033,9425.2,2874
1034,R1034,8894.8,5526
1035,R1035,6798,8640.4
1036,R1036,2440,9512.2
1037,R1037,4198,9160.2
1038,R1038,8487.6,7563
1039,R1039,1333,9733.4
1040,R1040,4700,9060.0
1041,R1041,4449,9110.0
1042,R1042,9068.8,4656
1043,R1043,8820.6,5898
1044,R1044,8500,8300.2
1045,R1045,9267.4,3663
1046,R1046,8839,8232.2
1047,R1047,3977,9204.6
1048,R1048,8978,8204.4
1049,R1049,9803.0,985
1050,R1050,8196.0,9021
1051,R1051,9294.8,3525
1052,R1052,2147,9570.4
1053,R1053,9912,8017.4
1054,R1054,9484.4,2577
1055,R1055,8700.4,6498
1056,R1056,8521.8,7390
1057,R1057,8833.6,5833
1058,R1058,4886,9022.8
1059,R1059,6810,8638.0
1060,R1060,5533,8893.2
1061,R1061,3673,9265.4
1062,R1062,6725,8654.8
1063,R1063,8486.0,7571
1064,R1064,9745.2,1273
1065,R1065,1224,9755.4
1066,R1066,9152,8169.6
1067,R1067,2721,9455.6
1068,R1068,9708.4,1457
1069,R1069,9411.8,2941
1070,R1070,4888,9022.4
