id,label,attr_0,attr_1,attr_2,attr_3,attr_4,attr_5,attr_6
33,R33,8382.2,8382.2,8381.8,8090,8382.2,8382.2,8381.8
34,R34,8627.8,8627.8,8627.4,8627.6,8627.8,6862,8627.6
35,R35,8511.0,8511.2,7445,8511.2,8511.0,8511.2,8510.8
36,R36,8061.2,8061.6,8061.2,8061.6,8061.4,9693,8061.2
37,R37,9164.4,9164.0,9164.2,9164.2,9164.0,4179,9164.2
38,R38,6382,8723.6,8723.4,8723.8,8723.4,8723.8,8723.6
39,R39,1856,9628.8,9628.6,9628.8,9629.0,9628.8,9629.0
40,R40,8089.0,8088.8,8088.8,8089.0,9555,8089.2,8089.2
41,R41,8438.2,8438.4,8438.2,8438.6,7808,8438.6,8438.2
42,R42,9797.2,9797.0,9796.8,1015,9796.8,9797.2,9797.0
43,R43,8234.6,8234.4,8234.6,8828,8234.4,8234.2,8234.4
44,R44,5030,8994.0,8993.8,8994.0,8994.0,8994.2,8994.0
45,R45,8550.2,7249,8550.2,8550.4,8550.2,8550.2,8550.0
46,R46,8967.0,8967.0,5166,8967.0,8966.6,8966.8,8966.8
47,R47,3266,9347.0,9346.6,9346.8,9346.8,9346.8,9346.6
48,R48,9194.0,9194.0,9193.8,9194.0,9194.0,4030,9194.0
49,R49,8117.8,9411,8117.6,8118.0,8117.8,8117.6,8117.6
50,R50,8117,8376.8,8376.8,8376.4,8376.6,8376.8,8376.8
51,R51,8627.4,8627.4,8627.2,8627.4,8627.4,8627.2,6863
52,R52,8698.8,8698.4,8698.8,8698.8,6507,8698.6,8698.8
53,R53,9939.8,9939.8,300,9940.2,9940.2,9940.2,9939.8
54,R54,9253.8,9253.8,9253.8,9253.8,3732,9253.6,9253.4
55,R55,9455.4,9455.8,9455.8,9455.4,9455.6,2722,9455.6
56,R56,8382,8323.4,8323.4,8323.6,8323.6,8323.8,8323.4
57,R57,8109.8,8110.2,8110.0,8110.2,9450,8110.0,8110.0
58,R58,9544.6,9544.4,9544.8,9544.4,2277,9544.6,9544.8
59,R59,8830.4,5847,8830.4,8830.4,8830.6,8830.8,8830.6
60,R60,8449,8310.2,8310.4,8310.0,8310.4,8310.2,8310.2
61,R61,8193.6,8193.8,8194.0,8194.0,8193.8,9031,8194.0
62,R62,5935,8812.8,8812.8,8812.8,8812.8,8813.2,8813.0
63,R63,9083.6,9083.6,9083.4,9083.4,4583,9083.6,9083.2
64,R64,9320.0,3399,9320.0,9320.4,9320.2,9320.0,9320.2
65,R65,9797.8,9797.4,1012,9797.4,9797.8,9797.6,9797.4
66,R66,9807.8,961,9807.8,9807.8,9808.0,9807.6,9807.8
67,R67,8841.4,8841.6,8841.2,5793,8841.4,8841.4,8841.6
68,R68,8798.6,8798.4,8798.6,8798.6,6008,8798.6,8798.2
69,R69,9611.6,9611.8,9611.8,9612.0,1941,9611.8,9611.6
70,R70,8937.4,8937.4,8937.2,5314,8937.2,8937.2,8937.0
71,R71,9081.4,9081.4,9081.0,9081.4,9081.0,4594,9081.4
72,R72,8988.0,8987.8,5061,8987.8,8987.6,8987.6,8987.8
73,R73,8110.4,8110.8,8110.4,8110.8,8110.6,8110.8,9447
74,R74,8659.0,8659.0,6704,8659.2,8659.0,8659.2,8659.0
75,R75,8661,8267.8,8267.6,8268.0,8268.0,8267.8,8267.6
76,R76,8948.8,8948.8,8948.8,8948.8,5257,8948.8,8948.6
77,R77,9707.6,9707.4,9707.6,9707.6,9707.4,1463,9707.2
78,R78,8130.0,8130.0,8129.8,8130.0,8129.8,9350,8130.2
79,R79,8891.2,8891.4,8891.0,5544,8891.0,8891.2,8891.2
80,R80,9863.8,9863.8,9864.0,9864.0,9863.6,681,9864.0
81,R81,8410.2,8410.2,8410.2,8410.4,7948,8410.6,8410.6
82,R82,9435.6,9436.0,2821,9435.6,9436.0,9435.6,9435.6
83,R83,9808.6,9808.6,957,9808.4,9808.6,9808.8,9808.8
84,R84,9984.8,9984.6,9984.6,77,9984.6,9984.6,9984.4
85,R85,8202.4,8988,8202.2,8202.6,8202.6,8202.6,8202.6
86,R86,8642.2,8642.4,8642.2,8642.0,8642.4,8642.4,6789
87,R87,8512.6,8512.4,8512.8,8512.4,7437,8512.8,8512.8
88,R88,8691.6,8692.0,6541,8691.8,8691.6,8691.6,8691.6
89,R89,9833.0,9833.0,835,9833.0,9833.0,9833.2,9832.8
90,R90,8071.8,8071.6,8071.6,8071.6,8071.6,9641,8071.6
91,R91,8476.8,8477.0,8476.8,8477.0,7615,8476.8,8477.0
92,R92,8076.8,9615,8077.0,8077.2,8077.0,8077.2,8076.8
93,R93,8183.6,8183.6,8183.6,8183.8,8183.4,9082,8183.6
94,R94,8543.6,7283,8543.6,8543.2,8543.2,8543.2,8543.6
95,R95,8424.8,8424.8,8425.0,8425.0,8424.6,8424.8,7876
96,R96,8509.6,8509.2,8509.4,8509.6,7453,8509.4,8509.2
97,R97,2789,9442.0,9442.2,9442.4,9442.4,9442.2,9442.2
98,R98,8663.0,6684,8663.4,8663.2,8663.0,8663.2,8663.0
99,R99,8827.6,5862,8827.4,8827.4,8827.8,8827.8,8827.6
100,R100,9445.8,9446.0,9446.2,9446.0,9445.8,2770,9446.2
101,R101,8373.0,8373.0,8373.2,8373.4,8373.4,8134,8373.4
102,R102,9509.8,9509.8,9510.2,9510.0,9509.8,9510.2,2450
103,R103,8279.6,8279.6,8279.2,8279.2,8603,8279.2,8279.4
104,R104,8862.8,5686,8863.0,8862.6,8862.8,8862.8,8863.0
105,R105,2969,9406.2,9406.2,9406.2,9406.4,9406.4,9406.0
106,R106,8872.2,8872.0,8872.0,8872.4,8872.4,5639,8872.2
107,R107,9138.2,9138.6,4308,9138.2,9138.2,9138.4,9138.6
108,R108,8723.6,8723.8,8723.6,8723.6,6381,8723.6,8723.6
109,R109,8682,8263.6,8263.4,8263.4,8263.8,8263.6,8263.6
110,R110,8791.8,8791.8,8791.6,8792.0,6041,8791.6,8791.6
111,R111,8023.2,8023.4,9883,8023.2,8023.6,8023.4,8023.4
112,R112,9347.4,9347.0,3264,9347.2,9347.4,9347.4,9347.0
113,R113,8497.8,8497.6,7511,8497.6,8497.6,8498.0,8497.8
114,R114,8829.4,8829.4,8829.2,5854,8829.2,8829.2,8829.4
115,R115,9527.2,9527.2,9527.0,9527.0,9527.4,2364,9527.0
116,R116,9692.0,9691.6,1541,9691.6,9691.8,9691.6,9691.6
117,R117,8115.6,8115.4,9423,8115.4,8115.2,8115.4,8115.2
118,R118,9492.2,9492.0,2540,9491.8,9492.0,9492.2,9492.2
119,R119,8496.8,7517,8496.6,8496.6,8496.4,8496.4,8496.4
120,R120,9250.6,9250.6,3746,9250.6,9250.6,9251.0,9250.6
121,R121,9615.2,9614.8,9614.8,9615.2,1925,9615.0,9615.0
122,R122,8205.8,8206.0,8206.0,8205.8,8206.0,8205.6,8971
123,R123,9512.2,9512.0,2439,9512.4,9512.2,9512.4,9512.2
124,R124,9153.6,9153.6,9154.0,9153.8,9154.0,4231,9153.8
125,R125,8719.2,8718.8,8719.0,8718.8,6405,8719.0,8719.2
126,R126,9784.4,9784.8,9784.4,1077,9784.4,9784.6,9784.8
127,R127,9639.8,9639.8,9640.2,9639.8,9640.0,1800,9639.8
128,R128,9977.6,9978.0,111,9978.0,9977.6,9978.0,9977.8
129,R129,9200,8159.8,8159.8,8160.0,8160.2,8160.2,8160.0
130,R130,8141.6,9293,8141.6,8141.6,8141.6,8141.2,8141.6
131,R131,9088.2,4558,9088.2,9088.4,9088.6,9088.6,9088.6
132,R132,9888,8022.2,8022.4,8022.6,8022.2,8022.2,8022.2
133,R133,3884,9223.0,9223.4,9223.0,9223.2,9223.0,9223.0
134,R134,8635.4,8635.4,8635.4,8635.0,8635.0,6824,8635.2
135,R135,8461.4,8461.6,8461.6,7692,8461.6,8461.6,8461.8
136,R136,9046.6,9046.8,4767,9046.8,9046.6,9046.8,9046.8
137,R137,9320.4,3397,9320.4,9320.8,9320.8,9320.8,9320.8
138,R138,9352.2,9352.2,3238,9352.2,9352.6,9352.2,9352.2
139,R139,385,9923.0,9922.8,9923.2,9923.2,9922.8,9923.2
140,R140,8418,8316.2,8316.4,8316.4,8316.4,8316.2,8316.6
141,R141,9846.4,9846.4,767,9846.8,9846.8,9846.6,9846.4
142,R142,9612,8077.6,8077.4,8077.6,8077.8,8077.6,8077.4
143,R143,8607.6,6963,8607.6,8607.4,8607.6,8607.6,8607.6
144,R144,9908.4,9908.2,9908.0,9908.2,9908.2,459,9908.4
145,R145,8212.8,8212.8,8936,8212.6,8213.0,8212.8,8212.8
146,R146,760,9848.2,9848.0,9848.2,9848.0,9848.0,9848.2
147,R147,9941.8,9942.0,9942.0,9941.6,291,9941.8,9942.0
148,R148,8184.8,8184.6,8184.8,8184.6,9076,8185.0,8185.0
149,R149,9903.0,485,9903.2,9903.2,9903.0,9903.2,9903.0
150,R150,8161.4,8161.8,8161.8,8161.8,8161.6,8161.6,9192
151,R151,8821.4,8821.4,8821.4,5893,8821.2,8821.6,8821.4
152,R152,8124.8,8124.8,8124.4,8124.6,8124.4,8124.4,9377
153,R153,9981.6,9981.2,93,9981.2,9981.2,9981.6,9981.4
154,R154,9637.6,9637.2,1813,9637.6,9637.2,9637.2,9637.4
155,R155,9452.0,2741,9451.8,9451.8,9451.6,9452.0,9451.6
156,R156,8332.6,8332.6,8332.8,8332.6,8333.0,8332.6,8336
157,R157,9605.4,9605.8,9605.8,9605.8,9605.8,1972,9605.8
158,R158,9092.8,9092.4,9092.6,4537,9092.6,9092.4,9092.8
159,R159,8478.2,8478.6,8478.6,8478.2,8478.4,7608,8478.2
160,R160,9244.4,3777,9244.4,9244.8,9244.8,9244.4,9244.8
161,R161,9686.0,9686.0,9685.8,9685.8,9685.8,9685.8,1570
162,R162,6295,8741.0,8741.2,8741.2,8741.0,8741.2,8741.0
163,R163,8569.8,8569.4,7152,8569.6,8569.6,8569.4,8569.8
164,R164,7693,8461.2,8461.6,8461.2,8461.4,8461.2,8461.2
165,R165,9880.8,9880.6,9880.8,9880.8,9881.0,596,9880.8
166,R166,5887,8822.4,8822.6,8822.6,8822.8,8822.8,8822.6
167,R167,8026.2,9870,8025.8,8026.0,8025.8,8026.0,8026.0
168,R168,9242.6,9242.2,9242.2,9242.4,9242.2,3788,9242.4
169,R169,8537.2,7314,8537.2,8537.2,8537.4,8537.2,8537.0
170,R170,8406.8,8407.2,8407.2,8407.0,8406.8,8407.0,7965
171,R171,9121.6,9121.8,9121.8,9121.6,4391,9122.0,9121.8
172,R172,9108.4,9108.0,9108.4,9108.2,9108.0,4459,9108.2
173,R173,9999.8,2,9999.4,9999.4,9999.4,9999.8,9999.4
174,R174,3072,9385.6,9385.4,9385.8,9385.6,9385.8,9385.8
175,R175,7710,8457.8,8458.0,8458.0,8457.8,8458.2,8457.8
176,R176,9527.4,9527.0,2364,9527.4,9527.0,9527.2,9527.4
177,R177,8451.2,8451.4,8451.6,7743,8451.6,8451.6,8451.2
178,R178,9490.2,2549,9490.2,9490.4,9490.2,9490.2,9490.2
179,R179,8653.0,8653.0,8652.8,8652.6,8653.0,6736,8652.6
180,R180,9266.4,3669,9266.2,9266.2,9266.4,9266.0,9266.0
181,R181,8052.4,8052.0,8052.2,9739,8052.0,8052.2,8052.2
182,R182,9325.6,9325.6,9325.6,9325.4,9325.8,9325.6,3372
183,R183,8117.0,8117.2,8117.2,8117.0,9414,8117.2,8117.0
184,R184,8453.4,8453.2,8453.6,8453.4,8453.2,8453.6,7733
185,R185,9707.2,9707.4,9707.2,9707.2,9707.2,9707.4,1464
186,R186,8124.0,8124.0,8123.6,8124.0,9381,8124.0,8123.6
187,R187,9581.8,9581.8,9582.0,9582.0,2090,9581.8,9582.2
188,R188,2259,9548.0,9548.2,9548.2,9548.2,9548.2,9548.0
189,R189,8629.0,8629.0,6856,8628.6,8629.0,8628.8,8629.0
190,R190,890,9821.8,9822.0,9822.0,9822.2,9822.2,9822.2
191,R191,8981.4,5093,8981.4,8981.4,8981.6,8981.6,8981.2
192,R192,8161.4,9193,8161.2,8161.6,8161.4,8161.2,8161.4
193,R193,2682,9463.8,9463.4,9463.6,9463.4,9463.6,9463.8
194,R194,8693.0,6536,8693.0,8692.8,8692.6,8692.8,8692.6
195,R195,9495.0,9495.2,2525,9494.8,9494.8,9495.0,9494.8
196,R196,9189.0,9188.8,9188.6,9188.8,9188.6,4056,9188.6
197,R197,9907.8,9908.0,9908.2,9907.8,9908.0,9907.8,460
198,R198,8849.0,8849.4,5754,8849.4,8849.2,8849.2,8849.2
199,R199,5167,8966.6,8966.8,8966.4,8966.8,8966.4,8966.8
200,R200,9314.0,9313.6,9313.6,9314.0,9313.8,9314.0,3431
201,R201,8464.2,8464.2,8464.0,8464.2,7679,8464.0,8464.4
202,R202,8566.4,8566.4,8566.2,8566.6,7168,8566.2,8566.2
203,R203,8942.8,8943.2,8942.8,8942.8,8943.0,5285,8943.0
204,R204,3608,9278.4,9278.6,9278.4,9278.6,9278.2,9278.6
205,R205,449,9910.2,9910.4,9910.2,9910.4,9910.2,9910.0
206,R206,8921,8216.0,8215.6,8215.6,8215.8,8215.8,8215.8
207,R207,9479.8,9479.6,2601,9479.6,9479.6,9480.0,9479.8
208,R208,9385.2,9384.8,9385.0,9385.2,9384.8,3075,9385.0
209,R209,8278,8344.6,8344.2,8344.6,8344.6,8344.6,8344.4
210,R210,8949.4,8949.6,5252,8949.6,8949.8,8949.4,8949.6
211,R211,8260.8,8260.6,8260.8,8260.4,8260.8,8697,8260.4
212,R212,8727.8,8727.6,8727.8,8727.4,6362,8727.8,8727.8
213,R213,8862.4,8862.0,8862.4,8862.0,8862.2,5689,8862.2
214,R214,8712.2,8712.2,8712.2,8712.6,8712.6,8712.2,6438
215,R215,9072.6,9072.6,9072.6,9072.4,9072.6,4638,9072.2
216,R216,8072.8,8073.0,8072.8,9636,8072.8,8072.6,8073.0
217,R217,8868.6,8868.8,5657,8868.4,8868.8,8868.4,8868.4
218,R218,8537.6,8537.2,8537.2,7313,8537.6,8537.4,8537.4
219,R219,8372.4,8372.2,8372.2,8372.2,8138,8372.2,8372.6
220,R220,9818.0,9817.6,9817.6,9817.6,911,9817.8,9817.8
221,R221,8426.4,8426.0,8426.2,8426.0,8426.2,8426.0,7869
222,R222,8570.4,7149,8570.2,8570.4,8570.0,8570.2,8570.4
223,R223,9122.8,9123.0,9123.0,9123.0,4385,9123.2,9122.8
224,R224,8111.0,8111.0,8111.0,8111.2,8110.8,9445,8111.0
225,R225,9350.4,3248,9350.6,9350.4,9350.2,9350.2,9350.6
226,R226,1064,9787.0,9787.4,9787.4,9787.0,9787.0,9787.4
227,R227,9265.6,9265.8,9266.0,9265.6,9266.0,9265.6,3671
228,R228,9932.0,9932.4,9932.4,9932.2,9932.2,9932.2,339
229,R229,4517,9096.6,9096.4,9096.8,9096.8,9096.4,9096.4
230,R230,8007.6,8007.6,9961,8008.0,8007.8,8007.6,8007.6
231,R231,9700.2,9700.4,9700.4,9700.4,9700.0,1499,9700.0
232,R232,9903.8,482,9903.6,9903.4,9903.8,9903.4,9903.6
233,R233,9858.2,9857.8,9858.2,9857.8,9858.0,9858.2,710
234,R234,9519.4,9519.8,2402,9519.4,9519.4,9519.6,9519.6
235,R235,6680,8664.0,8664.0,8663.8,8664.0,8663.8,8664.0
236,R236,9504.0,9504.0,9504.0,9503.8,9504.0,9503.8,2481
237,R237,2591,9482.0,9481.6,9481.8,9482.0,9481.8,9482.0
238,R238,9420.0,2901,9420.0,9420.0,9420.0,9420.0,9419.8
239,R239,9291.2,9291.4,9291.6,9291.2,9291.4,9291.4,3543
240,R240,8519.8,8520.2,8519.8,8519.8,8520.0,7400,8520.2
241,R241,9147.2,9147.4,9147.6,9147.6,9147.4,9147.6,4263
242,R242,8599.8,8600.2,8599.8,8599.8,7000,8600.2,8600.2
243,R243,9781.4,9781.0,9781.4,9781.2,1094,9781.2,9781.2
244,R244,8049.8,8050.0,9751,8049.6,8050.0,8049.6,8050.0
245,R245,9638.0,9637.8,9638.0,9637.8,9637.8,1810,9638.2
246,R246,8429.4,8429.6,8429.6,8429.6,8429.6,7853,8429.6
247,R247,9008.0,9007.8,4960,9007.8,9008.0,9008.2,9008.2
248,R248,8269.8,8270.0,8270.0,8270.0,8269.6,8651,8269.6
249,R249,9896.0,9895.8,9895.6,9895.8,9895.6,9895.6,521
250,R250,8292.6,8292.8,8293.0,8292.8,8292.6,8292.8,8536
251,R251,9471.8,2641,9471.8,9471.6,9471.8,9472.0,9471.8
252,R252,9770.4,9770.8,9770.4,1147,9770.4,9770.4,9770.4
253,R253,8251.8,8251.6,8742,8251.4,8251.4,8251.6,8251.4
254,R254,9423,8115.2,8115.2,8115.4,8115.6,8115.2,8115.6
255,R255,8370.6,8370.4,8370.2,8148,8370.2,8370.4,8370.4
256,R256,8398.6,8398.4,8398.6,8398.6,8398.6,8398.4,8008
257,R257,9031.4,9031.2,9031.2,9031.2,9031.4,9031.4,4844
258,R258,9699.8,9700.0,9700.2,9700.2,9700.0,9699.8,1500
259,R259,7787,8442.4,8442.6,8442.4,8442.8,8442.6,8442.6
260,R260,8871.4,8871.6,8871.6,8871.4,5642,8871.6,8871.8
261,R261,5240,8952.2,8952.0,8951.8,8952.2,8952.2,8952.2
262,R262,9225.4,9225.0,9225.4,9225.0,9225.0,9225.0,3874
263,R263,8264.6,8264.8,8264.6,8676,8264.8,8265.0,8265.0
264,R264,9434.4,9434.4,9434.4,9434.8,9434.4,9434.6,2827
265,R265,7366,8527.0,8526.8,8526.6,8527.0,8526.8,8527.0
266,R266,9630.4,9630.8,9630.6,9630.4,9630.6,1847,9630.6
267,R267,9984.6,78,9984.2,9984.6,9984.6,9984.2,9984.4
268,R268,9393.4,9393.4,3034,9393.4,9393.0,9393.0,9393.4
269,R269,5178,8964.2,8964.6,8964.2,8964.4,8964.4,8964.4
270,R270,8787.6,8787.6,8787.8,8787.6,6061,8787.8,8787.6
271,R271,9543.8,9543.6,9543.6,2282,9543.4,9543.8,9543.6
272,R272,8589.2,8589.2,8589.2,7055,8589.0,8589.2,8589.2
273,R273,6602,8679.8,8679.6,8679.6,8679.8,8679.8,8679.8
274,R274,6151,8770.0,8770.0,8769.6,8769.8,8769.8,8770.0
275,R275,8437.0,8437.0,8437.4,8437.4,8437.2,8437.2,7814
276,R276,8946.2,8946.6,8946.4,8946.4,8946.4,5268,8946.2
277,R277,8264.4,8264.2,8264.0,8264.0,8264.2,8264.4,8679
278,R278,9506.4,9506.6,9506.8,2467,9506.4,9506.8,9506.8
279,R279,9400.2,9400.6,9400.2,9400.6,2998,9400.4,9400.2
280,R280,9090.2,4549,9090.2,9090.0,9090.2,9090.0,9090.2
281,R281,8229.6,8229.6,8229.2,8853,8229.2,8229.4,8229.2
282,R282,8045.2,8045.0,9775,8045.2,8045.2,8045.0,8045.0
283,R283,4468,9106.2,9106.2,9106.4,9106.4,9106.6,9106.4
284,R284,9623.6,9623.6,9624.0,9624.0,9623.6,1881,9624.0
285,R285,9235.0,9235.2,9234.8,3825,9235.0,9234.8,9235.2
286,R286,8139.8,8139.6,8139.8,9301,8139.6,8139.8,8139.6
287,R287,9265.8,9265.8,9265.6,9265.6,9266.0,9265.6,3671
288,R288,8985.0,5074,8985.2,8985.0,8985.4,8985.0,8985.0
289,R289,9880.4,597,9880.8,9880.6,9880.6,9880.8,9880.8
290,R290,8974.8,8974.6,8974.4,5127,8974.4,8974.4,8974.8
291,R291,8758,8248.2,8248.6,8248.4,8248.6,8248.6,8248.2
292,R292,9509.0,2454,9509.0,9509.2,9509.0,9509.2,9509.0
293,R293,8786.4,8786.8,8786.6,8786.4,6067,8786.8,8786.4
294,R294,9501.8,9501.8,9501.6,9501.8,9501.4,2492,9501.4
295,R295,9947.2,264,9947.4,9947.0,9947.4,9947.4,9947.2
296,R296,9774.0,9774.0,9774.2,1130,9774.0,9773.8,9774.0
297,R297,8289.8,8290.0,8290.0,8551,8289.8,8289.8,8289.6
298,R298,9418.8,9418.4,9418.4,9418.4,9418.6,2907,9418.6
299,R299,8918.2,5410,8918.2,8918.2,8917.8,8917.8,8918.0
300,R300,9876.2,9876.4,618,9876.4,9876.4,9876.2,9876.4
301,R301,9594.4,9594.0,9594.2,9594.2,2029,9594.4,9594.2
302,R302,8343.8,8343.6,8343.8,8343.6,8281,8343.8,8343.6
303,R303,9913.0,9913.2,9913.2,9913.4,9913.0,9913.4,434
304,R304,9227.6,9227.8,3862,9227.8,9227.6,9227.4,9227.6
305,R305,2480,9503.8,9504.0,9503.8,9504.0,9504.2,9504.0
306,R306,8890.2,5549,8890.4,8890.2,8890.0,8890.4,8890.2
307,R307,9211,8157.8,8157.8,8158.0,8157.8,8157.6,8157.8
308,R308,9709.8,1450,9710.2,9710.0,9710.0,9710.2,9710.2
309,R309,9384.8,9385.2,9385.0,9384.8,9385.2,9385.2,3075
310,R310,8383.4,8383.6,8383.6,8083,8383.6,8383.2,8383.2
311,R311,8352.8,8353.0,8352.8,8353.2,8353.0,8235,8353.0
312,R312,9961.0,9961.4,9961.4,9961.4,194,9961.0,9961.4
313,R313,9783.0,1084,9783.0,9783.4,9783.4,9783.2,9783.4
314,R314,8471.6,8471.6,8471.6,8471.6,8471.4,7643,8471.2
315,R315,8918.4,8918.0,8918.0,8918.0,8918.2,8918.4,5409
316,R316,9640.6,9640.4,9640.8,1797,9640.8,9640.6,9640.4
317,R317,9707.4,9707.6,1463,9707.4,9707.4,9707.4,9707.6
318,R318,9773.2,9773.2,9773.2,9773.4,9773.2,9773.4,1133
319,R319,9364.8,9364.6,9364.8,3176,9364.8,9365.0,9364.8
320,R320,9679.8,9679.6,9679.6,9679.8,9679.4,9679.6,1602
321,R321,9013,8197.4,8197.4,8197.2,8197.6,8197.2,8197.4
322,R322,8301.0,8301.0,8494,8301.2,8301.4,8301.4,8301.0
323,R323,8003.2,8003.0,8003.0,8002.8,9985,8003.2,8003.2
324,R324,9707.2,9707.0,9707.2,9706.8,9706.8,1465,9707.2
325,R325,8439.6,8439.6,8439.4,8439.2,7803,8439.4,8439.2
326,R326,9206.4,9206.2,9206.4,9206.0,9206.2,3969,9206.0
327,R327,1784,9643.2,9643.2,9643.2,9643.2,9643.4,9643.0
328,R328,9860.6,698,9860.6,9860.2,9860.4,9860.6,9860.4
329,R329,9405.8,9405.8,2970,9406.0,9406.2,9406.2,9406.0
330,R330,8495.8,8495.6,8495.8,8495.6,7522,8495.6,8495.8
331,R331,9868.4,9868.6,9868.8,657,9868.4,9868.4,9868.4
332,R332,9648.4,9648.4,9648.6,9648.4,9648.4,9648.4,1757
333,R333,9075.0,9074.8,4626,9074.6,9075.0,9074.6,9074.8
334,R334,9419.6,9419.4,2902,9419.4,9419.6,9419.6,9419.6
335,R335,9476.2,9476.0,2620,9476.0,9476.0,9475.8,9476.2
336,R336,1817,9636.4,9636.4,9636.8,9636.4,9636.8,9636.6
337,R337,9573.6,2131,9573.8,9573.8,9573.6,9573.6,9573.6
338,R338,9142,8171.8,8171.6,8171.4,8171.8,8171.4,8171.4
339,R339,8024.6,8024.6,8024.8,8025.0,8024.8,8024.8,9876
340,R340,8606.6,8606.6,8606.6,8606.4,6967,8606.4,8606.4
341,R341,5622,8875.8,8875.8,8875.6,8875.4,8875.4,8875.4
342,R342,9248.2,9248.4,9248.2,9248.4,3759,9248.2,9248.4
343,R343,8487.8,8488.2,8487.8,8488.2,8488.0,7560,8487.8
344,R344,8559.0,8559.0,8559.4,8559.0,7204,8559.4,8559.0
345,R345,9449.0,9448.8,9449.0,9449.0,2756,9449.0,9448.6
346,R346,9134.8,4325,9134.8,9134.8,9135.0,9135.0,9135.0
347,R347,8349.6,8349.6,8350.0,8349.8,8349.6,8350.0,8251
348,R348,8982.2,8981.8,8981.8,8981.8,8981.8,5090,8981.8
349,R349,9337.8,9337.6,9337.8,9337.8,9338.0,9337.8,3311
350,R350,8631.6,6842,8631.4,8631.4,8631.8,8631.4,8631.6
351,R351,8368.2,8368.6,8368.2,8158,8368.2,8368.4,8368.6
352,R352,9091.8,4541,9091.6,9091.8,9092.0,9092.0,9091.6
353,R353,9106.8,9106.8,9107.2,9106.8,4465,9106.8,9107.2
354,R354,8773.2,8773.2,8773.0,8772.8,6135,8773.0,8773.0
355,R355,8155.0,8155.0,8155.0,8155.0,8154.8,9225,8155.0
356,R356,8836.6,5816,8837.0,8836.6,8836.6,8836.8,8836.8
357,R357,8655.6,8655.4,8655.4,8655.8,8655.4,6722,8655.4
358,R358,8054.4,9728,8054.2,8054.6,8054.6,8054.4,8054.2
359,R359,8605.0,8605.0,6976,8604.8,8604.8,8604.8,8604.6
360,R360,8957.8,8957.8,8957.8,8958.2,8957.8,8958.2,5210
361,R361,9161.6,9162.0,9161.8,4191,9162.0,9162.0,9161.8
362,R362,9709.4,9709.2,9709.6,9709.4,9709.2,1453,9709.4
363,R363,9666.6,9666.4,9666.4,9666.4,9666.6,9666.4,1667
364,R364,8271.4,8642,8271.8,8271.8,8271.8,8271.6,8271.4
365,R365,8591.6,7041,8591.6,8591.8,8592.0,8591.6,8592.0
366,R366,9190.0,9190.0,9189.8,9189.8,9190.2,4050,9189.8
367,R367,9898.6,9898.8,9899.0,9898.6,506,9898.8,9899.0
