id,label,attr_0,attr_1
235,R235,4131,825
236,R236,4559,9614
237,R237,2466,1413
238,R238,901,3880
239,R239,5090,1462
240,R240,6644,7978
241,R241,9360,8203
242,R242,2913,4537
243,R243,2792,2858
244,R244,8860,145
245,R245,3621,3807
246,R246,1109,6167
247,R247,4952,6288
248,R248,9668,8224
249,R249,9684,6214
250,R250,9986,5918
251,R251,9458,1189
252,R252,3960,3749
253,R253,5630,7115
254,R254,1701,4935
255,R255,7692,723
256,R256,452,672
257,R257,5505,6428
258,R258,685,9111
259,R259,1626,7423
260,R260,7115,3171
261,R261,9037,1225
262,R262,5577,6524
263,R263,2053,2756
264,R264,1819,4986
265,R265,6527,8718
266,R266,8585,6895
267,R267,3333,3254
268,R268,7652,8241
269,R269,1282,2655
270,R270,1659,7368
271,R271,2647,4872
272,R272,2845,7410
273,R273,3911,1558
274,R274,732,4854
275,R275,7838,7883
276,R276,3325,5285
277,R277,4118,3830
278,R278,2994,3382
279,R279,2905,2602
280,R280,737,7469
281,R281,1277,7195
282,R282,7449,8115
283,R283,3556,8016
284,R284,1403,1108
285,R285,7897,9015
286,R286,9286,7091
287,R287,7071,152
288,R288,3435,2689
289,R289,2303,5560
290,R290,2802,1207
291,R291,9936,1075
292,R292,7992,6030
293,R293,331,1865
294,R294,9028,8457
295,R295,8887,942
296,R296,2377,7353
297,R297,3021,4212
298,R298,9152,7822
299,R299,5206,4693
300,R300,9627,4356
301,R301,3979,7439
302,R302,7444,5618
303,R303,5827,7851
304,R304,8568,4653
305,R305,7867,2405
306,R306,2563,2034
307,R307,9566,2223
308,R308,2152,7753
309,R309,1963,8527
310,R310,3125,5892
311,R311,5386,4682
312,R312,1353,2942
313,R313,4501,9493
314,R314,8652,6639
315,R315,7475,991
316,R316,5651,27
317,R317,3668,1362
318,R318,7760,2095
319,R319,7368,983
320,R320,7132,671
321,R321,3891,7704
322,R322,4986,5688
323,R323,77,5628
324,R324,8128,536
325,R325,4295,1852
326,R326,4302,1904
327,R327,9468,253
328,R328,6644,6551
329,R329,5043,8024
330,R330,289,8953
331,R331,6018,5807
332,R332,6218,259
333,R333,3731,1735
334,R334,688,3883
335,R335,4231,8756
336,R336,4963,9720
337,R337,2733,6393
338,R338,2461,2544
339,R339,8437,7437
340,R340,961,1422
341,R341,8339,2101
342,R342,3329,5273
343,R343,1907,3949
344,R344,6745,1413
345,R345,6519,7511
346,R346,201,8593
347,R347,694,9512
348,R348,3584,3423
349,R349,8049,8525
350,R350,6129,9129
351,R351,2445,130
352,R352,7176,7785
353,R353,4243,509
354,R354,680,503
355,R355,6374,6980
356,R356,4127,4609
357,R357,75,2121
358,R358,5829,8459
359,R359,9067,2909
360,R360,8003,1237
361,R361,7155,1698
362,R362,4641,2536
363,R363,539,4919
364,R364,8833,1236
365,R365,1748,2366
366,R366,817,1831
367,R367,2310,536
368,R368,7522,8790
369,R369,1212,9608
370,R370,9532,7640
371,R371,7143,3705
372,R372,700,5431
373,R373,7705,3874
374,R374,5058,8163
375,R375,965,840
376,R376,6600,7173
377,R377,2350,5118
378,R378,8014,1132
379,R379,7558,7432
380,R380,9635,6866
381,R381,6913,5110
382,R382,8833,7259
383,R383,7494,7473
384,R384,8116,4825
385,R385,4055,2693
386,R386,8010,4925
387,R387,6923,9400
388,R388,6029,3159
389,R389,3772,9645
390,R390,959,5524
391,R391,3179,1920
392,R392,5298,2069
393,R393,3140,3159
394,R394,2678,8846
395,R395,5501,6928
396,R396,9726,8020
397,R397,9876,5480
398,R398,4170,2979
399,R399,5745,9870
400,R400,1896,1367
401,R401,3393,2914
402,R402,9015,7939
403,R403,4052,5027
404,R404,1246,2416
405,R405,2049,1537
406,R406,5886,7269
407,R407,7862,45
408,R408,2990,3350
409,R409,2554,7489
410,R410,571,1731
411,R411,2064,4037
412,R412,1906,4109
413,R413,8490,3831
414,R414,2328,5473
415,R415,2313,2149
416,R416,6472,2515
417,R417,9866,3058
418,R418,5359,327
419,R419,6626,7160
420,R420,450,1171
421,R421,8359,7908
422,R422,9587,7341
423,R423,7765,3709
424,R424,1587,1350
425,R425,6439,8247
426,R426,8997,3026
427,R427,2717,1058
428,R428,3522,7513
429,R429,3120,1347
430,R430,9456,587
431,R431,1632,3662
432,R432,6244,3964
433,R433,5622,2501
434,R434,5118,6386
435,R435,5614,1749
436,R436,61,7261
437,R437,5086,3700
438,R438,105,7713
439,R439,9756,3746
440,R440,6074,5223
441,R441,521,8047
442,R442,8071,8002
443,R443,7918,9087
444,R444,522,6649
445,R445,2041,1948
446,R446,1909,2057
447,R447,8557,5187
448,R448,3827,7548
449,R449,5874,3334
450,R450,1567,801
451,R451,433,9227
452,R452,6595,8646
453,R453,2528,8063
454,R454,5933,5220
455,R455,3243,5470
456,R456,3629,5110
457,R457,7924,8464
458,R458,8414,1309
459,R459,6186,3615
460,R460,2952,7741
461,R461,5858,2103
462,R462,6611,3320
463,R463,3169,8558
464,R464,1024,938
465,R465,5860,4080
466,R466,5148,3740
467,R467,5271,566
468,R468,6083,5421
469,R469,1606,2410
470,R470,4843,650
471,R471,4948,1465
472,R472,9066,2006
473,R473,432,7260
474,R474,3515,4664
475,R475,4241,576
476,R476,1421,9266
477,R477,7267,1591
478,R478,7045,5463
479,R479,884,2813
480,R480,3162,2405
481,R481,3428,8530
482,R482,9835,9498
483,R483,7801,8063
484,R484,5209,3782
485,R485,9381,4551
486,R486,6104,3547
487,R487,6776,1986
488,R488,5689,660
489,R489,1955,2843
490,R490,461,8462
491,R491,7861,7958
492,R492,5451,4712
493,R493,6118,6754
494,R494,572,1235
495,R495,5937,2079
496,R496,408,3734
497,R497,5482,3929
498,R498,9008,4603
499,R499,6639,8115
500,R500,1832,164
501,R501,1217,3434
502,R502,1368,4416
503,R503,4154,2994
504,R504,1012,5638
505,R505,4660,2101
506,R506,4346,6902
507,R507,1937,4844
508,R508,9959,8789
509,R509,2683,4576
510,R510,6128,5685
511,R511,2273,8456
512,R512,9342,4331
513,R513,5049,5349
514,R514,8625,7367
515,R515,2357,2020
516,R516,8353,2778
517,R517,3130,9176
518,R518,5445,3893
519,R519,9346,1917
520,R520,2911,1751
521,R521,2931,5375
522,R522,1441,2005
523,R523,7447,3470
524,R524,5766,6035
525,R525,866,3356
526,R526,4699,4218
527,R527,2536,5084
528,R528,9456,5367
529,R529,2021,9169
530,R530,9409,260
531,R531,4295,2852
532,R532,628,9530
533,R533,2991,6751
534,R534,6791,4177
535,R535,4667,6873
536,R536,4873,5654
537,R537,7448,6627
538,R538,7728,66
539,R539,3178,5924
540,R540,9514,5971
541,R541,7675,7995
542,R542,1207,9129
543,R543,9602,8995
544,R544,4083,5865
545,R545,4210,6294
546,R546,7184,9549
547,R547,6675,5638
548,R548,1229,8978
549,R549,7063,3884
550,R550,2493,1853
551,R551,7729,5607
552,R552,4220,5810
553,R553,4541,4036
554,R554,3176,7072
555,R555,5168,4333
556,R556,7091,8283
557,R557,195,7136
558,R558,6601,5300
559,R559,9950,7308
560,R560,5609,8709
561,R561,826,6476
562,R562,8503,2052
563,R563,6070,1092
564,R564,6652,5089
565,R565,9146,5515
566,R566,8802,2120
567,R567,5539,7788
568,R568,6563,9355
569,R569,8470,9647
570,R570,8232,3231
571,R571,9416,2491
572,R572,7873,9614
573,R573,598,3944
574,R574,3343,8740
575,R575,1231,9811
576,R576,4562,2799
577,R577,9552,646
578,R578,821,8818
579,R579,3130,7657
580,R580,812,6212
581,R581,261,392
582,R582,7565,1995
583,R583,6539,5279
584,R584,3443,6742
585,R585,374,1855
586,R586,792,3465
587,R587,7397,1639
588,R588,8948,1465
589,R589,9400,1838
590,R590,1137,2553
591,R591,4656,4778
592,R592,1928,8736
593,R593,6210,7659
594,R594,2554,8069
595,R595,1590,822
596,R596,2718,3368
597,R597,5346,8060
598,R598,4341,8488
599,R599,1615,6433
600,R600,5622,7995
601,R601,4284,1372
602,R602,8170,9581
603,R603,2375,877
604,R604,7735,2801
605,R605,2356,1186
606,R606,8137,7927
607,R607,9719,9975
608,R608,3330,9032
609,R609,1975,8021
610,R610,6014,9086
611,R611,8944,943
612,R612,5714,7249
613,R613,4928,2090
614,R614,6832,1841
615,R615,488,5846
616,R616,1580,9498
617,R617,2718,9418
618,R618,90,7352
619,R619,2375,9953
620,R620,2860,595
621,R621,1272,2874
622,R622,7181,1006
623,R623,6673,8639
624,R624,8666,502
625,R625,5727,4132
626,R626,9734,5580
627,R627,3266,6303
628,R628,9331,1
629,R629,8675,749
630,R630,2697,5753
631,R631,6953,5319
632,R632,5832,2482
633,R633,8956,6510
634,R634,1669,5643
635,R635,3318,5535
636,R636,974,2647
637,R637,3071,8076
638,R638,6973,6633
639,R639,4202,5089
640,R640,9600,449
641,R641,4402,5828
642,R642,596,6178
643,R643,5885,508
644,R644,2591,9680
645,R645,4174,8720
646,R646,3185,6354
647,R647,6884,214
648,R648,2120,3863
649,R649,264,8665
650,R650,282,6037
651,R651,5696,3130
652,R652,6502,8658
653,R653,67,8575
654,R654,2804,1915
655,R655,1554,3758
656,R656,3390,8907
657,R657,1455,3585
658,R658,1524,2813
659,R659,9759,4921
660,R660,3520,3991
661,R661,6583,6339
662,R662,2828,8218
663,R663,8892,4175
664,R664,9123,1514
665,R665,955,2883
666,R666,2242,8248
667,R667,6552,9438
668,R668,3241,6457
669,R669,670,271
670,R670,4195,8323
671,R671,3234,6339
672,R672,5350,8257
673,R673,2710,5113
674,R674,7667,6881
675,R675,7955,7392
676,R676,7532,661
677,R677,2179,4429
678,R678,7327,4323
679,R679,9491,5185
680,R680,3966,6847
681,R681,7633,1054
682,R682,8957,9270
683,R683,2759,120
684,R684,6099,5619
685,R685,7555,1223
686,R686,8408,6768
687,R687,4183,5484
688,R688,1488,9302
689,R689,882,8815
690,R690,5493,6016
691,R691,2976,1129
692,R692,245,9002
693,R693,6851,9737
694,R694,8913,6666
695,R695,2407,2964
696,R696,4433,3275
697,R697,2702,2960
698,R698,5314,7069
699,R699,7187,115
700,R700,5833,6304
701,R701,273,8090
702,R702,8758,8950
703,R703,8554,6995
704,R704,7024,769
705,R705,4579,4719
706,R706,7482,1875
707,R707,299,3725
708,R708,1135,5009
709,R709,9416,8474
710,R710,3373,2295
711,R711,3727,5093
712,R712,3652,4605
713,R713,2377,9213
714,R714,9162,9508
715,R715,3482,1073
716,R716,3573,586
717,R717,5966,3205
718,R718,5874,9787
719,R719,6196,8254
720,R720,1047,214
721,R721,9689,864
722,R722,6620,1184
723,R723,8760,8168
724,R724,9192,9904
725,R725,4619,1672
726,R726,4264,5157
727,R727,2972,5530
728,R728,8660,2109
729,R729,5966,9395
730,R730,5522,3823
731,R731,3810,1334
732,R732,8508,8699
733,R733,7729,7670
734,R734,1532,1230
735,R735,5913,8860
736,R736,603,2949
737,R737,6052,2186
738,R738,1074,5343
739,R739,3159,4051
740,R740,7288,8955
741,R741,2502,6377
742,R742,6741,3130
743,R743,8494,7062
744,R744,411,8590
745,R745,9481,6373
746,R746,9534,4087
747,R747,4496,396
748,R748,5374,1257
749,R749,7673,3714
750,R750,4359,3319
751,R751,7314,359
752,R752,8276,1694
753,R753,1053,5519
754,R754,4818,5724
755,R755,1053,6743
756,R756,6785,5592
757,R757,1482,6861
758,R758,3384,8889
759,R759,7004,9379
760,R760,8869,1007
761,R761,2498,1574
762,R762,8684,5564
763,R763,704,9911
764,R764,8004,7353
765,R765,9777,6222
766,R766,8857,3144
767,R767,6030,2101
768,R768,1084,9025
769,R769,5228,774
770,R770,2697,1828
771,R771,6018,1157
772,R772,8926,740
773,R773,6903,1633
774,R774,5085,2307
775,R775,337,2265
776,R776,9578,6620
777,R777,4676,8261
778,R778,8731,1578
779,R779,5640,4550
780,R780,671,2314
781,R781,3196,7784
782,R782,3768,3999
783,R783,1002,6013
784,R784,7505,6388
785,R785,9279,9829
786,R786,9044,1408
787,R787,4817,3422
788,R788,8673,5723
789,R789,2243,2312
790,R790,6282,981
791,R791,3488,2113
792,R792,7319,922
793,R793,2878,1322
794,R794,3434,542
795,R795,792,8366
796,R796,8853,1244
797,R797,4784,1081
798,R798,1930,4772
799,R799,9498,5756
800,R800,2449,8084
801,R801,8065,8463
802,R802,1230,6788
803,R803,8429,1123
804,R804,5464,2389
805,R805,2264,1029
806,R806,1644,1961
807,R807,3572,5535
808,R808,2356,1316
809,R809,7433,6138
810,R810,5532,4851
811,R811,254,9049
812,R812,9099,4845
813,R813,5660,1363
814,R814,4330,871
815,R815,3751,5073
816,R816,8121,9758
817,R817,534,8107
818,R818,391,942
819,R819,5350,7101
820,R820,5745,7718
821,R821,892,7514
822,R822,3088,8488
823,R823,4885,7993
824,R824,5234,8092
825,R825,7413,701
826,R826,6410,2229
827,R827,9288,223
828,R828,808,7777
829,R829,8329,4382
830,R830,2753,2990
831,R831,829,687
832,R832,2527,8327
833,R833,9227,2949
834,R834,4369,8307
835,R835,7347,7250
836,R836,7219,5423
837,R837,6387,4238
838,R838,8091,8935
839,R839,1494,6974
840,R840,600,7788
841,R841,5228,4664
842,R842,2787,762
843,R843,2064,6590
844,R844,9950,3332
845,R845,8823,8160
846,R846,2489,1869
847,R847,700,616
848,R848,7639,2328
849,R849,4534,382
850,R850,8101,3669
851,R851,9870,3689
852,R852,1390,9559
853,R853,6663,8844
854,R854,4190,888
855,R855,9160,7699
856,R856,7103,7247
857,R857,7596,2517
858,R858,3297,8829
859,R859,5551,5536
860,R860,5102,8519
861,R861,1548,7178
862,R862,9177,3123
863,R863,9230,8014
864,R864,6633,9771
865,R865,8209,4432
866,R866,7232,1321
867,R867,6738,9531
868,R868,6917,7336
869,R869,717,8865
870,R870,1192,5874
871,R871,5906,9229
872,R872,1960,9843
873,R873,5575,3653
874,R874,5123,4385
875,R875,8285,6074
876,R876,9747,1347
877,R877,1876,2929
878,R878,593,7853
879,R879,9031,4493
880,R880,2866,5667
881,R881,6924,2314
882,R882,9441,3110
883,R883,2467,4159
884,R884,9785,7557
885,R885,301,3741
886,R886,5506,4380
887,R887,1136,2553
888,R888,4132,1672
889,R889,6815,6895
890,R890,287,3078
891,R891,967,8297
892,R892,4048,4259
893,R893,7946,1875
894,R894,2330,3296
895,R895,6074,6767
896,R896,8062,7596
897,R897,1224,9413
898,R898,2517,8350
899,R899,9915,2214
900,R900,1233,7977
901,R901,7024,5564
902,R902,2333,2459
903,R903,9039,8394
904,R904,7068,2195
905,R905,8822,9994
906,R906,1943,3052
907,R907,1100,7261
908,R908,5281,3294
909,R909,3666,2698
910,R910,571,8305
911,R911,516,1375
912,R912,2979,6184
913,R913,3130,8732
914,R914,8673,3023
915,R915,587,8743
916,R916,8005,7887
917,R917,3515,5593
918,R918,7834,9250
919,R919,7818,3535
920,R920,214,3058
921,R921,7313,4668
922,R922,603,9120
923,R923,129,975
924,R924,7136,9451
925,R925,5960,6925
926,R926,4913,8899
927,R927,1,3378
928,R928,1818,7846
929,R929,5895,4623
930,R930,5585,920
931,R931,9489,5106
932,R932,7430,6893
933,R933,5110,2324
934,R934,6339,3484
935,R935,9038,1347
936,R936,6536,4889
937,R937,7153,2846
938,R938,4334,6623
939,R939,43,7027
940,R940,6546,6517
941,R941,904,7211
942,R942,2418,2319
943,R943,5957,3561
944,R944,6402,8085
945,R945,7948,9079
946,R946,6167,1402
947,R947,8450,240
948,R948,7319,9176
949,R949,4819,9685
950,R950,5178,1960
951,R951,2073,9032
952,R952,6361,9533
953,R953,3710,7274
954,R954,4584,3814
955,R955,9892,4079
956,R956,3760,142
957,R957,6534,716
958,R958,4879,5474
959,R959,9911,2772
960,R960,6036,1840
961,R961,1244,5321
962,R962,3691,3704
963,R963,1942,5440
964,R964,1828,412
965,R965,7143,997
966,R966,2672,1699
967,R967,4497,641
968,R968,2227,1932
969,R969,9167,9534
970,R970,1017,6240
971,R971,5209,9041
972,R972,4835,9122
973,R973,292,1863
974,R974,1481,7140
975,R975,7037,5423
976,R976,7346,5706
977,R977,9763,1776
978,R978,7685,1056
979,R979,2623,2453
980,R980,4574,4650
981,R981,879,8374
982,R982,6154,1608
983,R983,7465,209
984,R984,7995,6911
985,R985,2394,3618
986,R986,2946,6846
987,R987,8320,7048
988,R988,151,3125
989,R989,5132,3814
990,R990,9656,2429
991,R991,488,5405
992,R992,9553,7224
993,R993,104,2700
994,R994,8994,4608
995,R995,3443,7870
996,R996,7042,9598
997,R997,3952,1999
998,R998,7978,4050
999,R999,2791,2661
1000,R1000,7837,5290
1001,R1001,6251,1533
1002,R1002,1973,3288
1003,R1003,209,4536
1004,R1004,3002,2479
1005,R1005,1372,7736
1006,R1006,1979,2480
1007,R1007,5508,5321
1008,R1008,7442,3131
1009,R1009,7484,2545
1010,R1010,9765,5466
1011,R1011,6853,976
1012,R1012,732,9422
1013,R1013,1318,8355
1014,R1014,4264,7290
1015,R1015,909,7549
1016,R1016,31,9842
1017,R1017,1175,9342
1018,R1018,4354,4052
1019,R1019,7430,2041
1020,R1020,9775,1009
1021,R1021,6402,7624
1022,R1022,1165,5828
1023,R1023,6187,9135
1024,R1024,8531,2408
1025,R1025,4358,6910
1026,R1026,2105,9020
1027,R1027,6465,7801
1028,R1028,5422,160
1029,R1029,7042,7558
1030,R1030,7024,7750
1031,R1031,9240,5707
1032,R1032,6981,6693
1033,R1033,1329,3869
1034,R1034,9317,3644
1035,R1035,364,1417
1036,R1036,2282,5663
1037,R1037,3852,1362
1038,R1038,2450,4864
1039,R1039,4441,3150
1040,R1040,9796,8298
1041,R1041,5808,4156
1042,R1042,1449,2937
1043,R1043,7522,5896
1044,R1044,900,2635
1045,R1045,7621,2438
1046,R1046,9069,5632
1047,R1047,6302,4306
1048,R1048,3573,2879
1049,R1049,6767,958
1050,R1050,645,6163
1051,R1051,3768,1389
1052,R1052,857,4308
1053,R1053,5730,2600
1054,R1054,4642,4294
1055,R1055,4851,5562
1056,R1056,8680,1409
1057,R1057,8194,8601
1058,R1058,1705,5268
1059,R1059,3532,178
1060,R1060,1908,9346
1061,R1061,3859,5945
1062,R1062,2242,4385
1063,R1063,2166,9940
1064,R1064,9133,4168
1065,R1065,8016,6088
1066,R1066,9377,2716
1067,R1067,2297,3686
1068,R1068,3082,2473
1069,R1069,7679,6063
1070,R1070,7980,6992
1071,R1071,9663,3592
1072,R1072,5104,2854
1073,R1073,8922,4461
1074,R1074,1845,1659
1075,R1075,9787,813
1076,R1076,4499,5159
1077,R1077,9473,1098
1078,R1078,3275,9648
1079,R1079,2652,957
1080,R1080,3226,1411
1081,R1081,7298,4212
1082,R1082,623,878
1083,R1083,3176,3375
1084,R1084,5090,8549
1085,R1085,4962,6824
1086,R1086,5860,9177
1087,R1087,5817,6663
1088,R1088,1895,6947
1089,R1089,3843,1197
1090,R1090,1019,112
1091,R1091,3920,5628
1092,R1092,6024,6137
1093,R1093,1299,3583
1094,R1094,7439,5713
1095,R1095,658,8785
1096,R1096,2831,382
1097,R1097,4039,2542
1098,R1098,7292,9809
1099,R1099,8490,3566
1100,R1100,7755,5557
1101,R1101,5703,2557
1102,R1102,6885,549
1103,R1103,5111,5102
1104,R1104,5557,7081
1105,R1105,8148,290
1106,R1106,8316,6456
1107,R1107,6686,250
1108,R1108,1947,8309
1109,R1109,2795,3565
1110,R1110,3184,5539
1111,R1111,5163,2892
1112,R1112,9635,5583
1113,R1113,1899,7850
1114,R1114,6779,3200
1115,R1115,9991,5562
1116,R1116,4958,6073
1117,R1117,3498,7277
1118,R1118,1613,1119
1119,R1119,685,8886
1120,R1120,2868,4869
1121,R1121,2354,1400
1122,R1122,7088,3787
1123,R1123,1508,7806
1124,R1124,6389,540
1125,R1125,5779,1244
1126,R1126,2390,300
1127,R1127,9016,6289
1128,R1128,8000,4970
1129,R1129,6580,3653
1130,R1130,1647,7322
1131,R1131,6014,6787
1132,R1132,7385,56
1133,R1133,3182,6882
1134,R1134,2988,3692
1135,R1135,9645,6148
1136,R1136,3303,4060
1137,R1137,8481,8428
1138,R1138,7491,5803
1139,R1139,5642,8760
1140,R1140,1758,4909
1141,R1141,9310,3208
1142,R1142,6047,6797
1143,R1143,1858,3495
1144,R1144,2192,1995
1145,R1145,4752,7432
1146,R1146,666,6430
1147,R1147,801,9906
1148,R1148,4298,9285
1149,R1149,7597,1993
1150,R1150,6285,9203
1151,R1151,7874,4615
1152,R1152,53,3514
1153,R1153,5944,5634
1154,R1154,1244,7892
1155,R1155,733,1093
1156,R1156,8256,5229
1157,R1157,2546,9274
1158,R1158,8886,2782
1159,R1159,8212,2432
1160,R1160,6221,2906
1161,R1161,7009,4115
1162,R1162,9394,9240
1163,R1163,6638,2427
1164,R1164,4906,7721
1165,R1165,161,3999
1166,R1166,5319,296
1167,R1167,4960,7909
1168,R1168,2963,6202
1169,R1169,4782,1936
1170,R1170,216,8396
1171,R1171,4161,2073
1172,R1172,8000,7983
1173,R1173,7843,4011
1174,R1174,1380,3794
1175,R1175,2922,6481
1176,R1176,5665,1326
1177,R1177,7017,4068
1178,R1178,3009,8244
1179,R1179,3969,7738
1180,R1180,386,4399
1181,R1181,3250,7618
1182,R1182,3087,3400
1183,R1183,7400,8288
1184,R1184,904,597
1185,R1185,4223,7677
1186,R1186,6465,1615
1187,R1187,3689,5186
1188,R1188,7548,2856
1189,R1189,671,6108
1190,R1190,2835,9931
1191,R1191,7917,437
1192,R1192,8129,5809
1193,R1193,6170,971
1194,R1194,2089,3029
1195,R1195,2389,2045
1196,R1196,3320,9421
1197,R1197,710,4364
1198,R1198,4333,7642
1199,R1199,6580,9042
1200,R1200,4571,2990
1201,R1201,986,2793
1202,R1202,5810,1606
1203,R1203,644,2960
1204,R1204,8719,6308
1205,R1205,3824,1380
1206,R1206,5552,4235
1207,R1207,1750,269
1208,R1208,7504,2908
1209,R1209,3682,9010
1210,R1210,2022,2267
1211,R1211,5954,3493
1212,R1212,1049,4327
1213,R1213,938,4860
1214,R1214,4908,4305
1215,R1215,2279,741
1216,R1216,1315,1020
1217,R1217,5636,2146
1218,R1218,4015,8590
1219,R1219,6283,278
1220,R1220,6165,8174
1221,R1221,5971,8639
1222,R1222,3449,8176
1223,R1223,3667,6068
1224,R1224,1843,5926
1225,R1225,4241,2908
1226,R1226,9895,2039
1227,R1227,6509,9191
1228,R1228,2818,639
1229,R1229,1701,3218
1230,R1230,9661,8616
1231,R1231,4806,9226
1232,R1232,1987,7433
1233,R1233,3883,5239
1234,R1234,4775,685
1235,R1235,954,6182
1236,R1236,922,5432
1237,R1237,60,5286
1238,R1238,5911,3344
1239,R1239,5489,360
1240,R1240,7465,661
1241,R1241,1373,901
1242,R1242,9862,5123
1243,R1243,2560,5865
1244,R1244,8492,4217
1245,R1245,3432,6127
1246,R1246,4207,8953
1247,R1247,3423,4638
1248,R1248,2677,8925
